 i  j inwind              x              z         v_x         v_y          v_z      rho     t_r
19  8     -1 141000000000.0   4600000000.0   6840000.0  26500000.0    3190000.0      0.0     0.0
19  9     -1 141000000000.0   6020000000.0   9810000.0  26200000.0    4580000.0      0.0     0.0
19 10     -1 141000000000.0   7880000000.0  14100000.0  25700000.0    6570000.0      0.0     0.0
19 11     -1 141000000000.0  10300000000.0  20100000.0  25200000.0    9360000.0      0.0     0.0
19 12     -1 141000000000.0  13500000000.0  28300000.0  24500000.0   13200000.0      0.0     0.0
19 13     -1 141000000000.0  17700000000.0  39300000.0  23500000.0   18300000.0      0.0     0.0
19 14     -1 141000000000.0  23100000000.0  53900000.0  22100000.0   25100000.0      0.0     0.0
19 15     -1 141000000000.0  30300000000.0  73300000.0  20200000.0   34200000.0      0.0     0.0
19 16     -1 141000000000.0  39600000000.0 102000000.0  17300000.0   47500000.0      0.0     0.0
19 17      1 141000000000.0  51800000000.0 161000000.0  12600000.0   74900000.0 1.39e-15 37800.0
19 18      1 141000000000.0  67800000000.0 326000000.0   6600000.0  167000000.0 6.03e-16 37400.0
19 19      0 141000000000.0  88800000000.0 330000000.0   6260000.0  219000000.0 5.64e-16 38000.0
19 20      0 141000000000.0 116000000000.0 331000000.0   5860000.0  286000000.0 4.76e-16 38600.0
19 21      0 141000000000.0 152000000000.0 326000000.0   5420000.0  366000000.0  3.6e-16 38600.0
19 22      0 141000000000.0 199000000000.0 315000000.0   4950000.0  460000000.0 2.46e-16 39400.0
19 23      0 141000000000.0 260000000000.0 297000000.0   4490000.0  565000000.0 1.55e-16 41000.0
19 24      1 141000000000.0 341000000000.0 274000000.0   4040000.0  677000000.0 9.23e-17 42100.0
19 25      1 141000000000.0 446000000000.0 248000000.0   3570000.0  808000000.0 5.68e-17 43900.0
19 26     -1 141000000000.0 584000000000.0 222000000.0   3130000.0  956000000.0      0.0     0.0
19 27     -1 141000000000.0 764000000000.0 198000000.0   2740000.0 1120000000.0      0.0     0.0
19 28     -1 141000000000.0          1e+12 175000000.0   2400000.0 1300000000.0      0.0     0.0
19 29     -1 141000000000.0       1.31e+12 154000000.0   2100000.0 1500000000.0      0.0     0.0
20  0     -1 175000000000.0            0.0    544000.0  24600000.0     254000.0      0.0     0.0
20  1     -1 175000000000.0    700000000.0    886000.0  24500000.0     413000.0      0.0     0.0
20  2     -1 175000000000.0    916000000.0   1060000.0  24500000.0     493000.0      0.0     0.0
20  3     -1 175000000000.0   1200000000.0   1310000.0  24400000.0     611000.0      0.0     0.0
20  4     -1 175000000000.0   1570000000.0   1690000.0  24400000.0     788000.0      0.0     0.0
20  5     -1 175000000000.0   2050000000.0   2260000.0  24300000.0    1050000.0      0.0     0.0
20  6     -1 175000000000.0   2690000000.0   3090000.0  24200000.0    1440000.0      0.0     0.0
20  7     -1 175000000000.0   3520000000.0   4330000.0  24100000.0    2020000.0      0.0     0.0
20  8     -1 175000000000.0   4600000000.0   6150000.0  23900000.0    2870000.0      0.0     0.0
20  9     -1 175000000000.0   6020000000.0   8770000.0  23700000.0    4090000.0      0.0     0.0
20 10     -1 175000000000.0   7880000000.0  12500000.0  23400000.0    5840000.0      0.0     0.0
20 11     -1 175000000000.0  10300000000.0  17700000.0  23000000.0    8270000.0      0.0     0.0
20 12     -1 175000000000.0  13500000000.0  24800000.0  22500000.0   11600000.0      0.0     0.0
20 13     -1 175000000000.0  17700000000.0  34100000.0  21800000.0   15900000.0      0.0     0.0
20 14     -1 175000000000.0  23100000000.0  46000000.0  20800000.0   21400000.0      0.0     0.0
20 15     -1 175000000000.0  30300000000.0  60900000.0  19500000.0   28400000.0      0.0     0.0
20 16     -1 175000000000.0  39600000000.0  80300000.0  17700000.0   37500000.0      0.0     0.0
20 17     -1 175000000000.0  51800000000.0 110000000.0  14900000.0   51100000.0      0.0     0.0
20 18      1 175000000000.0  67800000000.0 178000000.0  10100000.0   83200000.0 7.72e-16 36800.0
20 19      1 175000000000.0  88800000000.0 352000000.0   5270000.0  187000000.0 3.63e-16 37600.0
20 20      0 175000000000.0 116000000000.0 353000000.0   4990000.0  244000000.0 3.37e-16 37900.0
20 21      0 175000000000.0 152000000000.0 350000000.0   4660000.0  315000000.0 2.81e-16 38600.0
20 22      0 175000000000.0 199000000000.0 341000000.0   4300000.0  399000000.0 2.11e-16 38500.0
20 23      0 175000000000.0 260000000000.0 325000000.0   3920000.0  495000000.0 1.43e-16 39600.0
20 24      0 175000000000.0 341000000000.0 302000000.0   3550000.0  600000000.0 8.98e-17 41200.0
20 25      1 175000000000.0 446000000000.0 275000000.0   3190000.0  712000000.0 5.33e-17 42400.0
20 26      1 175000000000.0 584000000000.0 247000000.0   2810000.0  846000000.0 3.23e-17 44800.0
20 27     -1 175000000000.0 764000000000.0 220000000.0   2460000.0  995000000.0      0.0     0.0
20 28     -1 175000000000.0          1e+12 195000000.0   2150000.0 1160000000.0      0.0     0.0
20 29     -1 175000000000.0       1.31e+12 172000000.0   1880000.0 1340000000.0      0.0     0.0
21  0     -1 218000000000.0            0.0    544000.0  22100000.0     254000.0      0.0     0.0
21  1     -1 218000000000.0    700000000.0    851000.0  22000000.0     397000.0      0.0     0.0
21  2     -1 218000000000.0    916000000.0   1000000.0  22000000.0     468000.0      0.0     0.0
21  3     -1 218000000000.0   1200000000.0   1230000.0  21900000.0     574000.0      0.0     0.0
21  4     -1 218000000000.0   1570000000.0   1570000.0  21900000.0     732000.0      0.0     0.0
21  5     -1 218000000000.0   2050000000.0   2070000.0  21800000.0     967000.0      0.0     0.0
21  6     -1 218000000000.0   2690000000.0   2820000.0  21800000.0    1320000.0      0.0     0.0
21  7     -1 218000000000.0   3520000000.0   3920000.0  21700000.0    1830000.0      0.0     0.0
21  8     -1 218000000000.0   4600000000.0   5540000.0  21600000.0    2580000.0      0.0     0.0
21  9     -1 218000000000.0   6020000000.0   7860000.0  21400000.0    3670000.0      0.0     0.0
21 10     -1 218000000000.0   7880000000.0  11200000.0  21200000.0    5210000.0      0.0     0.0
21 11     -1 218000000000.0  10300000000.0  15700000.0  20900000.0    7340000.0      0.0     0.0
21 12     -1 218000000000.0  13500000000.0  21900000.0  20600000.0   10200000.0      0.0     0.0
21 13     -1 218000000000.0  17700000000.0  29900000.0  20100000.0   13900000.0      0.0     0.0
21 14     -1 218000000000.0  23100000000.0  39800000.0  19400000.0   18600000.0      0.0     0.0
21 15     -1 218000000000.0  30300000000.0  51800000.0  18500000.0   24100000.0      0.0     0.0
21 16     -1 218000000000.0  39600000000.0  66300000.0  17200000.0   30900000.0      0.0     0.0
21 17     -1 218000000000.0  51800000000.0  84900000.0  15400000.0   39600000.0      0.0     0.0
21 18     -1 218000000000.0  67800000000.0 114000000.0  12700000.0   53400000.0      0.0     0.0
21 19      1 218000000000.0  88800000000.0 201000000.0   7830000.0   93600000.0 4.14e-16 37100.0
21 20      1 218000000000.0 116000000000.0 372000000.0   4210000.0  206000000.0 2.22e-16 37800.0
21 21      0 218000000000.0 152000000000.0 370000000.0   3970000.0  267000000.0 2.04e-16 37900.0
21 22      0 218000000000.0 199000000000.0 364000000.0   3700000.0  342000000.0 1.68e-16 38500.0
21 23      0 218000000000.0 260000000000.0 350000000.0   3410000.0  429000000.0 1.25e-16 38500.0
21 24      0 218000000000.0 341000000000.0 330000000.0   3100000.0  527000000.0 8.39e-17 39800.0
21 25      0 218000000000.0 446000000000.0 304000000.0   2800000.0  632000000.0 5.22e-17 41400.0
21 26      1 218000000000.0 584000000000.0 274000000.0   2510000.0  743000000.0 3.46e-17 42600.0
21 27     -1 218000000000.0 764000000000.0 244000000.0   2200000.0  881000000.0      0.0     0.0
21 28     -1 218000000000.0          1e+12 217000000.0   1930000.0 1030000000.0      0.0     0.0
21 29     -1 218000000000.0       1.31e+12 191000000.0   1690000.0 1200000000.0      0.0     0.0
22  0     -1 271000000000.0            0.0    544000.0  19800000.0     254000.0      0.0     0.0
22  1     -1 271000000000.0    700000000.0    819000.0  19700000.0     382000.0      0.0     0.0
22  2     -1 271000000000.0    916000000.0    955000.0  19700000.0     445000.0      0.0     0.0
22  3     -1 271000000000.0   1200000000.0   1160000.0  19700000.0     540000.0      0.0     0.0
22  4     -1 271000000000.0   1570000000.0   1460000.0  19700000.0     682000.0      0.0     0.0
22  5     -1 271000000000.0   2050000000.0   1910000.0  19600000.0     892000.0      0.0     0.0
22  6     -1 271000000000.0   2690000000.0   2580000.0  19600000.0    1200000.0      0.0     0.0
22  7     -1 271000000000.0   3520000000.0   3560000.0  19500000.0    1660000.0      0.0     0.0
22  8     -1 271000000000.0   4600000000.0   5000000.0  19400000.0    2330000.0      0.0     0.0
22  9     -1 271000000000.0   6020000000.0   7060000.0  19300000.0    3290000.0      0.0     0.0
22 10     -1 271000000000.0   7880000000.0   9980000.0  19200000.0    4660000.0      0.0     0.0
22 11     -1 271000000000.0  10300000000.0  14000000.0  19000000.0    6540000.0      0.0     0.0
22 12     -1 271000000000.0  13500000000.0  19400000.0  18700000.0    9050000.0      0.0     0.0
22 13     -1 271000000000.0  17700000000.0  26300000.0  18400000.0   12300000.0      0.0     0.0
22 14     -1 271000000000.0  23100000000.0  34700000.0  17900000.0   16200000.0      0.0     0.0
22 15     -1 271000000000.0  30300000000.0  44700000.0  17300000.0   20800000.0      0.0     0.0
22 16     -1 271000000000.0  39600000000.0  56100000.0  16400000.0   26100000.0      0.0     0.0
22 17     -1 271000000000.0  51800000000.0  69400000.0  15200000.0   32400000.0      0.0     0.0
22 18     -1 271000000000.0  67800000000.0  87000000.0  13500000.0   40600000.0      0.0     0.0
22 19     -1 271000000000.0  88800000000.0 117000000.0  10800000.0   54700000.0      0.0     0.0
22 20      1 271000000000.0 116000000000.0 239000000.0   5600000.0  111000000.0 1.97e-16 37600.0
22 21      1 271000000000.0 152000000000.0 386000000.0   3350000.0  223000000.0 1.37e-16 37800.0
22 22      0 271000000000.0 199000000000.0 383000000.0   3160000.0  289000000.0 1.25e-16 38000.0
22 23      0 271000000000.0 260000000000.0 373000000.0   2940000.0  367000000.0 1.02e-16 38300.0
22 24      0 271000000000.0 341000000000.0 356000000.0   2700000.0  456000000.0 7.42e-17 38600.0
22 25      0 271000000000.0 446000000000.0 332000000.0   2450000.0  555000000.0 4.93e-17 40100.0
22 26      1 271000000000.0 584000000000.0 303000000.0   2210000.0  660000000.0 3.05e-17 41500.0
22 27      1 271000000000.0 764000000000.0 271000000.0   1980000.0  774000000.0 1.98e-17 43200.0
22 28     -1 271000000000.0          1e+12 241000000.0   1730000.0  913000000.0      0.0     0.0
22 29     -1 271000000000.0       1.31e+12 213000000.0   1510000.0 1060000000.0      0.0     0.0
23  0     -1 337000000000.0            0.0    544000.0  17800000.0     254000.0      0.0     0.0
23  1     -1 337000000000.0    700000000.0    790000.0  17700000.0     368000.0      0.0     0.0
23  2     -1 337000000000.0    916000000.0    912000.0  17700000.0     425000.0      0.0     0.0
23  3     -1 337000000000.0   1200000000.0   1090000.0  17700000.0     510000.0      0.0     0.0
23  4     -1 337000000000.0   1570000000.0   1370000.0  17700000.0     637000.0      0.0     0.0
23  5     -1 337000000000.0   2050000000.0   1770000.0  17600000.0     825000.0      0.0     0.0
23  6     -1 337000000000.0   2690000000.0   2360000.0  17600000.0    1100000.0      0.0     0.0
23  7     -1 337000000000.0   3520000000.0   3240000.0  17600000.0    1510000.0      0.0     0.0
23  8     -1 337000000000.0   4600000000.0   4520000.0  17500000.0    2110000.0      0.0     0.0
23  9     -1 337000000000.0   6020000000.0   6360000.0  17400000.0    2960000.0      0.0     0.0
23 10     -1 337000000000.0   7880000000.0   8950000.0  17300000.0    4170000.0      0.0     0.0
23 11     -1 337000000000.0  10300000000.0  12500000.0  17200000.0    5840000.0      0.0     0.0
23 12     -1 337000000000.0  13500000000.0  17200000.0  17000000.0    8040000.0      0.0     0.0
23 13     -1 337000000000.0  17700000000.0  23300000.0  16700000.0   10800000.0      0.0     0.0
23 14     -1 337000000000.0  23100000000.0  30500000.0  16400000.0   14200000.0      0.0     0.0
23 15     -1 337000000000.0  30300000000.0  38900000.0  16000000.0   18100000.0      0.0     0.0
23 16     -1 337000000000.0  39600000000.0  48200000.0  15400000.0   22500000.0      0.0     0.0
23 17     -1 337000000000.0  51800000000.0  58400000.0  14500000.0   27300000.0      0.0     0.0
23 18     -1 337000000000.0  67800000000.0  70500000.0  13400000.0   32900000.0      0.0     0.0
23 19     -1 337000000000.0  88800000000.0  86900000.0  11700000.0   40500000.0      0.0     0.0
23 20     -1 337000000000.0 116000000000.0 119000000.0   9050000.0   55400000.0      0.0     0.0
23 21      1 337000000000.0 152000000000.0 355000000.0   3150000.0  165000000.0 8.71e-17 38000.0
23 22      0 337000000000.0 199000000000.0 397000000.0   2670000.0  240000000.0 8.58e-17 37800.0
23 23      0 337000000000.0 260000000000.0 391000000.0   2510000.0  309000000.0 7.67e-17 38100.0
23 24      0 337000000000.0 341000000000.0 378000000.0   2330000.0  390000000.0 6.14e-17 38300.0
23 25      0 337000000000.0 446000000000.0 358000000.0   2140000.0  481000000.0 4.43e-17 38900.0
23 26      0 337000000000.0 584000000000.0 331000000.0   1940000.0  581000000.0 2.91e-17 40400.0
23 27      1 337000000000.0 764000000000.0 300000000.0   1740000.0  687000000.0 1.78e-17 41500.0
23 28     -1 337000000000.0          1e+12 267000000.0   1550000.0  804000000.0      0.0     0.0
23 29     -1 337000000000.0       1.31e+12 237000000.0   1360000.0  945000000.0      0.0     0.0
24  0     -1 419000000000.0            0.0    544000.0  15900000.0     254000.0      0.0     0.0
24  1     -1 419000000000.0    700000000.0    764000.0  15900000.0     356000.0      0.0     0.0
24  2     -1 419000000000.0    916000000.0    873000.0  15900000.0     407000.0      0.0     0.0
24  3     -1 419000000000.0   1200000000.0   1040000.0  15900000.0     483000.0      0.0     0.0
24  4     -1 419000000000.0   1570000000.0   1280000.0  15900000.0     596000.0      0.0     0.0
24  5     -1 419000000000.0   2050000000.0   1640000.0  15800000.0     764000.0      0.0     0.0
24  6     -1 419000000000.0   2690000000.0   2170000.0  15800000.0    1010000.0      0.0     0.0
24  7     -1 419000000000.0   3520000000.0   2960000.0  15800000.0    1380000.0      0.0     0.0
24  8     -1 419000000000.0   4600000000.0   4100000.0  15700000.0    1910000.0      0.0     0.0
24  9     -1 419000000000.0   6020000000.0   5730000.0  15700000.0    2670000.0      0.0     0.0
24 10     -1 419000000000.0   7880000000.0   8040000.0  15600000.0    3750000.0      0.0     0.0
24 11     -1 419000000000.0  10300000000.0  11200000.0  15500000.0    5220000.0      0.0     0.0
24 12     -1 419000000000.0  13500000000.0  15400000.0  15400000.0    7170000.0      0.0     0.0
24 13     -1 419000000000.0  17700000000.0  20700000.0  15200000.0    9630000.0      0.0     0.0
24 14     -1 419000000000.0  23100000000.0  27000000.0  14900000.0   12600000.0      0.0     0.0
24 15     -1 419000000000.0  30300000000.0  34100000.0  14600000.0   15900000.0      0.0     0.0
24 16     -1 419000000000.0  39600000000.0  41900000.0  14200000.0   19500000.0      0.0     0.0
24 17     -1 419000000000.0  51800000000.0  50100000.0  13600000.0   23400000.0      0.0     0.0
24 18     -1 419000000000.0  67800000000.0  59000000.0  12900000.0   27500000.0      0.0     0.0
24 19     -1 419000000000.0  88800000000.0  69600000.0  11800000.0   32500000.0      0.0     0.0
24 20     -1 419000000000.0 116000000000.0  85400000.0  10100000.0   39800000.0      0.0     0.0
24 21      1 419000000000.0 152000000000.0 120000000.0   7480000.0   56000000.0 2.28e-16 39200.0
24 22      1 419000000000.0 199000000000.0 407000000.0   2240000.0  198000000.0 5.54e-17 37900.0
24 23      0 419000000000.0 260000000000.0 405000000.0   2130000.0  256000000.0 5.38e-17 37800.0
24 24      0 419000000000.0 341000000000.0 396000000.0   2000000.0  328000000.0 4.73e-17 38200.0
24 25      0 419000000000.0 446000000000.0 381000000.0   1850000.0  411000000.0 3.73e-17 38200.0
24 26      0 419000000000.0 584000000000.0 357000000.0   1690000.0  504000000.0 2.64e-17 39100.0
24 27      1 419000000000.0 764000000000.0 328000000.0   1530000.0  605000000.0 1.71e-17 40300.0
24 28     -1 419000000000.0          1e+12 295000000.0   1370000.0  711000000.0      0.0     0.0
24 29     -1 419000000000.0       1.31e+12 262000000.0   1220000.0  833000000.0      0.0     0.0
25  0     -1 520000000000.0            0.0    544000.0  14300000.0     254000.0      0.0     0.0
25  1     -1 520000000000.0    700000000.0    741000.0  14300000.0     346000.0      0.0     0.0
25  2     -1 520000000000.0    916000000.0    839000.0  14300000.0     391000.0      0.0     0.0
25  3     -1 520000000000.0   1200000000.0    985000.0  14200000.0     459000.0      0.0     0.0
25  4     -1 520000000000.0   1570000000.0   1200000.0  14200000.0     561000.0      0.0     0.0
25  5     -1 520000000000.0   2050000000.0   1520000.0  14200000.0     711000.0      0.0     0.0
25  6     -1 520000000000.0   2690000000.0   2000000.0  14200000.0     933000.0      0.0     0.0
25  7     -1 520000000000.0   3520000000.0   2700000.0  14200000.0    1260000.0      0.0     0.0
25  8     -1 520000000000.0   4600000000.0   3720000.0  14100000.0    1730000.0      0.0     0.0
25  9     -1 520000000000.0   6020000000.0   5180000.0  14100000.0    2410000.0      0.0     0.0
25 10     -1 520000000000.0   7880000000.0   7230000.0  14000000.0    3370000.0      0.0     0.0
25 11     -1 520000000000.0  10300000000.0  10000000.0  14000000.0    4680000.0      0.0     0.0
25 12     -1 520000000000.0  13500000000.0  13700000.0  13900000.0    6400000.0      0.0     0.0
25 13     -1 520000000000.0  17700000000.0  18400000.0  13800000.0    8570000.0      0.0     0.0
25 14     -1 520000000000.0  23100000000.0  23900000.0  13600000.0   11200000.0      0.0     0.0
25 15     -1 520000000000.0  30300000000.0  30100000.0  13400000.0   14000000.0      0.0     0.0
25 16     -1 520000000000.0  39600000000.0  36700000.0  13100000.0   17100000.0      0.0     0.0
25 17     -1 520000000000.0  51800000000.0  43400000.0  12700000.0   20300000.0      0.0     0.0
25 18     -1 520000000000.0  67800000000.0  50400000.0  12100000.0   23500000.0      0.0     0.0
25 19     -1 520000000000.0  88800000000.0  57900000.0  11400000.0   27000000.0      0.0     0.0
25 20     -1 520000000000.0 116000000000.0  67500000.0  10300000.0   31500000.0      0.0     0.0
25 21     -1 520000000000.0 152000000000.0  82800000.0   8730000.0   38600000.0      0.0     0.0
25 22      1 520000000000.0 199000000000.0 122000000.0   6060000.0   57100000.0 1.36e-16 38100.0
25 23      1 520000000000.0 260000000000.0 414000000.0   1790000.0  210000000.0 3.53e-17 37900.0
25 24      0 520000000000.0 341000000000.0 410000000.0   1690000.0  272000000.0 3.38e-17 37800.0
25 25      0 520000000000.0 446000000000.0 399000000.0   1590000.0  346000000.0 2.92e-17 38100.0
25 26      1 520000000000.0 584000000000.0 381000000.0   1460000.0  432000000.0 2.26e-17 38300.0
25 27      1 520000000000.0 764000000000.0 355000000.0   1330000.0  526000000.0 1.58e-17 39000.0
25 28     -1 520000000000.0          1e+12 324000000.0   1210000.0  628000000.0      0.0     0.0
25 29     -1 520000000000.0       1.31e+12 290000000.0   1080000.0  735000000.0      0.0     0.0
26  0     -1 647000000000.0            0.0    544000.0  12800000.0     254000.0      0.0     0.0
26  1     -1 647000000000.0    700000000.0    721000.0  12800000.0     336000.0      0.0     0.0
26  2     -1 647000000000.0    916000000.0    808000.0  12800000.0     377000.0      0.0     0.0
26  3     -1 647000000000.0   1200000000.0    939000.0  12800000.0     438000.0      0.0     0.0
26  4     -1 647000000000.0   1570000000.0   1130000.0  12800000.0     528000.0      0.0     0.0
26  5     -1 647000000000.0   2050000000.0   1420000.0  12800000.0     663000.0      0.0     0.0
26  6     -1 647000000000.0   2690000000.0   1850000.0  12800000.0     862000.0      0.0     0.0
26  7     -1 647000000000.0   3520000000.0   2470000.0  12700000.0    1150000.0      0.0     0.0
26  8     -1 647000000000.0   4600000000.0   3380000.0  12700000.0    1580000.0      0.0     0.0
26  9     -1 647000000000.0   6020000000.0   4680000.0  12700000.0    2180000.0      0.0     0.0
26 10     -1 647000000000.0   7880000000.0   6510000.0  12600000.0    3040000.0      0.0     0.0
26 11     -1 647000000000.0  10300000000.0   9010000.0  12600000.0    4200000.0      0.0     0.0
26 12     -1 647000000000.0  13500000000.0  12300000.0  12500000.0    5730000.0      0.0     0.0
26 13     -1 647000000000.0  17700000000.0  16400000.0  12400000.0    7650000.0      0.0     0.0
26 14     -1 647000000000.0  23100000000.0  21300000.0  12300000.0    9920000.0      0.0     0.0
26 15     -1 647000000000.0  30300000000.0  26700000.0  12100000.0   12400000.0      0.0     0.0
26 16     -1 647000000000.0  39600000000.0  32300000.0  11900000.0   15100000.0      0.0     0.0
26 17     -1 647000000000.0  51800000000.0  38000000.0  11700000.0   17700000.0      0.0     0.0
26 18     -1 647000000000.0  67800000000.0  43600000.0  11300000.0   20300000.0      0.0     0.0
26 19     -1 647000000000.0  88800000000.0  49300000.0  10800000.0   23000000.0      0.0     0.0
26 20     -1 647000000000.0 116000000000.0  55700000.0  10000000.0   26000000.0      0.0     0.0
26 21     -1 647000000000.0 152000000000.0  64400000.0   9020000.0   30100000.0      0.0     0.0
26 22     -1 647000000000.0 199000000000.0  79900000.0   7470000.0   37200000.0      0.0     0.0
26 23      1 647000000000.0 260000000000.0 128000000.0   4730000.0   59800000.0 7.76e-17 37700.0
26 24      1 647000000000.0 341000000000.0 418000000.0   1430000.0  223000000.0 2.26e-17 37600.0
26 25      0 647000000000.0 446000000000.0 412000000.0   1350000.0  288000000.0 2.13e-17 37900.0
26 26      1 647000000000.0 584000000000.0 400000000.0   1260000.0  364000000.0  1.8e-17 38200.0
26 27     -1 647000000000.0 764000000000.0 379000000.0   1160000.0  452000000.0      0.0     0.0
26 28     -1 647000000000.0          1e+12 352000000.0   1050000.0  548000000.0      0.0     0.0
26 29     -1 647000000000.0       1.31e+12 319000000.0    951000.0  650000000.0      0.0     0.0
27  0     -1 804000000000.0            0.0    544000.0  11500000.0     254000.0      0.0     0.0
27  1     -1 804000000000.0    700000000.0    702000.0  11500000.0     327000.0      0.0     0.0
27  2     -1 804000000000.0    916000000.0    781000.0  11500000.0     364000.0      0.0     0.0
27  3     -1 804000000000.0   1200000000.0    897000.0  11500000.0     418000.0      0.0     0.0
27  4     -1 804000000000.0   1570000000.0   1070000.0  11500000.0     500000.0      0.0     0.0
27  5     -1 804000000000.0   2050000000.0   1330000.0  11500000.0     620000.0      0.0     0.0
27  6     -1 804000000000.0   2690000000.0   1710000.0  11400000.0     798000.0      0.0     0.0
27  7     -1 804000000000.0   3520000000.0   2270000.0  11400000.0    1060000.0      0.0     0.0
27  8     -1 804000000000.0   4600000000.0   3080000.0  11400000.0    1440000.0      0.0     0.0
27  9     -1 804000000000.0   6020000000.0   4250000.0  11400000.0    1980000.0      0.0     0.0
27 10     -1 804000000000.0   7880000000.0   5880000.0  11400000.0    2740000.0      0.0     0.0
27 11     -1 804000000000.0  10300000000.0   8100000.0  11300000.0    3780000.0      0.0     0.0
27 12     -1 804000000000.0  13500000000.0  11000000.0  11300000.0    5140000.0      0.0     0.0
27 13     -1 804000000000.0  17700000000.0  14700000.0  11200000.0    6840000.0      0.0     0.0
27 14     -1 804000000000.0  23100000000.0  19000000.0  11100000.0    8840000.0      0.0     0.0
27 15     -1 804000000000.0  30300000000.0  23700000.0  11000000.0   11000000.0      0.0     0.0
27 16     -1 804000000000.0  39600000000.0  28600000.0  10900000.0   13300000.0      0.0     0.0
27 17     -1 804000000000.0  51800000000.0  33400000.0  10700000.0   15600000.0      0.0     0.0
27 18     -1 804000000000.0  67800000000.0  38000000.0  10400000.0   17700000.0      0.0     0.0
27 19     -1 804000000000.0  88800000000.0  42500000.0  10000000.0   19800000.0      0.0     0.0
27 20     -1 804000000000.0 116000000000.0  47200000.0   9540000.0   22000000.0      0.0     0.0
27 21     -1 804000000000.0 152000000000.0  52800000.0   8860000.0   24600000.0      0.0     0.0
27 22     -1 804000000000.0 199000000000.0  61000000.0   7870000.0   28400000.0      0.0     0.0
27 23     -1 804000000000.0 260000000000.0  77000000.0   6350000.0   35900000.0      0.0     0.0
27 24      1 804000000000.0 341000000000.0 143000000.0   3470000.0   66500000.0 4.01e-17 37600.0
27 25      1 804000000000.0 446000000000.0 421000000.0   1140000.0  236000000.0 1.44e-17 37500.0
27 26      1 804000000000.0 584000000000.0 414000000.0   1070000.0  303000000.0 1.34e-17 37300.0
27 27     -1 804000000000.0 764000000000.0 399000000.0    998000.0  382000000.0      0.0     0.0
27 28     -1 804000000000.0          1e+12 377000000.0    916000.0  471000000.0      0.0     0.0
27 29     -1 804000000000.0       1.31e+12 347000000.0    832000.0  568000000.0      0.0     0.0
28  0     -1          1e+12            0.0    544000.0  10300000.0     254000.0      0.0     0.0
28  1     -1          1e+12    700000000.0    686000.0  10300000.0     320000.0      0.0     0.0
28  2     -1          1e+12    916000000.0    756000.0  10300000.0     352000.0      0.0     0.0
28  3     -1          1e+12   1200000000.0    860000.0  10300000.0     401000.0      0.0     0.0
28  4     -1          1e+12   1570000000.0   1020000.0  10300000.0     474000.0      0.0     0.0
28  5     -1          1e+12   2050000000.0   1250000.0  10300000.0     581000.0      0.0     0.0
28  6     -1          1e+12   2690000000.0   1590000.0  10300000.0     741000.0      0.0     0.0
28  7     -1          1e+12   3520000000.0   2090000.0  10300000.0     974000.0      0.0     0.0
28  8     -1          1e+12   4600000000.0   2810000.0  10300000.0    1310000.0      0.0     0.0
28  9     -1          1e+12   6020000000.0   3850000.0  10200000.0    1800000.0      0.0     0.0
28 10     -1          1e+12   7880000000.0   5310000.0  10200000.0    2480000.0      0.0     0.0
28 11     -1          1e+12  10300000000.0   7290000.0  10200000.0    3400000.0      0.0     0.0
28 12     -1          1e+12  13500000000.0   9890000.0  10200000.0    4610000.0      0.0     0.0
28 13     -1          1e+12  17700000000.0  13100000.0  10100000.0    6120000.0      0.0     0.0
28 14     -1          1e+12  23100000000.0  16900000.0  10000000.0    7890000.0      0.0     0.0
28 15     -1          1e+12  30300000000.0  21100000.0   9960000.0    9840000.0      0.0     0.0
28 16     -1          1e+12  39600000000.0  25400000.0   9850000.0   11800000.0      0.0     0.0
28 17     -1          1e+12  51800000000.0  29500000.0   9710000.0   13800000.0      0.0     0.0
28 18     -1          1e+12  67800000000.0  33400000.0   9520000.0   15600000.0      0.0     0.0
28 19     -1          1e+12  88800000000.0  37000000.0   9270000.0   17300000.0      0.0     0.0
28 20     -1          1e+12 116000000000.0  40600000.0   8930000.0   18900000.0      0.0     0.0
28 21     -1          1e+12 152000000000.0  44500000.0   8460000.0   20700000.0      0.0     0.0
28 22     -1          1e+12 199000000000.0  49500000.0   7800000.0   23100000.0      0.0     0.0
28 23     -1          1e+12 260000000000.0  57400000.0   6840000.0   26800000.0      0.0     0.0
28 24     -1          1e+12 341000000000.0  74500000.0   5340000.0   34700000.0      0.0     0.0
28 25     -1          1e+12 446000000000.0 187000000.0   2140000.0   87300000.0      0.0     0.0
28 26     -1          1e+12 584000000000.0 422000000.0    905000.0  249000000.0      0.0     0.0
28 27     -1          1e+12 764000000000.0 414000000.0    852000.0  318000000.0      0.0     0.0
28 28     -1          1e+12          1e+12 397000000.0    791000.0  399000000.0      0.0     0.0
28 29     -1          1e+12       1.31e+12 373000000.0    725000.0  490000000.0      0.0     0.0
29  0     -1       1.24e+12            0.0    544000.0   9240000.0     254000.0      0.0     0.0
29  1     -1       1.24e+12    700000000.0    671000.0   9230000.0     313000.0      0.0     0.0
29  2     -1       1.24e+12    916000000.0    734000.0   9230000.0     342000.0      0.0     0.0
29  3     -1       1.24e+12   1200000000.0    827000.0   9230000.0     386000.0      0.0     0.0
29  4     -1       1.24e+12   1570000000.0    967000.0   9230000.0     451000.0      0.0     0.0
29  5     -1       1.24e+12   2050000000.0   1170000.0   9220000.0     547000.0      0.0     0.0
