 i  j inwind              x              z         v_x         v_y          v_z      rho     t_r
 9 16      1  16000000000.0  39600000000.0  86300000.0  32900000.0  257000000.0 1.48e-14 44200.0
 9 17     -1  16000000000.0  51800000000.0  98500000.0  29300000.0  374000000.0      0.0     0.0
 9 18     -1  16000000000.0  67800000000.0 108000000.0  26000000.0  527000000.0      0.0     0.0
 9 19     -1  16000000000.0  88800000000.0 115000000.0  23000000.0  717000000.0      0.0     0.0
 9 20     -1  16000000000.0 116000000000.0 117000000.0  20300000.0  942000000.0      0.0     0.0
 9 21     -1  16000000000.0 152000000000.0 115000000.0  17900000.0 1200000000.0      0.0     0.0
 9 22     -1  16000000000.0 199000000000.0 101000000.0  15700000.0 1360000000.0      0.0     0.0
 9 23     -1  16000000000.0 260000000000.0  82800000.0  13800000.0 1450000000.0      0.0     0.0
 9 24     -1  16000000000.0 341000000000.0  66400000.0  12100000.0 1510000000.0      0.0     0.0
 9 25     -1  16000000000.0 446000000000.0  52500000.0  10600000.0 1550000000.0      0.0     0.0
 9 26     -1  16000000000.0 584000000000.0  41100000.0   9290000.0 1590000000.0      0.0     0.0
 9 27     -1  16000000000.0 764000000000.0  31900000.0   8140000.0 1610000000.0      0.0     0.0
 9 28     -1  16000000000.0          1e+12  24700000.0   7120000.0 1620000000.0      0.0     0.0
 9 29     -1  16000000000.0       1.31e+12  19000000.0   6230000.0 1630000000.0      0.0     0.0
10  0     -1  19900000000.0            0.0    544000.0  73100000.0     254000.0      0.0     0.0
10  1     -1  19900000000.0    700000000.0   1600000.0  70300000.0     747000.0      0.0     0.0
10  2     -1  19900000000.0    916000000.0   2150000.0  69400000.0    1000000.0      0.0     0.0
10  3     -1  19900000000.0   1200000000.0   2980000.0  68200000.0    1390000.0      0.0     0.0
10  4     -1  19900000000.0   1570000000.0   4260000.0  66600000.0    1990000.0      0.0     0.0
10  5     -1  19900000000.0   2050000000.0   6260000.0  64500000.0    2920000.0      0.0     0.0
10  6     -1  19900000000.0   2690000000.0   9420000.0  61600000.0    4390000.0      0.0     0.0
10  7     -1  19900000000.0   3520000000.0  14600000.0  57600000.0    6800000.0      0.0     0.0
10  8      1  19900000000.0   4600000000.0  23400000.0  51800000.0   10900000.0 5.72e-13 26000.0
10  9      1  19900000000.0   6020000000.0  33100000.0  46800000.0   17000000.0 3.15e-13 29200.0
10 10      0  19900000000.0   7880000000.0  37900000.0  44800000.0   24100000.0 2.58e-13 33800.0
10 11      0  19900000000.0  10300000000.0  44000000.0  42600000.0   34600000.0 1.94e-13 36800.0
10 12      0  19900000000.0  13500000000.0  51600000.0  40200000.0   50300000.0 1.33e-13 38900.0
10 13      0  19900000000.0  17700000000.0  61100000.0  37500000.0   73900000.0 8.36e-14 40400.0
10 14      0  19900000000.0  23100000000.0  72400000.0  34800000.0  109000000.0 4.83e-14 40600.0
10 15      0  19900000000.0  30300000000.0  85200000.0  31900000.0  160000000.0 2.61e-14 42000.0
10 16      1  19900000000.0  39600000000.0  98400000.0  29100000.0  233000000.0 1.34e-14 43100.0
10 17      1  19900000000.0  51800000000.0 111000000.0  26300000.0  335000000.0 7.28e-15 43500.0
10 18     -1  19900000000.0  67800000000.0 122000000.0  23300000.0  472000000.0      0.0     0.0
10 19     -1  19900000000.0  88800000000.0 128000000.0  20600000.0  642000000.0      0.0     0.0
10 20     -1  19900000000.0 116000000000.0 131000000.0  18200000.0  843000000.0      0.0     0.0
10 21     -1  19900000000.0 152000000000.0 128000000.0  16000000.0 1070000000.0      0.0     0.0
10 22     -1  19900000000.0 199000000000.0 123000000.0  14100000.0 1330000000.0      0.0     0.0
10 23     -1  19900000000.0 260000000000.0 103000000.0  12400000.0 1450000000.0      0.0     0.0
10 24     -1  19900000000.0 341000000000.0  82600000.0  10900000.0 1510000000.0      0.0     0.0
10 25     -1  19900000000.0 446000000000.0  65300000.0   9520000.0 1550000000.0      0.0     0.0
10 26     -1  19900000000.0 584000000000.0  51100000.0   8340000.0 1590000000.0      0.0     0.0
10 27     -1  19900000000.0 764000000000.0  39700000.0   7300000.0 1610000000.0      0.0     0.0
10 28     -1  19900000000.0          1e+12  30700000.0   6390000.0 1620000000.0      0.0     0.0
10 29     -1  19900000000.0       1.31e+12  23600000.0   5590000.0 1630000000.0      0.0     0.0
11  0     -1  24700000000.0            0.0    544000.0  65600000.0     254000.0      0.0     0.0
11  1     -1  24700000000.0    700000000.0   1490000.0  63500000.0     692000.0      0.0     0.0
11  2     -1  24700000000.0    916000000.0   1960000.0  62900000.0     916000.0      0.0     0.0
11  3     -1  24700000000.0   1200000000.0   2690000.0  62000000.0    1260000.0      0.0     0.0
11  4     -1  24700000000.0   1570000000.0   3810000.0  60900000.0    1780000.0      0.0     0.0
11  5     -1  24700000000.0   2050000000.0   5530000.0  59400000.0    2580000.0      0.0     0.0
11  6     -1  24700000000.0   2690000000.0   8200000.0  57400000.0    3820000.0      0.0     0.0
11  7     -1  24700000000.0   3520000000.0  12400000.0  54600000.0    5800000.0      0.0     0.0
11  8     -1  24700000000.0   4600000000.0  19300000.0  50800000.0    9010000.0      0.0     0.0
11  9      1  24700000000.0   6020000000.0  31200000.0  45300000.0   14600000.0 2.78e-13 29600.0
11 10      1  24700000000.0   7880000000.0  51000000.0  38000000.0   24500000.0 1.28e-13 31800.0
11 11      1  24700000000.0  10300000000.0  56900000.0  36400000.0   34400000.0  1.1e-13 35300.0
11 12      0  24700000000.0  13500000000.0  64600000.0  34600000.0   48900000.0  8.6e-14 37700.0
11 13      0  24700000000.0  17700000000.0  74100000.0  32600000.0   70400000.0 6.09e-14 39300.0
11 14      0  24700000000.0  23100000000.0  85600000.0  30300000.0  102000000.0 3.91e-14 40300.0
11 15      0  24700000000.0  30300000000.0  98700000.0  28000000.0  148000000.0  2.3e-14 40600.0
11 16      0  24700000000.0  39600000000.0 113000000.0  25600000.0  213000000.0 1.26e-14 41800.0
11 17      1  24700000000.0  51800000000.0 126000000.0  23300000.0  302000000.0 6.61e-15 43000.0
11 18      1  24700000000.0  67800000000.0 136000000.0  20900000.0  421000000.0 3.66e-15 43700.0
11 19     -1  24700000000.0  88800000000.0 144000000.0  18500000.0  573000000.0      0.0     0.0
11 20     -1  24700000000.0 116000000000.0 146000000.0  16300000.0  754000000.0      0.0     0.0
11 21     -1  24700000000.0 152000000000.0 143000000.0  14400000.0  959000000.0      0.0     0.0
11 22     -1  24700000000.0 199000000000.0 137000000.0  12600000.0 1190000000.0      0.0     0.0
11 23     -1  24700000000.0 260000000000.0 127000000.0  11100000.0 1440000000.0      0.0     0.0
11 24     -1  24700000000.0 341000000000.0 103000000.0   9740000.0 1510000000.0      0.0     0.0
11 25     -1  24700000000.0 446000000000.0  81200000.0   8540000.0 1550000000.0      0.0     0.0
11 26     -1  24700000000.0 584000000000.0  63500000.0   7480000.0 1580000000.0      0.0     0.0
11 27     -1  24700000000.0 764000000000.0  49300000.0   6540000.0 1610000000.0      0.0     0.0
11 28     -1  24700000000.0          1e+12  38100000.0   5730000.0 1620000000.0      0.0     0.0
11 29     -1  24700000000.0       1.31e+12  29400000.0   5010000.0 1630000000.0      0.0     0.0
12  0     -1  30700000000.0            0.0    544000.0  58800000.0     254000.0      0.0     0.0
12  1     -1  30700000000.0    700000000.0   1380000.0  57300000.0     645000.0      0.0     0.0
12  2     -1  30700000000.0    916000000.0   1810000.0  56900000.0     843000.0      0.0     0.0
12  3     -1  30700000000.0   1200000000.0   2450000.0  56300000.0    1140000.0      0.0     0.0
12  4     -1  30700000000.0   1570000000.0   3430000.0  55500000.0    1600000.0      0.0     0.0
12  5     -1  30700000000.0   2050000000.0   4920000.0  54400000.0    2290000.0      0.0     0.0
12  6     -1  30700000000.0   2690000000.0   7210000.0  53000000.0    3360000.0      0.0     0.0
12  7     -1  30700000000.0   3520000000.0  10800000.0  51100000.0    5020000.0      0.0     0.0
12  8     -1  30700000000.0   4600000000.0  16400000.0  48400000.0    7640000.0      0.0     0.0
12  9     -1  30700000000.0   6020000000.0  25500000.0  44700000.0   11900000.0      0.0     0.0
12 10     -1  30700000000.0   7880000000.0  41300000.0  39400000.0   19200000.0      0.0     0.0
12 11      1  30700000000.0  10300000000.0  73500000.0  31100000.0   34300000.0 5.89e-14 34200.0
12 12      1  30700000000.0  13500000000.0  82000000.0  29500000.0   48200000.0 4.91e-14 36500.0
12 13      0  30700000000.0  17700000000.0  91100000.0  28000000.0   67800000.0 3.95e-14 38100.0
12 14      0  30700000000.0  23100000000.0 102000000.0  26300000.0   96300000.0 2.86e-14 39700.0
12 15      0  30700000000.0  30300000000.0 115000000.0  24400000.0  137000000.0 1.88e-14 40000.0
12 16      0  30700000000.0  39600000000.0 129000000.0  22500000.0  196000000.0 1.12e-14 40400.0
12 17      0  30700000000.0  51800000000.0 143000000.0  20500000.0  275000000.0 6.27e-15 41700.0
12 18      1  30700000000.0  67800000000.0 154000000.0  18600000.0  378000000.0 3.35e-15 42700.0
12 19      1  30700000000.0  88800000000.0 161000000.0  16600000.0  511000000.0 1.89e-15 44600.0
12 20     -1  30700000000.0 116000000000.0 163000000.0  14700000.0  672000000.0      0.0     0.0
12 21     -1  30700000000.0 152000000000.0 160000000.0  12900000.0  857000000.0      0.0     0.0
12 22     -1  30700000000.0 199000000000.0 152000000.0  11300000.0 1060000000.0      0.0     0.0
12 23     -1  30700000000.0 260000000000.0 142000000.0   9960000.0 1290000000.0      0.0     0.0
12 24     -1  30700000000.0 341000000000.0 128000000.0   8730000.0 1510000000.0      0.0     0.0
12 25     -1  30700000000.0 446000000000.0 101000000.0   7650000.0 1550000000.0      0.0     0.0
12 26     -1  30700000000.0 584000000000.0  78900000.0   6700000.0 1580000000.0      0.0     0.0
12 27     -1  30700000000.0 764000000000.0  61300000.0   5870000.0 1610000000.0      0.0     0.0
12 28     -1  30700000000.0          1e+12  47400000.0   5140000.0 1620000000.0      0.0     0.0
12 29     -1  30700000000.0       1.31e+12  36500000.0   4490000.0 1630000000.0      0.0     0.0
13  0     -1  38200000000.0            0.0    544000.0  52700000.0     254000.0      0.0     0.0
13  1     -1  38200000000.0    700000000.0   1290000.0  51700000.0     602000.0      0.0     0.0
13  2     -1  38200000000.0    916000000.0   1670000.0  51400000.0     778000.0      0.0     0.0
13  3     -1  38200000000.0   1200000000.0   2240000.0  50900000.0    1040000.0      0.0     0.0
13  4     -1  38200000000.0   1570000000.0   3100000.0  50400000.0    1450000.0      0.0     0.0
13  5     -1  38200000000.0   2050000000.0   4410000.0  49600000.0    2050000.0      0.0     0.0
13  6     -1  38200000000.0   2690000000.0   6390000.0  48600000.0    2980000.0      0.0     0.0
13  7     -1  38200000000.0   3520000000.0   9440000.0  47200000.0    4400000.0      0.0     0.0
13  8     -1  38200000000.0   4600000000.0  14100000.0  45400000.0    6590000.0      0.0     0.0
13  9     -1  38200000000.0   6020000000.0  21500000.0  42900000.0   10000000.0      0.0     0.0
13 10     -1  38200000000.0   7880000000.0  33300000.0  39400000.0   15500000.0      0.0     0.0
13 11     -1  38200000000.0  10300000000.0  53900000.0  34200000.0   25100000.0      0.0     0.0
13 12      1  38200000000.0  13500000000.0  97700000.0  25900000.0   45500000.0  2.8e-14 36100.0
13 13      1  38200000000.0  17700000000.0 113000000.0  23800000.0   65700000.0 2.29e-14 37200.0
13 14      0  38200000000.0  23100000000.0 123000000.0  22500000.0   91500000.0 1.88e-14 38300.0
13 15      0  38200000000.0  30300000000.0 136000000.0  21100000.0  128000000.0 1.39e-14 39500.0
13 16      0  38200000000.0  39600000000.0 149000000.0  19600000.0  180000000.0 9.27e-15 39800.0
13 17      0  38200000000.0  51800000000.0 163000000.0  18000000.0  250000000.0 5.64e-15 40200.0
13 18      0  38200000000.0  67800000000.0 174000000.0  16300000.0  342000000.0 3.21e-15 41700.0
13 19      1  38200000000.0  88800000000.0 181000000.0  14800000.0  456000000.0 1.75e-15 42700.0
13 20      1  38200000000.0 116000000000.0 182000000.0  13100000.0  598000000.0 9.97e-16 44400.0
13 21     -1  38200000000.0 152000000000.0 178000000.0  11600000.0  764000000.0      0.0     0.0
13 22     -1  38200000000.0 199000000000.0 170000000.0  10200000.0  949000000.0      0.0     0.0
13 23     -1  38200000000.0 260000000000.0 158000000.0   8930000.0 1150000000.0      0.0     0.0
13 24     -1  38200000000.0 341000000000.0 145000000.0   7830000.0 1370000000.0      0.0     0.0
13 25     -1  38200000000.0 446000000000.0 125000000.0   6870000.0 1550000000.0      0.0     0.0
13 26     -1  38200000000.0 584000000000.0  98100000.0   6010000.0 1580000000.0      0.0     0.0
13 27     -1  38200000000.0 764000000000.0  76200000.0   5260000.0 1610000000.0      0.0     0.0
13 28     -1  38200000000.0          1e+12  58900000.0   4610000.0 1620000000.0      0.0     0.0
13 29     -1  38200000000.0       1.31e+12  45400000.0   4030000.0 1630000000.0      0.0     0.0
14  0     -1  47500000000.0            0.0    544000.0  47300000.0     254000.0      0.0     0.0
14  1     -1  47500000000.0    700000000.0   1210000.0  46500000.0     565000.0      0.0     0.0
14  2     -1  47500000000.0    916000000.0   1550000.0  46300000.0     722000.0      0.0     0.0
14  3     -1  47500000000.0   1200000000.0   2050000.0  46000000.0     957000.0      0.0     0.0
14  4     -1  47500000000.0   1570000000.0   2810000.0  45600000.0    1310000.0      0.0     0.0
14  5     -1  47500000000.0   2050000000.0   3960000.0  45000000.0    1850000.0      0.0     0.0
14  6     -1  47500000000.0   2690000000.0   5700000.0  44300000.0    2660000.0      0.0     0.0
14  7     -1  47500000000.0   3520000000.0   8330000.0  43400000.0    3880000.0      0.0     0.0
14  8     -1  47500000000.0   4600000000.0  12300000.0  42100000.0    5750000.0      0.0     0.0
14  9     -1  47500000000.0   6020000000.0  18400000.0  40300000.0    8600000.0      0.0     0.0
14 10     -1  47500000000.0   7880000000.0  27900000.0  37900000.0   13000000.0      0.0     0.0
14 11     -1  47500000000.0  10300000000.0  43000000.0  34600000.0   20000000.0      0.0     0.0
14 12     -1  47500000000.0  13500000000.0  69100000.0  29500000.0   32200000.0      0.0     0.0
14 13      1  47500000000.0  17700000000.0 128000000.0  21200000.0   59800000.0 1.34e-14 36600.0
14 14      1  47500000000.0  23100000000.0 149000000.0  19100000.0   87000000.0 1.12e-14 38000.0
14 15      0  47500000000.0  30300000000.0 160000000.0  18100000.0  120000000.0 9.34e-15 38200.0
14 16      0  47500000000.0  39600000000.0 173000000.0  16900000.0  165000000.0 7.01e-15 39500.0
14 17      0  47500000000.0  51800000000.0 185000000.0  15600000.0  227000000.0 4.73e-15 39600.0
14 18      0  47500000000.0  67800000000.0 196000000.0  14300000.0  309000000.0 2.92e-15 40400.0
14 19      0  47500000000.0  88800000000.0 203000000.0  13000000.0  411000000.0 1.69e-15 41800.0
14 20      1  47500000000.0 116000000000.0 204000000.0  11700000.0  531000000.0 9.36e-16 42800.0
14 21      1  47500000000.0 152000000000.0 199000000.0  10400000.0  679000000.0 5.39e-16 43200.0
14 22     -1  47500000000.0 199000000000.0 189000000.0   9120000.0  845000000.0      0.0     0.0
14 23     -1  47500000000.0 260000000000.0 176000000.0   8010000.0 1030000000.0      0.0     0.0
14 24     -1  47500000000.0 341000000000.0 161000000.0   7030000.0 1230000000.0      0.0     0.0
14 25     -1  47500000000.0 446000000000.0 145000000.0   6160000.0 1440000000.0      0.0     0.0
14 26     -1  47500000000.0 584000000000.0 122000000.0   5390000.0 1580000000.0      0.0     0.0
14 27     -1  47500000000.0 764000000000.0  94700000.0   4720000.0 1600000000.0      0.0     0.0
14 28     -1  47500000000.0          1e+12  73200000.0   4130000.0 1620000000.0      0.0     0.0
14 29     -1  47500000000.0       1.31e+12  56400000.0   3620000.0 1630000000.0      0.0     0.0
15  0     -1  59000000000.0            0.0    544000.0  42400000.0     254000.0      0.0     0.0
15  1     -1  59000000000.0    700000000.0   1140000.0  41900000.0     532000.0      0.0     0.0
15  2     -1  59000000000.0    916000000.0   1440000.0  41700000.0     671000.0      0.0     0.0
15  3     -1  59000000000.0   1200000000.0   1890000.0  41500000.0     881000.0      0.0     0.0
15  4     -1  59000000000.0   1570000000.0   2560000.0  41200000.0    1200000.0      0.0     0.0
15  5     -1  59000000000.0   2050000000.0   3580000.0  40800000.0    1670000.0      0.0     0.0
15  6     -1  59000000000.0   2690000000.0   5100000.0  40300000.0    2380000.0      0.0     0.0
15  7     -1  59000000000.0   3520000000.0   7400000.0  39600000.0    3450000.0      0.0     0.0
15  8     -1  59000000000.0   4600000000.0  10800000.0  38700000.0    5060000.0      0.0     0.0
15  9     -1  59000000000.0   6020000000.0  16000000.0  37500000.0    7470000.0      0.0     0.0
15 10     -1  59000000000.0   7880000000.0  23800000.0  35800000.0   11100000.0      0.0     0.0
15 11     -1  59000000000.0  10300000000.0  35700000.0  33500000.0   16600000.0      0.0     0.0
15 12     -1  59000000000.0  13500000000.0  54300000.0  30300000.0   25300000.0      0.0     0.0
15 13     -1  59000000000.0  17700000000.0  86500000.0  25400000.0   40300000.0      0.0     0.0
15 14      1  59000000000.0  23100000000.0 167000000.0  16900000.0   78000000.0  6.4e-15 37400.0
15 15      1  59000000000.0  30300000000.0 189000000.0  15300000.0  111000000.0 5.72e-15 38100.0
15 16      0  59000000000.0  39600000000.0 200000000.0  14500000.0  152000000.0 4.83e-15 38300.0
15 17      0  59000000000.0  51800000000.0 211000000.0  13500000.0  206000000.0 3.66e-15 39300.0
15 18      0  59000000000.0  67800000000.0 221000000.0  12500000.0  278000000.0 2.49e-15 39400.0
15 19      0  59000000000.0  88800000000.0 227000000.0  11400000.0  368000000.0 1.56e-15 40300.0
15 20      0  59000000000.0 116000000000.0 228000000.0  10300000.0  477000000.0 9.11e-16 41800.0
15 21      1  59000000000.0 152000000000.0 222000000.0   9290000.0  600000000.0 5.73e-16 42900.0
15 22     -1  59000000000.0 199000000000.0 211000000.0   8180000.0  751000000.0      0.0     0.0
15 23     -1  59000000000.0 260000000000.0 196000000.0   7180000.0  916000000.0      0.0     0.0
15 24     -1  59000000000.0 341000000000.0 179000000.0   6300000.0 1100000000.0      0.0     0.0
15 25     -1  59000000000.0 446000000000.0 162000000.0   5520000.0 1290000000.0      0.0     0.0
15 26     -1  59000000000.0 584000000000.0 145000000.0   4840000.0 1510000000.0      0.0     0.0
15 27     -1  59000000000.0 764000000000.0 118000000.0   4230000.0 1600000000.0      0.0     0.0
15 28     -1  59000000000.0          1e+12  91000000.0   3710000.0 1620000000.0      0.0     0.0
15 29     -1  59000000000.0       1.31e+12  70100000.0   3240000.0 1630000000.0      0.0     0.0
16  0     -1  73400000000.0            0.0    544000.0  38000000.0     254000.0      0.0     0.0
16  1     -1  73400000000.0    700000000.0   1080000.0  37600000.0     503000.0      0.0     0.0
16  2     -1  73400000000.0    916000000.0   1340000.0  37500000.0     627000.0      0.0     0.0
16  3     -1  73400000000.0   1200000000.0   1740000.0  37400000.0     813000.0      0.0     0.0
16  4     -1  73400000000.0   1570000000.0   2340000.0  37200000.0    1090000.0      0.0     0.0
16  5     -1  73400000000.0   2050000000.0   3240000.0  36900000.0    1510000.0      0.0     0.0
16  6     -1  73400000000.0   2690000000.0   4590000.0  36500000.0    2140000.0      0.0     0.0
16  7     -1  73400000000.0   3520000000.0   6600000.0  36000000.0    3080000.0      0.0     0.0
16  8     -1  73400000000.0   4600000000.0   9600000.0  35400000.0    4480000.0      0.0     0.0
16  9     -1  73400000000.0   6020000000.0  14100000.0  34500000.0    6560000.0      0.0     0.0
16 10     -1  73400000000.0   7880000000.0  20600000.0  33400000.0    9630000.0      0.0     0.0
16 11     -1  73400000000.0  10300000000.0  30300000.0  31800000.0   14100000.0      0.0     0.0
16 12     -1  73400000000.0  13500000000.0  44700000.0  29600000.0   20900000.0      0.0     0.0
16 13     -1  73400000000.0  17700000000.0  66800000.0  26400000.0   31200000.0      0.0     0.0
16 14     -1  73400000000.0  23100000000.0 105000000.0  21600000.0   49100000.0      0.0     0.0
16 15      1  73400000000.0  30300000000.0 220000000.0  12900000.0  102000000.0 3.24e-15 37400.0
16 16      0  73400000000.0  39600000000.0 229000000.0  12300000.0  138000000.0 3.05e-15 37600.0
16 17      0  73400000000.0  51800000000.0 238000000.0  11600000.0  186000000.0 2.59e-15 38600.0
16 18      0  73400000000.0  67800000000.0 247000000.0  10800000.0  249000000.0 1.97e-15 39200.0
16 19      0  73400000000.0  88800000000.0 253000000.0   9920000.0  328000000.0 1.35e-15 39200.0
16 20      0  73400000000.0 116000000000.0 253000000.0   9040000.0  425000000.0 8.52e-16 40600.0
16 21      1  73400000000.0 152000000000.0 247000000.0   8170000.0  537000000.0 5.03e-16 41800.0
16 22      1  73400000000.0 199000000000.0 235000000.0   7340000.0  662000000.0 3.17e-16 43000.0
16 23     -1  73400000000.0 260000000000.0 218000000.0   6440000.0  813000000.0      0.0     0.0
16 24     -1  73400000000.0 341000000000.0 200000000.0   5650000.0  976000000.0      0.0     0.0
16 25     -1  73400000000.0 446000000000.0 180000000.0   4950000.0 1150000000.0      0.0     0.0
16 26     -1  73400000000.0 584000000000.0 161000000.0   4340000.0 1350000000.0      0.0     0.0
16 27     -1  73400000000.0 764000000000.0 143000000.0   3800000.0 1570000000.0      0.0     0.0
16 28     -1  73400000000.0          1e+12 113000000.0   3320000.0 1620000000.0      0.0     0.0
16 29     -1  73400000000.0       1.31e+12  87200000.0   2910000.0 1630000000.0      0.0     0.0
17  0     -1  91200000000.0            0.0    544000.0  34100000.0     254000.0      0.0     0.0
17  1     -1  91200000000.0    700000000.0   1020000.0  33800000.0     476000.0      0.0     0.0
17  2     -1  91200000000.0    916000000.0   1260000.0  33700000.0     587000.0      0.0     0.0
17  3     -1  91200000000.0   1200000000.0   1620000.0  33600000.0     754000.0      0.0     0.0
17  4     -1  91200000000.0   1570000000.0   2150000.0  33500000.0    1000000.0      0.0     0.0
17  5     -1  91200000000.0   2050000000.0   2950000.0  33300000.0    1380000.0      0.0     0.0
17  6     -1  91200000000.0   2690000000.0   4140000.0  33000000.0    1930000.0      0.0     0.0
17  7     -1  91200000000.0   3520000000.0   5920000.0  32700000.0    2760000.0      0.0     0.0
17  8     -1  91200000000.0   4600000000.0   8540000.0  32200000.0    3980000.0      0.0     0.0
17  9     -1  91200000000.0   6020000000.0  12400000.0  31600000.0    5790000.0      0.0     0.0
17 10     -1  91200000000.0   7880000000.0  18100000.0  30800000.0    8420000.0      0.0     0.0
17 11     -1  91200000000.0  10300000000.0  26200000.0  29700000.0   12200000.0      0.0     0.0
17 12     -1  91200000000.0  13500000000.0  37800000.0  28200000.0   17600000.0      0.0     0.0
17 13     -1  91200000000.0  17700000000.0  54600000.0  26100000.0   25400000.0      0.0     0.0
17 14     -1  91200000000.0  23100000000.0  79700000.0  23000000.0   37200000.0      0.0     0.0
17 15      1  91200000000.0  30300000000.0 125000000.0  18300000.0   58100000.0  4.6e-15 38200.0
17 16      1  91200000000.0  39600000000.0 260000000.0  10300000.0  124000000.0 1.79e-15 37400.0
17 17      0  91200000000.0  51800000000.0 267000000.0   9820000.0  166000000.0 1.69e-15 37800.0
17 18      0  91200000000.0  67800000000.0 275000000.0   9240000.0  220000000.0 1.43e-15 38500.0
17 19      0  91200000000.0  88800000000.0 279000000.0   8580000.0  290000000.0 1.09e-15 39000.0
17 20      0  91200000000.0 116000000000.0 280000000.0   7880000.0  376000000.0 7.53e-16 39200.0
17 21      0  91200000000.0 152000000000.0 274000000.0   7160000.0  478000000.0 4.76e-16 40700.0
17 22      1  91200000000.0 199000000000.0 261000000.0   6470000.0  591000000.0 2.83e-16 41800.0
17 23      1  91200000000.0 260000000000.0 243000000.0   5780000.0  717000000.0 1.77e-16 43500.0
17 24     -1  91200000000.0 341000000000.0 222000000.0   5070000.0  867000000.0      0.0     0.0
17 25     -1  91200000000.0 446000000000.0 201000000.0   4440000.0 1030000000.0      0.0     0.0
17 26     -1  91200000000.0 584000000000.0 180000000.0   3890000.0 1210000000.0      0.0     0.0
17 27     -1  91200000000.0 764000000000.0 160000000.0   3410000.0 1400000000.0      0.0     0.0
17 28     -1  91200000000.0          1e+12 141000000.0   2980000.0 1620000000.0      0.0     0.0
17 29     -1  91200000000.0       1.31e+12 108000000.0   2610000.0 1630000000.0      0.0     0.0
18  0     -1 113000000000.0            0.0    544000.0  30600000.0     254000.0      0.0     0.0
18  1     -1 113000000000.0    700000000.0    971000.0  30400000.0     453000.0      0.0     0.0
18  2     -1 113000000000.0    916000000.0   1180000.0  30300000.0     552000.0      0.0     0.0
18  3     -1 113000000000.0   1200000000.0   1500000.0  30200000.0     701000.0      0.0     0.0
18  4     -1 113000000000.0   1570000000.0   1980000.0  30100000.0     923000.0      0.0     0.0
18  5     -1 113000000000.0   2050000000.0   2690000.0  30000000.0    1250000.0      0.0     0.0
18  6     -1 113000000000.0   2690000000.0   3750000.0  29800000.0    1750000.0      0.0     0.0
18  7     -1 113000000000.0   3520000000.0   5320000.0  29600000.0    2480000.0      0.0     0.0
18  8     -1 113000000000.0   4600000000.0   7630000.0  29200000.0    3560000.0      0.0     0.0
18  9     -1 113000000000.0   6020000000.0  11000000.0  28800000.0    5140000.0      0.0     0.0
18 10     -1 113000000000.0   7880000000.0  15900000.0  28200000.0    7420000.0      0.0     0.0
18 11     -1 113000000000.0  10300000000.0  22800000.0  27400000.0   10700000.0      0.0     0.0
18 12     -1 113000000000.0  13500000000.0  32600000.0  26400000.0   15200000.0      0.0     0.0
18 13     -1 113000000000.0  17700000000.0  45900000.0  25000000.0   21400000.0      0.0     0.0
18 14     -1 113000000000.0  23100000000.0  64400000.0  22900000.0   30000000.0      0.0     0.0
18 15     -1 113000000000.0  30300000000.0  91800000.0  20000000.0   42800000.0      0.0     0.0
18 16      1 113000000000.0  39600000000.0 143000000.0  15300000.0   66700000.0 2.51e-15 37600.0
18 17      1 113000000000.0  51800000000.0 296000000.0   8250000.0  146000000.0 1.02e-15 37500.0
18 18      0 113000000000.0  67800000000.0 301000000.0   7840000.0  193000000.0 9.63e-16 37900.0
18 19      0 113000000000.0  88800000000.0 306000000.0   7360000.0  254000000.0 8.17e-16 38600.0
18 20      0 113000000000.0 116000000000.0 306000000.0   6830000.0  330000000.0 6.22e-16 38700.0
18 21      0 113000000000.0 152000000000.0 300000000.0   6250000.0  421000000.0 4.27e-16 39300.0
18 22      0 113000000000.0 199000000000.0 288000000.0   5670000.0  524000000.0  2.7e-16 40800.0
18 23      1 113000000000.0 260000000000.0 270000000.0   5110000.0  637000000.0 1.61e-16 41900.0
18 24      1 113000000000.0 341000000000.0 247000000.0   4550000.0  766000000.0    1e-16 44100.0
18 25     -1 113000000000.0 446000000000.0 223000000.0   3980000.0  914000000.0      0.0     0.0
18 26     -1 113000000000.0 584000000000.0 200000000.0   3490000.0 1080000000.0      0.0     0.0
18 27     -1 113000000000.0 764000000000.0 178000000.0   3050000.0 1250000000.0      0.0     0.0
18 28     -1 113000000000.0          1e+12 157000000.0   2670000.0 1450000000.0      0.0     0.0
18 29     -1 113000000000.0       1.31e+12 135000000.0   2340000.0 1630000000.0      0.0     0.0
19  0     -1 141000000000.0            0.0    544000.0  27400000.0     254000.0      0.0     0.0
19  1     -1 141000000000.0    700000000.0    927000.0  27300000.0     432000.0      0.0     0.0
19  2     -1 141000000000.0    916000000.0   1120000.0  27200000.0     521000.0      0.0     0.0
19  3     -1 141000000000.0   1200000000.0   1400000.0  27200000.0     653000.0      0.0     0.0
19  4     -1 141000000000.0   1570000000.0   1830000.0  27100000.0     851000.0      0.0     0.0
19  5     -1 141000000000.0   2050000000.0   2460000.0  27000000.0    1150000.0      0.0     0.0
19  6     -1 141000000000.0   2690000000.0   3400000.0  26900000.0    1590000.0      0.0     0.0
19  7     -1 141000000000.0   3520000000.0   4790000.0  26700000.0    2240000.0      0.0     0.0
