#This is fluorescent yield data from Kaastra & Mewe (1993) -1993A&AS...97..443K
#It is processed from data downloaded from http://vizier.cfa.harvard.edu/viz-bin/VizieR?-source=J/A+AS/97/443
#Via the python script kaastra_2_py.py
#
#Label z state n l photon_energy yield
Kphotyield 19 3 1 0 1.420e+01 1.719e-01
Kphotyield 19 3 1 0 1.590e+01 1.190e-01
Kphotyield 19 3 1 0 1.690e+01 1.970e-02
Kphotyield 19 3 1 0 1.240e+01 3.330e-02
Kphotyield 19 3 1 0 3.150e+01 2.223e-01
Kphotyield 19 3 1 0 5.100e+01 1.278e-01
Kphotyield 19 4 2 1 2.818e+02 6.000e-04
Kphotyield 19 4 2 1 1.690e+01 3.000e-04
Kphotyield 19 4 2 1 1.240e+01 1.185e-01
Kphotyield 19 4 2 1 1.690e+01 3.000e-04
Kphotyield 19 4 2 1 1.240e+01 2.086e-01
Kphotyield 19 4 2 1 2.790e+02 1.100e-03
Kphotyield 19 4 2 1 1.690e+01 6.000e-04
Kphotyield 19 4 2 1 1.240e+01 2.286e-01
Kphotyield 19 4 2 1 1.690e+01 6.000e-04
Kphotyield 19 4 2 1 1.240e+01 1.414e-01
Kphotyield 19 4 2 0 8.220e+01 1.000e-04
Kphotyield 19 4 2 0 8.500e+01 1.000e-04
Kphotyield 19 4 2 0 3.809e+02 6.000e-04
Kphotyield 19 4 2 0 3.809e+02 6.000e-04
Kphotyield 19 4 2 0 2.877e+02 4.000e-04
Kphotyield 19 4 2 0 2.849e+02 1.300e-03
Kphotyield 19 4 2 0 1.240e+01 4.400e-02
Kphotyield 19 4 2 0 1.420e+01 2.621e-01
Kphotyield 19 4 2 0 1.240e+01 4.380e-02
Kphotyield 19 4 2 0 3.150e+01 1.949e-01
Kphotyield 19 4 1 0 3.358e+03 3.640e-02
Kphotyield 19 4 1 0 3.361e+03 7.280e-02
Kphotyield 19 4 1 0 3.657e+03 3.900e-03
Kphotyield 19 4 1 0 3.657e+03 3.900e-03
Kphotyield 19 4 1 0 8.120e+01 2.000e-04
Kphotyield 19 4 1 0 7.920e+01 4.000e-04
Kphotyield 19 4 1 0 8.400e+01 4.000e-04
Kphotyield 19 4 1 0 8.200e+01 8.000e-04
Kphotyield 19 4 1 0 3.813e+02 2.500e-03
Kphotyield 19 4 1 0 3.850e+02 4.000e-03
Kphotyield 19 4 1 0 3.813e+02 2.500e-03
Kphotyield 19 4 1 0 4.023e+02 4.000e-03
Kphotyield 19 4 1 0 2.877e+02 1.000e-04
Kphotyield 19 4 1 0 2.916e+02 3.000e-04
Kphotyield 19 4 1 0 2.790e+02 1.000e-04
Kphotyield 19 4 1 0 2.849e+02 4.000e-04
Kphotyield 19 4 1 0 2.888e+02 1.700e-03
Kphotyield 19 4 1 0 1.690e+01 1.000e-04
Kphotyield 19 4 1 0 1.240e+01 2.290e-02
Kphotyield 19 4 1 0 1.420e+01 6.490e-02
Kphotyield 19 4 1 0 1.590e+01 5.077e-01
Kphotyield 19 4 1 0 1.690e+01 1.000e-04
Kphotyield 19 4 1 0 1.240e+01 1.990e-02
Kphotyield 19 4 1 0 3.150e+01 5.700e-02
Kphotyield 19 4 1 0 5.100e+01 3.491e-01
Kphotyield 19 5 2 1 2.877e+02 8.000e-04
Kphotyield 19 5 2 1 1.240e+01 5.000e-04
Kphotyield 19 5 2 1 1.420e+01 2.200e-01
Kphotyield 19 5 2 1 1.240e+01 3.000e-04
Kphotyield 19 5 2 1 3.150e+01 1.977e-01
Kphotyield 19 5 2 1 2.849e+02 2.700e-03
Kphotyield 19 5 2 1 1.240e+01 1.800e-03
Kphotyield 19 5 2 1 1.420e+01 4.627e-01
Kphotyield 19 5 2 1 1.240e+01 9.000e-04
Kphotyield 19 5 2 1 3.150e+01 7.710e-02
Kphotyield 19 5 2 0 8.120e+01 1.000e-03
Kphotyield 19 5 2 0 8.400e+01 1.900e-03
Kphotyield 19 5 2 0 3.813e+02 1.040e-02
Kphotyield 19 5 2 0 3.813e+02 5.200e-03
Kphotyield 19 5 2 0 1.420e+01 8.114e-01
Kphotyield 19 5 2 0 3.150e+01 4.055e-01
Kphotyield 19 5 1 0 3.371e+03 3.730e-02
Kphotyield 19 5 1 0 3.374e+03 7.450e-02
Kphotyield 19 5 1 0 3.671e+03 3.900e-03
Kphotyield 19 5 1 0 3.671e+03 2.000e-03
Kphotyield 19 5 1 0 7.920e+01 2.000e-04
Kphotyield 19 5 1 0 7.820e+01 9.000e-04
Kphotyield 19 5 1 0 8.200e+01 4.000e-04
Kphotyield 19 5 1 0 8.100e+01 1.800e-03
Kphotyield 19 5 1 0 3.850e+02 2.600e-03
Kphotyield 19 5 1 0 3.892e+02 8.300e-03
Kphotyield 19 5 1 0 4.023e+02 1.300e-03
Kphotyield 19 5 1 0 4.243e+02 4.100e-03
Kphotyield 19 5 1 0 2.916e+02 2.000e-04
Kphotyield 19 5 1 0 2.951e+02 4.000e-04
Kphotyield 19 5 1 0 2.849e+02 2.000e-04
Kphotyield 19 5 1 0 2.888e+02 1.100e-03
Kphotyield 19 5 1 0 2.923e+02 7.500e-03
Kphotyield 19 5 1 0 1.240e+01 2.000e-04
Kphotyield 19 5 1 0 1.420e+01 4.530e-02
Kphotyield 19 5 1 0 1.590e+01 1.139e-01
Kphotyield 19 5 1 0 3.730e+01 3.514e-01
Kphotyield 19 5 1 0 1.240e+01 1.000e-04
Kphotyield 19 5 1 0 3.150e+01 1.440e-02
Kphotyield 19 5 1 0 5.100e+01 3.560e-02
Kphotyield 19 5 1 0 7.240e+01 7.770e-02
Kphotyield 19 6 2 1 2.916e+02 1.100e-03
Kphotyield 19 6 2 1 1.420e+01 1.100e-03
Kphotyield 19 6 2 1 1.590e+01 5.811e-01
Kphotyield 19 6 2 1 2.888e+02 1.730e-02
Kphotyield 19 6 2 1 1.420e+01 1.730e-02
Kphotyield 19 6 2 1 1.590e+01 1.344e+00
Kphotyield 19 6 2 0 7.920e+01 1.300e-03
Kphotyield 19 6 2 0 8.200e+01 2.500e-03
Kphotyield 19 6 2 0 3.850e+02 1.380e-02
Kphotyield 19 6 2 0 1.590e+01 1.299e+00
Kphotyield 19 6 1 0 3.385e+03 3.820e-02
Kphotyield 19 6 1 0 3.388e+03 7.640e-02
Kphotyield 19 6 1 0 3.691e+03 4.000e-03
Kphotyield 19 6 1 0 7.820e+01 3.000e-04
Kphotyield 19 6 1 0 7.710e+01 1.500e-03
Kphotyield 19 6 1 0 8.100e+01 6.000e-04
Kphotyield 19 6 1 0 8.000e+01 3.100e-03
Kphotyield 19 6 1 0 3.892e+02 3.900e-03
Kphotyield 19 6 1 0 4.122e+02 1.340e-02
Kphotyield 19 6 1 0 2.951e+02 4.000e-04
Kphotyield 19 6 1 0 2.978e+02 5.000e-04
Kphotyield 19 6 1 0 2.888e+02 1.300e-03
Kphotyield 19 6 1 0 2.923e+02 5.100e-03
Kphotyield 19 6 1 0 2.949e+02 3.500e-02
Kphotyield 19 6 1 0 1.420e+01 1.400e-03
Kphotyield 19 6 1 0 1.590e+01 1.300e-01
Kphotyield 19 6 1 0 3.730e+01 1.081e-01
Kphotyield 19 7 2 1 2.951e+02 3.700e-03
Kphotyield 19 7 2 1 1.590e+01 3.700e-03
Kphotyield 19 7 2 1 3.730e+01 1.097e-01
Kphotyield 19 7 2 1 2.923e+02 2.500e-02
Kphotyield 19 7 2 1 1.590e+01 2.500e-02
Kphotyield 19 7 2 1 3.730e+01 7.395e-01
Kphotyield 19 7 2 0 7.820e+01 1.900e-03
Kphotyield 19 7 2 0 8.100e+01 3.800e-03
Kphotyield 19 7 2 0 3.892e+02 1.050e-02
Kphotyield 19 7 2 0 2.923e+02 1.000e-04
Kphotyield 19 7 2 0 1.590e+01 1.000e-04
Kphotyield 19 7 2 0 3.730e+01 5.009e-01
Kphotyield 19 7 1 0 3.399e+03 3.910e-02
Kphotyield 19 7 1 0 3.402e+03 7.820e-02
Kphotyield 19 7 1 0 3.710e+03 2.100e-03
Kphotyield 19 7 1 0 7.710e+01 6.000e-04
Kphotyield 19 7 1 0 7.610e+01 2.310e-02
Kphotyield 19 7 1 0 8.000e+01 1.100e-03
Kphotyield 19 7 1 0 7.900e+01 4.620e-02
Kphotyield 19 7 1 0 4.122e+02 3.200e-03
Kphotyield 19 7 1 0 4.352e+02 2.630e-02
Kphotyield 19 7 1 0 2.951e+02 1.000e-04
Kphotyield 19 7 1 0 2.978e+02 1.300e-03
Kphotyield 19 7 1 0 3.011e+02 1.271e-01
Kphotyield 19 7 1 0 2.923e+02 2.000e-03
Kphotyield 19 7 1 0 2.949e+02 8.800e-03
Kphotyield 19 7 1 0 2.982e+02 6.557e-01
Kphotyield 19 7 1 0 1.590e+01 2.100e-03
Kphotyield 19 7 1 0 3.730e+01 6.550e-02
Kphotyield 19 7 1 0 5.800e+01 3.151e-01
Kphotyield 19 8 2 1 2.978e+02 3.280e-02
Kphotyield 19 8 2 1 2.949e+02 3.280e-02
Kphotyield 19 8 2 0 7.710e+01 3.800e-03
Kphotyield 19 8 2 0 8.000e+01 7.600e-03
Kphotyield 19 8 2 0 2.978e+02 1.000e-04
Kphotyield 19 8 2 0 2.949e+02 3.000e-04
Kphotyield 19 8 1 0 3.414e+03 4.010e-02
Kphotyield 19 8 1 0 3.416e+03 8.020e-02
Kphotyield 19 8 1 0 7.610e+01 6.200e-03
Kphotyield 19 8 1 0 7.830e+01 2.860e-02
Kphotyield 19 8 1 0 7.900e+01 1.250e-02
Kphotyield 19 8 1 0 8.120e+01 5.720e-02
Kphotyield 19 8 1 0 2.978e+02 1.300e-03
Kphotyield 19 8 1 0 3.011e+02 2.570e-02
Kphotyield 19 8 1 0 2.949e+02 2.600e-03
Kphotyield 19 8 1 0 2.982e+02 5.130e-02
Kphotyield 19 9 1 0 3.425e+03 4.090e-02
Kphotyield 19 9 1 0 3.428e+03 8.190e-02
Kphotyield 19 9 1 0 7.830e+01 1.238e-01
Kphotyield 19 9 1 0 8.120e+01 2.476e-01
Kphotyield 19 9 1 0 3.011e+02 4.090e-02
Kphotyield 19 9 1 0 3.310e+02 2.857e-01
Kphotyield 19 9 1 0 2.982e+02 8.190e-02
Kphotyield 19 9 1 0 3.281e+02 5.714e-01
Kphotyield 19 10 1 0 3.433e+03 4.180e-02
Kphotyield 19 10 1 0 3.436e+03 8.350e-02
Kphotyield 19 10 1 0 7.110e+01 1.237e-01
Kphotyield 19 10 1 0 7.110e+01 2.474e-01
Kphotyield 19 11 1 0 3.445e+03 5.570e-02
Kphotyield 19 11 1 0 3.445e+03 8.360e-02
Kphotyield 19 11 1 0 5.950e+01 1.773e-01
Kphotyield 19 11 1 0 5.950e+01 2.659e-01
Kphotyield 19 12 1 0 3.451e+03 7.840e-02
Kphotyield 19 12 1 0 3.451e+03 7.840e-02
Kphotyield 19 12 1 0 2.720e+01 2.750e-01
Kphotyield 19 12 1 0 2.720e+01 2.750e-01
Kphotyield 19 13 1 0 3.437e+03 1.191e-01
Kphotyield 19 13 1 0 3.437e+03 5.960e-02
Kphotyield 19 13 1 0 2.880e+01 4.832e-01
Kphotyield 19 13 1 0 1.008e+02 2.416e-01
Kphotyield 19 14 1 0 3.436e+03 2.064e-01
Kphotyield 19 14 1 0 3.020e+01 1.063e+00
Kphotyield 19 15 1 0 3.432e+03 1.626e-01
Kphotyield 19 15 1 0 1.069e+02 5.337e-01
Kphotyield 20 1 3 1 2.230e+01 5.000e-03
Kphotyield 20 1 3 1 2.190e+01 5.000e-03
Kphotyield 20 1 3 0 2.650e+01 3.270e-01
Kphotyield 20 1 3 0 2.610e+01 6.541e-01
Kphotyield 20 1 2 1 3.066e+02 5.000e-04
Kphotyield 20 1 2 1 3.465e+02 1.000e-04
Kphotyield 20 1 2 1 1.850e+01 1.000e-04
Kphotyield 20 1 2 1 1.890e+01 2.000e-04
Kphotyield 20 1 2 1 2.650e+01 2.160e-02
Kphotyield 20 1 2 1 3.970e+01 1.177e-01
Kphotyield 20 1 2 1 2.610e+01 4.800e-03
Kphotyield 20 1 2 1 3.930e+01 8.870e-02
Kphotyield 20 1 2 1 3.030e+02 5.000e-04
Kphotyield 20 1 2 1 3.429e+02 1.000e-04
Kphotyield 20 1 2 1 1.850e+01 1.000e-04
Kphotyield 20 1 2 1 1.890e+01 2.000e-04
Kphotyield 20 1 2 1 2.650e+01 2.400e-03
Kphotyield 20 1 2 1 3.970e+01 4.490e-02
Kphotyield 20 1 2 1 2.610e+01 2.410e-02
Kphotyield 20 1 2 1 3.930e+01 1.642e-01
Kphotyield 20 1 2 0 9.200e+01 1.000e-04
Kphotyield 20 1 2 0 4.126e+02 3.000e-04
Kphotyield 20 1 2 0 4.130e+02 6.000e-04
Kphotyield 20 1 2 0 3.116e+02 2.000e-04
Kphotyield 20 1 2 0 3.195e+02 1.000e-04
Kphotyield 20 1 2 0 3.080e+02 3.000e-04
Kphotyield 20 1 2 0 3.159e+02 2.000e-04
Kphotyield 20 1 2 0 1.850e+01 1.000e-04
Kphotyield 20 1 2 0 1.910e+01 1.100e-03
Kphotyield 20 1 2 0 1.930e+01 1.900e-03
Kphotyield 20 1 2 0 1.890e+01 1.000e-04
Kphotyield 20 1 2 0 1.910e+01 2.100e-03
Kphotyield 20 1 2 0 1.930e+01 3.900e-03
Kphotyield 20 1 2 0 2.650e+01 1.000e-03
Kphotyield 20 1 2 0 3.970e+01 1.660e-02
Kphotyield 20 1 2 0 5.540e+01 1.471e-01
Kphotyield 20 1 2 0 2.610e+01 2.000e-03
Kphotyield 20 1 2 0 3.930e+01 3.420e-02
Kphotyield 20 1 2 0 5.540e+01 2.973e-01
Kphotyield 20 1 1 0 3.688e+03 4.130e-02
Kphotyield 20 1 1 0 3.692e+03 8.270e-02
Kphotyield 20 1 1 0 4.012e+03 4.700e-03
Kphotyield 20 1 1 0 4.013e+03 9.300e-03
Kphotyield 20 1 1 0 4.206e+02 1.000e-04
Kphotyield 20 1 1 0 4.210e+02 2.000e-04
Kphotyield 20 1 1 0 3.116e+02 1.000e-04
Kphotyield 20 1 1 0 3.195e+02 2.000e-04
Kphotyield 20 1 1 0 3.262e+02 2.000e-04
Kphotyield 20 1 1 0 3.328e+02 2.000e-04
Kphotyield 20 1 1 0 3.387e+02 1.000e-04
Kphotyield 20 1 1 0 3.080e+02 2.000e-04
Kphotyield 20 1 1 0 3.159e+02 3.000e-04
Kphotyield 20 1 1 0 3.226e+02 2.000e-04
Kphotyield 20 1 1 0 3.292e+02 2.000e-04
Kphotyield 20 1 1 0 3.350e+02 1.000e-04
Kphotyield 20 1 1 0 1.910e+01 1.000e-04
Kphotyield 20 1 1 0 1.930e+01 1.200e-03
Kphotyield 20 1 1 0 1.420e+01 3.000e-03
Kphotyield 20 1 1 0 1.600e+01 5.100e-03
Kphotyield 20 1 1 0 1.770e+01 5.100e-03
Kphotyield 20 1 1 0 1.910e+01 2.000e-04
Kphotyield 20 1 1 0 1.930e+01 2.400e-03
Kphotyield 20 1 1 0 1.420e+01 6.500e-03
Kphotyield 20 1 1 0 3.520e+01 1.130e-02
Kphotyield 20 1 1 0 5.650e+01 8.900e-03
Kphotyield 20 1 1 0 2.650e+01 1.100e-03
Kphotyield 20 1 1 0 3.970e+01 1.090e-02
Kphotyield 20 1 1 0 5.540e+01 1.930e-02
Kphotyield 20 1 1 0 7.260e+01 6.330e-02
Kphotyield 20 1 1 0 9.690e+01 2.290e-02
Kphotyield 20 1 1 0 1.161e+02 3.700e-03
Kphotyield 20 1 1 0 2.610e+01 2.200e-03
Kphotyield 20 1 1 0 3.930e+01 2.190e-02
Kphotyield 20 1 1 0 5.540e+01 3.860e-02
Kphotyield 20 1 1 0 7.260e+01 1.275e-01
Kphotyield 20 1 1 0 9.690e+01 4.740e-02
Kphotyield 20 1 1 0 9.690e+01 7.500e-03
Kphotyield 20 2 3 0 2.000e+01 1.000e-04
Kphotyield 20 2 3 0 2.610e+01 1.000e-04
Kphotyield 20 2 2 1 3.116e+02 5.000e-04
Kphotyield 20 2 2 1 1.850e+01 4.000e-04
Kphotyield 20 2 2 1 1.910e+01 3.900e-03
Kphotyield 20 2 2 1 1.890e+01 8.000e-04
Kphotyield 20 2 2 1 1.910e+01 7.700e-03
Kphotyield 20 2 2 1 3.970e+01 4.547e-01
Kphotyield 20 2 2 1 3.930e+01 3.093e-01
Kphotyield 20 2 2 1 3.080e+02 5.000e-04
Kphotyield 20 2 2 1 1.850e+01 4.000e-04
Kphotyield 20 2 2 1 1.910e+01 3.900e-03
Kphotyield 20 2 2 1 1.890e+01 8.000e-04
Kphotyield 20 2 2 1 1.910e+01 7.700e-03
Kphotyield 20 2 2 1 3.970e+01 1.546e-01
Kphotyield 20 2 2 1 3.930e+01 6.064e-01
Kphotyield 20 2 2 0 9.300e+01 1.000e-04
Kphotyield 20 2 2 0 4.206e+02 3.000e-04
Kphotyield 20 2 2 0 4.210e+02 6.000e-04
Kphotyield 20 2 2 0 3.195e+02 2.000e-04
Kphotyield 20 2 2 0 3.262e+02 1.000e-04
Kphotyield 20 2 2 0 3.159e+02 3.000e-04
Kphotyield 20 2 2 0 3.226e+02 1.000e-04
Kphotyield 20 2 2 0 1.850e+01 2.000e-04
Kphotyield 20 2 2 0 1.910e+01 3.200e-03
Kphotyield 20 2 2 0 1.930e+01 3.710e-02
Kphotyield 20 2 2 0 1.890e+01 4.000e-04
Kphotyield 20 2 2 0 1.910e+01 6.400e-03
Kphotyield 20 2 2 0 1.930e+01 7.450e-02
Kphotyield 20 2 2 0 2.650e+01 3.000e-04
Kphotyield 20 2 2 0 3.970e+01 4.000e-04
Kphotyield 20 2 2 0 5.540e+01 1.173e-01
Kphotyield 20 2 2 0 2.610e+01 6.000e-04
Kphotyield 20 2 2 0 3.930e+01 8.000e-04
Kphotyield 20 2 2 0 5.540e+01 2.491e-01
Kphotyield 20 2 1 0 3.705e+03 4.140e-02
Kphotyield 20 2 1 0 3.709e+03 8.280e-02
Kphotyield 20 2 1 0 4.036e+03 4.700e-03
Kphotyield 20 2 1 0 4.037e+03 9.300e-03
Kphotyield 20 2 1 0 4.264e+02 1.000e-04
Kphotyield 20 2 1 0 4.268e+02 2.000e-04
Kphotyield 20 2 1 0 4.337e+02 1.000e-04
Kphotyield 20 2 1 0 3.195e+02 1.000e-04
Kphotyield 20 2 1 0 3.262e+02 2.000e-04
Kphotyield 20 2 1 0 3.328e+02 2.000e-04
Kphotyield 20 2 1 0 3.387e+02 2.000e-04
Kphotyield 20 2 1 0 3.427e+02 1.000e-04
Kphotyield 20 2 1 0 3.159e+02 2.000e-04
Kphotyield 20 2 1 0 3.226e+02 3.000e-04
Kphotyield 20 2 1 0 3.292e+02 2.000e-04
Kphotyield 20 2 1 0 3.350e+02 2.000e-04
Kphotyield 20 2 1 0 3.390e+02 1.000e-04
Kphotyield 20 2 1 0 1.850e+01 1.000e-04
Kphotyield 20 2 1 0 1.910e+01 1.000e-03
Kphotyield 20 2 1 0 1.930e+01 3.700e-03
Kphotyield 20 2 1 0 1.420e+01 2.050e-02
Kphotyield 20 2 1 0 1.600e+01 2.320e-02
Kphotyield 20 2 1 0 1.770e+01 1.140e-02
Kphotyield 20 2 1 0 1.890e+01 1.000e-04
Kphotyield 20 2 1 0 1.910e+01 1.900e-03
Kphotyield 20 2 1 0 1.930e+01 7.400e-03
Kphotyield 20 2 1 0 1.420e+01 4.140e-02
Kphotyield 20 2 1 0 3.520e+01 4.650e-02
Kphotyield 20 2 1 0 5.650e+01 1.680e-02
Kphotyield 20 2 1 0 2.650e+01 4.700e-03
Kphotyield 20 2 1 0 3.970e+01 3.330e-02
Kphotyield 20 2 1 0 5.540e+01 2.310e-02
Kphotyield 20 2 1 0 7.260e+01 7.860e-02
Kphotyield 20 2 1 0 9.690e+01 1.200e-02
Kphotyield 20 2 1 0 1.161e+02 1.700e-03
Kphotyield 20 2 1 0 2.610e+01 9.300e-03
Kphotyield 20 2 1 0 3.930e+01 6.640e-02
Kphotyield 20 2 1 0 5.540e+01 4.590e-02
Kphotyield 20 2 1 0 7.260e+01 1.578e-01
Kphotyield 20 2 1 0 9.690e+01 2.520e-02
Kphotyield 20 2 1 0 9.690e+01 3.300e-03
Kphotyield 20 3 2 1 3.195e+02 5.000e-04
Kphotyield 20 3 2 1 1.850e+01 2.000e-04
Kphotyield 20 3 2 1 1.910e+01 5.420e-02
Kphotyield 20 3 2 1 1.890e+01 4.000e-04
Kphotyield 20 3 2 1 1.910e+01 1.850e-01
Kphotyield 20 3 2 1 3.159e+02 5.000e-04
Kphotyield 20 3 2 1 1.850e+01 2.000e-04
Kphotyield 20 3 2 1 1.910e+01 9.370e-02
Kphotyield 20 3 2 1 1.890e+01 4.000e-04
Kphotyield 20 3 2 1 1.910e+01 1.484e-01
Kphotyield 20 3 2 0 9.200e+01 1.000e-04
Kphotyield 20 3 2 0 4.264e+02 3.000e-04
Kphotyield 20 3 2 0 4.268e+02 6.000e-04
Kphotyield 20 3 2 0 3.262e+02 2.000e-04
Kphotyield 20 3 2 0 3.226e+02 4.000e-04
Kphotyield 20 3 2 0 1.910e+01 1.690e-02
Kphotyield 20 3 2 0 1.930e+01 2.161e-01
Kphotyield 20 3 2 0 1.910e+01 3.380e-02
Kphotyield 20 3 2 0 1.930e+01 4.299e-01
Kphotyield 20 3 1 0 3.720e+03 4.150e-02
Kphotyield 20 3 1 0 3.724e+03 8.300e-02
Kphotyield 20 3 1 0 4.059e+03 4.700e-03
Kphotyield 20 3 1 0 4.059e+03 9.400e-03
Kphotyield 20 3 1 0 4.337e+02 2.000e-04
Kphotyield 20 3 1 0 4.405e+02 1.000e-04
Kphotyield 20 3 1 0 4.392e+02 1.000e-04
Kphotyield 20 3 1 0 4.337e+02 3.000e-04
Kphotyield 20 3 1 0 4.405e+02 1.000e-04
Kphotyield 20 3 1 0 4.392e+02 1.000e-04
Kphotyield 20 3 1 0 3.262e+02 1.000e-04
Kphotyield 20 3 1 0 3.328e+02 2.000e-04
Kphotyield 20 3 1 0 3.387e+02 2.000e-04
Kphotyield 20 3 1 0 3.226e+02 2.000e-04
Kphotyield 20 3 1 0 3.292e+02 4.000e-04
Kphotyield 20 3 1 0 3.350e+02 2.000e-04
Kphotyield 20 3 1 0 3.390e+02 2.000e-04
Kphotyield 20 3 1 0 1.910e+01 1.140e-02
Kphotyield 20 3 1 0 1.930e+01 1.810e-02
Kphotyield 20 3 1 0 1.420e+01 1.011e-01
Kphotyield 20 3 1 0 1.600e+01 5.110e-02
Kphotyield 20 3 1 0 1.770e+01 2.150e-02
Kphotyield 20 3 1 0 1.910e+01 2.270e-02
Kphotyield 20 3 1 0 1.930e+01 3.630e-02
Kphotyield 20 3 1 0 1.420e+01 2.019e-01
Kphotyield 20 3 1 0 3.520e+01 8.880e-02
Kphotyield 20 3 1 0 5.650e+01 1.650e-02
Kphotyield 20 4 2 1 3.262e+02 6.000e-04
Kphotyield 20 4 2 1 1.910e+01 3.000e-04
Kphotyield 20 4 2 1 1.930e+01 7.780e-02
Kphotyield 20 4 2 1 1.910e+01 4.000e-04
Kphotyield 20 4 2 1 1.930e+01 2.022e-01
Kphotyield 20 4 2 1 3.226e+02 8.000e-04
Kphotyield 20 4 2 1 1.910e+01 3.000e-04
Kphotyield 20 4 2 1 1.930e+01 1.410e-01
Kphotyield 20 4 2 1 1.910e+01 5.000e-04
Kphotyield 20 4 2 1 1.930e+01 1.546e-01
Kphotyield 20 4 2 0 8.840e+01 1.000e-04
Kphotyield 20 4 2 0 9.200e+01 1.000e-04
Kphotyield 20 4 2 0 4.337e+02 7.000e-04
Kphotyield 20 4 2 0 4.337e+02 1.000e-03
Kphotyield 20 4 2 0 3.328e+02 4.000e-04
Kphotyield 20 4 2 0 3.292e+02 8.000e-04
Kphotyield 20 4 2 0 1.930e+01 3.850e-02
Kphotyield 20 4 2 0 1.420e+01 1.453e-01
Kphotyield 20 4 2 0 1.930e+01 5.770e-02
Kphotyield 20 4 2 0 1.420e+01 1.943e-01
Kphotyield 20 4 1 0 3.736e+03 4.250e-02
Kphotyield 20 4 1 0 3.740e+03 8.500e-02
Kphotyield 20 4 1 0 4.081e+03 4.800e-03
Kphotyield 20 4 1 0 4.081e+03 7.200e-03
Kphotyield 20 4 1 0 8.640e+01 1.000e-04
Kphotyield 20 4 1 0 9.000e+01 2.000e-04
Kphotyield 20 4 1 0 4.405e+02 3.000e-04
Kphotyield 20 4 1 0 4.392e+02 9.000e-04
Kphotyield 20 4 1 0 4.430e+02 1.000e-04
Kphotyield 20 4 1 0 4.405e+02 4.000e-04
Kphotyield 20 4 1 0 4.392e+02 1.300e-03
Kphotyield 20 4 1 0 4.622e+02 1.000e-04
Kphotyield 20 4 1 0 3.328e+02 1.000e-04
Kphotyield 20 4 1 0 3.387e+02 2.000e-04
Kphotyield 20 4 1 0 3.427e+02 1.000e-04
Kphotyield 20 4 1 0 3.226e+02 1.000e-04
Kphotyield 20 4 1 0 3.292e+02 3.000e-04
Kphotyield 20 4 1 0 3.350e+02 8.000e-04
Kphotyield 20 4 1 0 3.390e+02 8.000e-04
Kphotyield 20 4 1 0 1.930e+01 1.680e-02
Kphotyield 20 4 1 0 1.420e+01 2.560e-02
Kphotyield 20 4 1 0 1.600e+01 1.885e-01
Kphotyield 20 4 1 0 1.770e+01 1.391e-01
Kphotyield 20 4 1 0 1.910e+01 1.000e-04
Kphotyield 20 4 1 0 1.930e+01 2.410e-02
Kphotyield 20 4 1 0 1.420e+01 3.570e-02
Kphotyield 20 4 1 0 3.520e+01 2.359e-01
Kphotyield 20 4 1 0 5.650e+01 7.350e-02
Kphotyield 20 5 2 1 3.328e+02 8.000e-04
Kphotyield 20 5 2 1 1.930e+01 4.000e-04
Kphotyield 20 5 2 1 1.420e+01 1.226e-01
Kphotyield 20 5 2 1 1.930e+01 4.000e-04
Kphotyield 20 5 2 1 1.420e+01 2.162e-01
Kphotyield 20 5 2 1 3.292e+02 1.500e-03
Kphotyield 20 5 2 1 1.930e+01 7.000e-04
Kphotyield 20 5 2 1 1.420e+01 2.360e-01
Kphotyield 20 5 2 1 1.930e+01 7.000e-04
Kphotyield 20 5 2 1 1.420e+01 1.456e-01
Kphotyield 20 5 2 0 8.840e+01 1.000e-04
Kphotyield 20 5 2 0 9.200e+01 2.000e-04
Kphotyield 20 5 2 0 4.405e+02 1.400e-03
Kphotyield 20 5 2 0 4.405e+02 1.400e-03
Kphotyield 20 5 2 0 3.350e+02 2.600e-03
Kphotyield 20 5 2 0 1.420e+01 8.160e-02
Kphotyield 20 5 2 0 1.600e+01 3.382e-01
Kphotyield 20 5 2 0 1.420e+01 8.110e-02
Kphotyield 20 5 2 0 3.520e+01 1.185e-01
Kphotyield 20 5 1 0 3.751e+03 4.360e-02
Kphotyield 20 5 1 0 3.754e+03 8.710e-02
Kphotyield 20 5 1 0 4.102e+03 4.900e-03
Kphotyield 20 5 1 0 4.102e+03 4.900e-03
Kphotyield 20 5 1 0 8.640e+01 2.000e-04
Kphotyield 20 5 1 0 8.430e+01 4.000e-04
Kphotyield 20 5 1 0 9.000e+01 4.000e-04
Kphotyield 20 5 1 0 8.800e+01 8.000e-04
Kphotyield 20 5 1 0 4.392e+02 2.700e-03
Kphotyield 20 5 1 0 4.430e+02 4.500e-03
Kphotyield 20 5 1 0 4.392e+02 2.700e-03
Kphotyield 20 5 1 0 4.622e+02 4.400e-03
Kphotyield 20 5 1 0 3.387e+02 2.000e-04
Kphotyield 20 5 1 0 3.427e+02 3.000e-04
Kphotyield 20 5 1 0 3.292e+02 1.000e-04
Kphotyield 20 5 1 0 3.350e+02 6.000e-04
Kphotyield 20 5 1 0 3.390e+02 2.200e-03
Kphotyield 20 5 1 0 1.930e+01 1.000e-04
Kphotyield 20 5 1 0 1.420e+01 2.800e-02
