#This is fluorescent yield data from Kaastra & Mewe (1993) -1993A&AS...97..443K
#It is processed from data downloaded from http://vizier.cfa.harvard.edu/viz-bin/VizieR?-source=J/A+AS/97/443
#Via the python script kaastra_2_py.py
#
#Label z state n l photon_energy yield
Kphotyield 24 7 2 1 2.890e+01 4.000e-04
Kphotyield 24 7 2 1 2.960e+01 5.220e-02
Kphotyield 24 7 2 1 3.010e+01 8.000e-04
Kphotyield 24 7 2 1 2.960e+01 1.768e-01
Kphotyield 24 7 2 1 5.528e+02 1.200e-03
Kphotyield 24 7 2 1 2.890e+01 4.000e-04
Kphotyield 24 7 2 1 2.960e+01 8.930e-02
Kphotyield 24 7 2 1 3.010e+01 8.000e-04
Kphotyield 24 7 2 1 2.960e+01 1.420e-01
Kphotyield 24 7 2 0 1.080e+02 7.000e-04
Kphotyield 24 7 2 0 1.170e+02 1.400e-03
Kphotyield 24 7 2 0 6.987e+02 1.970e-02
Kphotyield 24 7 2 0 6.998e+02 3.940e-02
Kphotyield 24 7 2 0 2.960e+01 3.506e-01
Kphotyield 24 7 2 0 2.960e+01 7.013e-01
Kphotyield 24 7 1 0 5.497e+03 8.440e-02
Kphotyield 24 7 1 0 5.506e+03 1.688e-01
Kphotyield 24 7 1 0 6.088e+03 1.040e-02
Kphotyield 24 7 1 0 6.088e+03 2.090e-02
Kphotyield 24 7 1 0 1.080e+02 1.000e-04
Kphotyield 24 7 1 0 1.071e+02 2.000e-04
Kphotyield 24 7 1 0 1.170e+02 2.000e-04
Kphotyield 24 7 1 0 1.160e+02 4.000e-04
Kphotyield 24 7 1 0 7.073e+02 2.700e-03
Kphotyield 24 7 1 0 7.137e+02 4.200e-03
Kphotyield 24 7 1 0 7.073e+02 5.500e-03
Kphotyield 24 7 1 0 7.137e+02 8.300e-03
Kphotyield 24 7 1 0 5.618e+02 1.000e-04
Kphotyield 24 7 1 0 5.696e+02 2.000e-04
Kphotyield 24 7 1 0 5.776e+02 4.000e-04
Kphotyield 24 7 1 0 5.528e+02 2.000e-04
Kphotyield 24 7 1 0 5.607e+02 5.000e-04
Kphotyield 24 7 1 0 5.687e+02 6.000e-04
Kphotyield 24 7 1 0 2.890e+01 1.000e-04
Kphotyield 24 7 1 0 2.960e+01 2.110e-02
Kphotyield 24 7 1 0 2.900e+01 3.270e-02
Kphotyield 24 7 1 0 2.140e+01 1.430e-01
Kphotyield 24 7 1 0 3.010e+01 2.000e-04
Kphotyield 24 7 1 0 2.960e+01 4.210e-02
Kphotyield 24 7 1 0 2.900e+01 6.530e-02
Kphotyield 24 7 1 0 2.140e+01 2.864e-01
Kphotyield 24 8 2 1 5.696e+02 1.400e-03
Kphotyield 24 8 2 1 2.960e+01 6.000e-04
Kphotyield 24 8 2 1 2.900e+01 7.500e-02
Kphotyield 24 8 2 1 2.960e+01 9.000e-04
Kphotyield 24 8 2 1 2.900e+01 1.935e-01
Kphotyield 24 8 2 1 5.607e+02 1.900e-03
Kphotyield 24 8 2 1 2.960e+01 8.000e-04
Kphotyield 24 8 2 1 2.900e+01 1.350e-01
Kphotyield 24 8 2 1 2.960e+01 1.100e-03
Kphotyield 24 8 2 1 2.900e+01 1.487e-01
Kphotyield 24 8 2 0 1.080e+02 8.000e-04
Kphotyield 24 8 2 0 1.170e+02 1.700e-03
Kphotyield 24 8 2 0 7.073e+02 2.310e-02
Kphotyield 24 8 2 0 7.073e+02 3.470e-02
Kphotyield 24 8 2 0 2.900e+01 4.329e-01
Kphotyield 24 8 2 0 2.900e+01 6.493e-01
Kphotyield 24 8 1 0 5.511e+03 8.660e-02
Kphotyield 24 8 1 0 5.520e+03 1.732e-01
Kphotyield 24 8 1 0 6.111e+03 1.070e-02
Kphotyield 24 8 1 0 6.111e+03 1.610e-02
Kphotyield 24 8 1 0 1.071e+02 1.000e-04
Kphotyield 24 8 1 0 1.051e+02 2.000e-04
Kphotyield 24 8 1 0 1.160e+02 2.000e-04
Kphotyield 24 8 1 0 1.140e+02 5.000e-04
Kphotyield 24 8 1 0 7.137e+02 3.400e-03
Kphotyield 24 8 1 0 7.096e+02 5.400e-03
Kphotyield 24 8 1 0 7.137e+02 5.100e-03
Kphotyield 24 8 1 0 7.096e+02 8.000e-03
Kphotyield 24 8 1 0 5.696e+02 1.000e-04
Kphotyield 24 8 1 0 5.776e+02 3.000e-04
Kphotyield 24 8 1 0 5.830e+02 5.000e-04
Kphotyield 24 8 1 0 5.607e+02 3.000e-04
Kphotyield 24 8 1 0 5.687e+02 7.000e-04
Kphotyield 24 8 1 0 5.742e+02 1.300e-03
Kphotyield 24 8 1 0 2.960e+01 2.000e-04
Kphotyield 24 8 1 0 2.900e+01 3.180e-02
Kphotyield 24 8 1 0 2.140e+01 4.240e-02
Kphotyield 24 8 1 0 2.320e+01 2.153e-01
Kphotyield 24 8 1 0 2.960e+01 3.000e-04
Kphotyield 24 8 1 0 2.900e+01 4.530e-02
Kphotyield 24 8 1 0 2.140e+01 6.110e-02
Kphotyield 24 8 1 0 4.960e+01 2.894e-01
Kphotyield 24 9 2 1 5.776e+02 1.800e-03
Kphotyield 24 9 2 1 2.900e+01 9.000e-04
Kphotyield 24 9 2 1 2.140e+01 1.183e-01
Kphotyield 24 9 2 1 2.900e+01 9.000e-04
Kphotyield 24 9 2 1 2.140e+01 2.073e-01
Kphotyield 24 9 2 1 5.687e+02 3.400e-03
Kphotyield 24 9 2 1 2.900e+01 1.700e-03
Kphotyield 24 9 2 1 2.140e+01 2.273e-01
Kphotyield 24 9 2 1 2.900e+01 1.700e-03
Kphotyield 24 9 2 1 2.140e+01 1.415e-01
Kphotyield 24 9 2 0 1.071e+02 1.000e-03
Kphotyield 24 9 2 0 1.160e+02 2.000e-03
Kphotyield 24 9 2 0 7.137e+02 2.790e-02
Kphotyield 24 9 2 0 7.137e+02 2.790e-02
Kphotyield 24 9 2 0 2.140e+01 5.608e-01
Kphotyield 24 9 2 0 2.140e+01 5.607e-01
Kphotyield 24 9 1 0 5.525e+03 8.890e-02
Kphotyield 24 9 1 0 5.534e+03 1.778e-01
Kphotyield 24 9 1 0 6.132e+03 1.100e-02
Kphotyield 24 9 1 0 6.132e+03 1.100e-02
Kphotyield 24 9 1 0 1.051e+02 2.000e-04
Kphotyield 24 9 1 0 1.032e+02 3.000e-04
Kphotyield 24 9 1 0 1.140e+02 3.000e-04
Kphotyield 24 9 1 0 1.120e+02 7.000e-04
Kphotyield 24 9 1 0 7.096e+02 4.400e-03
Kphotyield 24 9 1 0 7.142e+02 7.200e-03
Kphotyield 24 9 1 0 7.096e+02 4.400e-03
Kphotyield 24 9 1 0 7.406e+02 7.100e-03
Kphotyield 24 9 1 0 5.776e+02 2.000e-04
Kphotyield 24 9 1 0 5.830e+02 4.000e-04
Kphotyield 24 9 1 0 5.879e+02 6.000e-04
Kphotyield 24 9 1 0 5.687e+02 6.000e-04
Kphotyield 24 9 1 0 5.742e+02 1.200e-03
Kphotyield 24 9 1 0 5.790e+02 4.100e-03
Kphotyield 24 9 1 0 2.900e+01 4.000e-04
Kphotyield 24 9 1 0 2.140e+01 5.320e-02
Kphotyield 24 9 1 0 2.320e+01 6.160e-02
Kphotyield 24 9 1 0 2.490e+01 3.851e-01
Kphotyield 24 9 1 0 2.900e+01 4.000e-04
Kphotyield 24 9 1 0 2.140e+01 4.590e-02
Kphotyield 24 9 1 0 4.960e+01 5.310e-02
Kphotyield 24 9 1 0 7.850e+01 2.576e-01
Kphotyield 24 10 2 1 5.830e+02 2.300e-03
Kphotyield 24 10 2 1 2.140e+01 1.500e-03
Kphotyield 24 10 2 1 2.320e+01 2.191e-01
Kphotyield 24 10 2 1 2.140e+01 8.000e-04
Kphotyield 24 10 2 1 4.960e+01 1.962e-01
Kphotyield 24 10 2 1 5.742e+02 7.900e-03
Kphotyield 24 10 2 1 2.140e+01 5.300e-03
Kphotyield 24 10 2 1 2.320e+01 4.598e-01
Kphotyield 24 10 2 1 2.140e+01 2.600e-03
Kphotyield 24 10 2 1 4.960e+01 7.870e-02
Kphotyield 24 10 2 0 1.051e+02 1.300e-03
Kphotyield 24 10 2 0 1.140e+02 2.500e-03
Kphotyield 24 10 2 0 7.096e+02 3.500e-02
Kphotyield 24 10 2 0 7.096e+02 1.750e-02
Kphotyield 24 10 2 0 2.320e+01 7.847e-01
Kphotyield 24 10 2 0 4.960e+01 3.921e-01
Kphotyield 24 10 1 0 5.539e+03 9.130e-02
Kphotyield 24 10 1 0 5.548e+03 1.825e-01
Kphotyield 24 10 1 0 6.143e+03 1.130e-02
Kphotyield 24 10 1 0 6.143e+03 5.600e-03
Kphotyield 24 10 1 0 1.032e+02 2.000e-04
Kphotyield 24 10 1 0 1.022e+02 5.000e-04
Kphotyield 24 10 1 0 1.120e+02 4.000e-04
Kphotyield 24 10 1 0 1.110e+02 1.000e-03
Kphotyield 24 10 1 0 7.142e+02 6.100e-03
Kphotyield 24 10 1 0 7.190e+02 1.050e-02
Kphotyield 24 10 1 0 7.406e+02 3.000e-03
Kphotyield 24 10 1 0 7.727e+02 5.100e-03
Kphotyield 24 10 1 0 5.830e+02 2.000e-04
Kphotyield 24 10 1 0 5.879e+02 6.000e-04
Kphotyield 24 10 1 0 5.920e+02 9.000e-04
Kphotyield 24 10 1 0 5.742e+02 1.400e-03
Kphotyield 24 10 1 0 5.790e+02 2.800e-03
Kphotyield 24 10 1 0 5.830e+02 1.750e-02
Kphotyield 24 10 1 0 2.140e+01 1.100e-03
Kphotyield 24 10 1 0 2.320e+01 1.074e-01
Kphotyield 24 10 1 0 2.490e+01 1.190e-01
Kphotyield 24 10 1 0 5.680e+01 2.645e-01
Kphotyield 24 10 1 0 2.140e+01 6.000e-04
Kphotyield 24 10 1 0 4.960e+01 3.390e-02
Kphotyield 24 10 1 0 7.850e+01 3.400e-02
Kphotyield 24 10 1 0 1.104e+02 5.240e-02
Kphotyield 24 11 2 1 5.879e+02 3.300e-03
Kphotyield 24 11 2 1 2.320e+01 3.300e-03
Kphotyield 24 11 2 1 2.490e+01 5.774e-01
Kphotyield 24 11 2 1 5.790e+02 4.920e-02
Kphotyield 24 11 2 1 2.320e+01 4.920e-02
Kphotyield 24 11 2 1 2.490e+01 1.300e+00
Kphotyield 24 11 2 0 1.032e+02 1.700e-03
Kphotyield 24 11 2 0 1.120e+02 3.300e-03
Kphotyield 24 11 2 0 7.142e+02 4.660e-02
Kphotyield 24 11 2 0 5.790e+02 2.000e-04
Kphotyield 24 11 2 0 2.320e+01 2.000e-04
Kphotyield 24 11 2 0 2.490e+01 1.265e+00
Kphotyield 24 11 1 0 5.550e+03 9.380e-02
Kphotyield 24 11 1 0 5.559e+03 1.875e-01
Kphotyield 24 11 1 0 6.162e+03 1.160e-02
Kphotyield 24 11 1 0 1.022e+02 3.000e-04
Kphotyield 24 11 1 0 1.012e+02 9.000e-04
Kphotyield 24 11 1 0 1.110e+02 6.000e-04
Kphotyield 24 11 1 0 1.100e+02 1.700e-03
Kphotyield 24 11 1 0 7.190e+02 9.100e-03
Kphotyield 24 11 1 0 7.520e+02 1.700e-02
Kphotyield 24 11 1 0 5.879e+02 3.000e-04
Kphotyield 24 11 1 0 5.920e+02 1.000e-03
Kphotyield 24 11 1 0 5.940e+02 1.000e-03
Kphotyield 24 11 1 0 5.790e+02 9.200e-03
Kphotyield 24 11 1 0 5.830e+02 1.310e-02
Kphotyield 24 11 1 0 5.852e+02 7.030e-02
Kphotyield 24 11 1 0 2.320e+01 9.500e-03
Kphotyield 24 11 1 0 2.490e+01 3.078e-01
Kphotyield 24 11 1 0 5.680e+01 1.373e-01
Kphotyield 24 12 2 1 5.920e+02 1.120e-02
Kphotyield 24 12 2 1 2.490e+01 1.120e-02
Kphotyield 24 12 2 1 5.680e+01 1.106e-01
Kphotyield 24 12 2 1 5.830e+02 7.030e-02
Kphotyield 24 12 2 1 2.490e+01 7.030e-02
Kphotyield 24 12 2 1 5.680e+01 6.961e-01
Kphotyield 24 12 2 0 1.022e+02 2.500e-03
Kphotyield 24 12 2 0 1.110e+02 5.100e-03
Kphotyield 24 12 2 0 7.190e+02 3.540e-02
Kphotyield 24 12 2 0 5.830e+02 4.000e-04
Kphotyield 24 12 2 0 2.490e+01 4.000e-04
Kphotyield 24 12 2 0 5.680e+01 4.958e-01
Kphotyield 24 12 1 0 5.564e+03 9.630e-02
Kphotyield 24 12 1 0 5.573e+03 1.926e-01
Kphotyield 24 12 1 0 6.182e+03 6.000e-03
Kphotyield 24 12 1 0 1.012e+02 5.000e-04
Kphotyield 24 12 1 0 1.003e+02 1.310e-02
Kphotyield 24 12 1 0 1.100e+02 1.000e-03
Kphotyield 24 12 1 0 1.090e+02 2.630e-02
Kphotyield 24 12 1 0 7.520e+02 7.600e-03
Kphotyield 24 12 1 0 7.851e+02 2.140e-02
Kphotyield 24 12 1 0 5.920e+02 1.100e-03
Kphotyield 24 12 1 0 5.940e+02 3.400e-03
Kphotyield 24 12 1 0 5.983e+02 9.470e-02
Kphotyield 24 12 1 0 5.830e+02 1.350e-02
Kphotyield 24 12 1 0 5.852e+02 2.270e-02
Kphotyield 24 12 1 0 5.897e+02 5.130e-01
Kphotyield 24 12 1 0 2.490e+01 1.460e-02
Kphotyield 24 12 1 0 5.680e+01 1.525e-01
Kphotyield 24 12 1 0 8.640e+01 2.398e-01
Kphotyield 24 13 2 1 5.940e+02 9.170e-02
Kphotyield 24 13 2 1 5.852e+02 9.170e-02
Kphotyield 24 13 2 0 1.012e+02 5.100e-03
Kphotyield 24 13 2 0 1.100e+02 1.010e-02
Kphotyield 24 13 2 0 5.940e+02 5.000e-04
Kphotyield 24 13 2 0 5.852e+02 9.000e-04
Kphotyield 24 13 1 0 5.577e+03 9.900e-02
Kphotyield 24 13 1 0 5.586e+03 1.980e-01
Kphotyield 24 13 1 0 1.003e+02 5.100e-03
Kphotyield 24 13 1 0 1.073e+02 1.830e-02
Kphotyield 24 13 1 0 1.090e+02 1.010e-02
Kphotyield 24 13 1 0 1.160e+02 3.670e-02
Kphotyield 24 13 1 0 5.940e+02 9.100e-03
Kphotyield 24 13 1 0 5.983e+02 4.020e-02
Kphotyield 24 13 1 0 5.852e+02 1.820e-02
Kphotyield 24 13 1 0 5.897e+02 8.030e-02
Kphotyield 24 14 1 0 5.590e+03 1.006e-01
Kphotyield 24 14 1 0 5.598e+03 2.013e-01
Kphotyield 24 14 1 0 1.073e+02 8.430e-02
Kphotyield 24 14 1 0 1.160e+02 1.686e-01
Kphotyield 24 14 1 0 5.983e+02 1.006e-01
Kphotyield 24 14 1 0 6.372e+02 2.274e-01
Kphotyield 24 14 1 0 5.897e+02 2.013e-01
Kphotyield 24 14 1 0 6.286e+02 4.548e-01
Kphotyield 24 15 1 0 5.599e+03 1.023e-01
Kphotyield 24 15 1 0 5.608e+03 2.045e-01
Kphotyield 24 15 1 0 1.000e+02 8.370e-02
Kphotyield 24 15 1 0 1.000e+02 1.674e-01
Kphotyield 24 16 1 0 5.614e+03 1.346e-01
Kphotyield 24 16 1 0 5.614e+03 2.019e-01
Kphotyield 24 16 1 0 8.200e+01 1.177e-01
Kphotyield 24 16 1 0 8.200e+01 1.765e-01
Kphotyield 24 17 1 0 5.617e+03 1.865e-01
Kphotyield 24 17 1 0 5.617e+03 1.865e-01
Kphotyield 24 17 1 0 3.700e+01 1.786e-01
Kphotyield 24 17 1 0 3.700e+01 1.786e-01
Kphotyield 24 18 1 0 5.594e+03 2.797e-01
Kphotyield 24 18 1 0 5.594e+03 1.398e-01
Kphotyield 24 18 1 0 3.800e+01 3.065e-01
Kphotyield 24 18 1 0 1.350e+02 1.533e-01
Kphotyield 24 19 1 0 5.589e+03 4.826e-01
Kphotyield 24 19 1 0 3.900e+01 6.627e-01
Kphotyield 24 20 1 0 5.578e+03 4.214e-01
Kphotyield 24 20 1 0 1.380e+02 3.506e-01
Kphotyield 25 8 2 1 6.324e+02 1.500e-03
Kphotyield 25 8 2 1 3.130e+01 5.000e-04
Kphotyield 25 8 2 1 3.240e+01 5.270e-02
Kphotyield 25 8 2 1 3.290e+01 1.000e-03
Kphotyield 25 8 2 1 3.240e+01 1.782e-01
Kphotyield 25 8 2 1 6.216e+02 1.500e-03
Kphotyield 25 8 2 1 3.130e+01 5.000e-04
Kphotyield 25 8 2 1 3.240e+01 8.990e-02
Kphotyield 25 8 2 1 3.290e+01 1.000e-03
Kphotyield 25 8 2 1 3.240e+01 1.430e-01
Kphotyield 25 8 2 0 1.122e+02 7.000e-04
Kphotyield 25 8 2 0 1.230e+02 1.400e-03
Kphotyield 25 8 2 0 7.759e+02 2.460e-02
Kphotyield 25 8 2 0 7.775e+02 4.910e-02
Kphotyield 25 8 2 0 3.240e+01 3.450e-01
Kphotyield 25 8 2 0 3.240e+01 6.900e-01
Kphotyield 25 8 1 0 5.992e+03 9.330e-02
Kphotyield 25 8 1 0 6.003e+03 1.867e-01
Kphotyield 25 8 1 0 6.656e+03 1.160e-02
Kphotyield 25 8 1 0 6.657e+03 2.330e-02
Kphotyield 25 8 1 0 1.123e+02 1.000e-04
Kphotyield 25 8 1 0 1.113e+02 2.000e-04
Kphotyield 25 8 1 0 1.230e+02 2.000e-04
Kphotyield 25 8 1 0 1.220e+02 3.000e-04
Kphotyield 25 8 1 0 7.852e+02 3.300e-03
Kphotyield 25 8 1 0 7.918e+02 4.600e-03
Kphotyield 25 8 1 0 7.852e+02 6.600e-03
Kphotyield 25 8 1 0 7.918e+02 9.300e-03
Kphotyield 25 8 1 0 6.324e+02 1.000e-04
Kphotyield 25 8 1 0 6.405e+02 3.000e-04
Kphotyield 25 8 1 0 6.489e+02 4.000e-04
Kphotyield 25 8 1 0 6.216e+02 3.000e-04
Kphotyield 25 8 1 0 6.298e+02 6.000e-04
Kphotyield 25 8 1 0 6.383e+02 8.000e-04
Kphotyield 25 8 1 0 3.130e+01 1.000e-04
Kphotyield 25 8 1 0 3.240e+01 2.340e-02
Kphotyield 25 8 1 0 3.150e+01 3.200e-02
Kphotyield 25 8 1 0 2.320e+01 1.353e-01
Kphotyield 25 8 1 0 3.290e+01 3.000e-04
Kphotyield 25 8 1 0 3.240e+01 4.670e-02
Kphotyield 25 8 1 0 3.150e+01 6.410e-02
Kphotyield 25 8 1 0 2.320e+01 2.708e-01
Kphotyield 25 9 2 1 6.405e+02 1.800e-03
Kphotyield 25 9 2 1 3.240e+01 7.000e-04
Kphotyield 25 9 2 1 3.150e+01 7.560e-02
Kphotyield 25 9 2 1 3.240e+01 1.100e-03
Kphotyield 25 9 2 1 3.150e+01 1.948e-01
Kphotyield 25 9 2 1 6.298e+02 2.300e-03
Kphotyield 25 9 2 1 3.240e+01 9.000e-04
Kphotyield 25 9 2 1 3.150e+01 1.357e-01
Kphotyield 25 9 2 1 3.240e+01 1.400e-03
Kphotyield 25 9 2 1 3.150e+01 1.497e-01
Kphotyield 25 9 2 0 1.123e+02 8.000e-04
Kphotyield 25 9 2 0 1.230e+02 1.700e-03
Kphotyield 25 9 2 0 7.852e+02 2.880e-02
Kphotyield 25 9 2 0 7.852e+02 4.320e-02
Kphotyield 25 9 2 0 3.150e+01 4.261e-01
Kphotyield 25 9 2 0 3.150e+01 6.392e-01
Kphotyield 25 9 1 0 6.006e+03 9.580e-02
Kphotyield 25 9 1 0 6.017e+03 1.915e-01
Kphotyield 25 9 1 0 6.679e+03 1.190e-02
Kphotyield 25 9 1 0 6.679e+03 1.790e-02
Kphotyield 25 9 1 0 1.113e+02 1.000e-04
Kphotyield 25 9 1 0 1.093e+02 2.000e-04
Kphotyield 25 9 1 0 1.220e+02 2.000e-04
Kphotyield 25 9 1 0 1.200e+02 4.000e-04
Kphotyield 25 9 1 0 7.918e+02 4.100e-03
Kphotyield 25 9 1 0 7.870e+02 5.900e-03
Kphotyield 25 9 1 0 7.918e+02 6.100e-03
Kphotyield 25 9 1 0 7.870e+02 8.800e-03
Kphotyield 25 9 1 0 6.405e+02 2.000e-04
Kphotyield 25 9 1 0 6.489e+02 4.000e-04
Kphotyield 25 9 1 0 6.545e+02 5.000e-04
Kphotyield 25 9 1 0 6.298e+02 4.000e-04
Kphotyield 25 9 1 0 6.383e+02 9.000e-04
Kphotyield 25 9 1 0 6.439e+02 1.500e-03
Kphotyield 25 9 1 0 3.240e+01 2.000e-04
Kphotyield 25 9 1 0 3.150e+01 3.520e-02
Kphotyield 25 9 1 0 2.320e+01 4.170e-02
Kphotyield 25 9 1 0 2.500e+01 2.039e-01
Kphotyield 25 9 1 0 3.240e+01 4.000e-04
Kphotyield 25 9 1 0 3.150e+01 5.030e-02
Kphotyield 25 9 1 0 2.320e+01 6.020e-02
Kphotyield 25 9 1 0 5.340e+01 2.738e-01
Kphotyield 25 10 2 1 6.489e+02 2.200e-03
Kphotyield 25 10 2 1 3.150e+01 1.100e-03
Kphotyield 25 10 2 1 2.320e+01 1.191e-01
Kphotyield 25 10 2 1 3.150e+01 1.100e-03
Kphotyield 25 10 2 1 2.320e+01 2.084e-01
Kphotyield 25 10 2 1 6.383e+02 4.200e-03
Kphotyield 25 10 2 1 3.150e+01 2.100e-03
Kphotyield 25 10 2 1 2.320e+01 2.283e-01
Kphotyield 25 10 2 1 3.150e+01 2.100e-03
Kphotyield 25 10 2 1 2.320e+01 1.426e-01
Kphotyield 25 10 2 0 1.113e+02 1.000e-03
Kphotyield 25 10 2 0 1.220e+02 2.000e-03
Kphotyield 25 10 2 0 7.918e+02 3.480e-02
Kphotyield 25 10 2 0 7.918e+02 3.480e-02
Kphotyield 25 10 2 0 2.320e+01 5.525e-01
Kphotyield 25 10 2 0 2.320e+01 5.525e-01
Kphotyield 25 10 1 0 6.020e+03 9.830e-02
Kphotyield 25 10 1 0 6.031e+03 1.966e-01
Kphotyield 25 10 1 0 6.700e+03 1.230e-02
Kphotyield 25 10 1 0 6.700e+03 1.230e-02
Kphotyield 25 10 1 0 1.093e+02 1.000e-04
Kphotyield 25 10 1 0 1.074e+02 3.000e-04
Kphotyield 25 10 1 0 1.200e+02 3.000e-04
Kphotyield 25 10 1 0 1.180e+02 6.000e-04
Kphotyield 25 10 1 0 7.870e+02 5.300e-03
Kphotyield 25 10 1 0 7.916e+02 7.800e-03
Kphotyield 25 10 1 0 7.870e+02 5.300e-03
Kphotyield 25 10 1 0 8.200e+02 7.700e-03
Kphotyield 25 10 1 0 6.489e+02 2.000e-04
Kphotyield 25 10 1 0 6.545e+02 5.000e-04
Kphotyield 25 10 1 0 6.592e+02 7.000e-04
Kphotyield 25 10 1 0 6.383e+02 8.000e-04
Kphotyield 25 10 1 0 6.439e+02 1.500e-03
Kphotyield 25 10 1 0 6.486e+02 4.800e-03
Kphotyield 25 10 1 0 3.150e+01 5.000e-04
Kphotyield 25 10 1 0 2.320e+01 5.900e-02
Kphotyield 25 10 1 0 2.500e+01 6.110e-02
Kphotyield 25 10 1 0 2.660e+01 3.642e-01
Kphotyield 25 10 1 0 3.150e+01 5.000e-04
Kphotyield 25 10 1 0 2.320e+01 5.090e-02
Kphotyield 25 10 1 0 5.340e+01 5.260e-02
Kphotyield 25 10 1 0 8.420e+01 2.437e-01
Kphotyield 25 11 2 1 6.545e+02 2.800e-03
Kphotyield 25 11 2 1 2.320e+01 1.900e-03
Kphotyield 25 11 2 1 2.500e+01 2.202e-01
Kphotyield 25 11 2 1 2.320e+01 9.000e-04
Kphotyield 25 11 2 1 5.340e+01 1.970e-01
Kphotyield 25 11 2 1 6.439e+02 9.800e-03
Kphotyield 25 11 2 1 2.320e+01 6.500e-03
Kphotyield 25 11 2 1 2.500e+01 4.607e-01
Kphotyield 25 11 2 1 2.320e+01 3.300e-03
Kphotyield 25 11 2 1 5.340e+01 7.960e-02
Kphotyield 25 11 2 0 1.093e+02 1.300e-03
Kphotyield 25 11 2 0 1.200e+02 2.500e-03
Kphotyield 25 11 2 0 7.870e+02 4.360e-02
Kphotyield 25 11 2 0 7.870e+02 2.180e-02
Kphotyield 25 11 2 0 2.500e+01 7.742e-01
Kphotyield 25 11 2 0 5.340e+01 3.868e-01
Kphotyield 25 11 1 0 6.034e+03 1.009e-01
Kphotyield 25 11 1 0 6.044e+03 2.018e-01
Kphotyield 25 11 1 0 6.711e+03 1.260e-02
Kphotyield 25 11 1 0 6.711e+03 6.300e-03
Kphotyield 25 11 1 0 1.074e+02 2.000e-04
Kphotyield 25 11 1 0 1.064e+02 4.000e-04
Kphotyield 25 11 1 0 1.180e+02 4.000e-04
Kphotyield 25 11 1 0 1.170e+02 9.000e-04
Kphotyield 25 11 1 0 7.916e+02 7.300e-03
Kphotyield 25 11 1 0 7.963e+02 1.120e-02
Kphotyield 25 11 1 0 8.200e+02 3.600e-03
Kphotyield 25 11 1 0 8.541e+02 5.400e-03
Kphotyield 25 11 1 0 6.545e+02 3.000e-04
Kphotyield 25 11 1 0 6.592e+02 7.000e-04
Kphotyield 25 11 1 0 6.634e+02 1.000e-03
Kphotyield 25 11 1 0 6.439e+02 2.000e-03
Kphotyield 25 11 1 0 6.486e+02 3.400e-03
Kphotyield 25 11 1 0 6.528e+02 1.990e-02
Kphotyield 25 11 1 0 2.320e+01 1.500e-03
Kphotyield 25 11 1 0 2.500e+01 1.190e-01
Kphotyield 25 11 1 0 2.660e+01 1.208e-01
Kphotyield 25 11 1 0 6.050e+01 2.479e-01
Kphotyield 25 11 1 0 2.320e+01 8.000e-04
Kphotyield 25 11 1 0 5.340e+01 3.760e-02
Kphotyield 25 11 1 0 8.420e+01 3.420e-02
Kphotyield 25 11 1 0 1.181e+02 4.920e-02
Kphotyield 25 12 2 1 6.592e+02 4.000e-03
Kphotyield 25 12 2 1 2.500e+01 4.000e-03
Kphotyield 25 12 2 1 2.660e+01 5.785e-01
Kphotyield 25 12 2 1 6.486e+02 5.910e-02
Kphotyield 25 12 2 1 2.500e+01 5.910e-02
Kphotyield 25 12 2 1 2.660e+01 1.276e+00
Kphotyield 25 12 2 0 1.074e+02 1.700e-03
Kphotyield 25 12 2 0 1.180e+02 3.300e-03
Kphotyield 25 12 2 0 7.916e+02 5.830e-02
Kphotyield 25 12 2 0 6.486e+02 2.000e-04
Kphotyield 25 12 2 0 2.500e+01 2.000e-04
Kphotyield 25 12 2 0 2.660e+01 1.251e+00
Kphotyield 25 12 1 0 6.046e+03 1.037e-01
Kphotyield 25 12 1 0 6.058e+03 2.073e-01
Kphotyield 25 12 1 0 6.731e+03 1.290e-02
Kphotyield 25 12 1 0 1.064e+02 3.000e-04
Kphotyield 25 12 1 0 1.054e+02 7.000e-04
Kphotyield 25 12 1 0 1.170e+02 6.000e-04
Kphotyield 25 12 1 0 1.160e+02 1.500e-03
Kphotyield 25 12 1 0 7.963e+02 1.090e-02
Kphotyield 25 12 1 0 8.314e+02 1.790e-02
Kphotyield 25 12 1 0 6.592e+02 4.000e-04
Kphotyield 25 12 1 0 6.634e+02 1.200e-03
Kphotyield 25 12 1 0 6.654e+02 1.200e-03
Kphotyield 25 12 1 0 6.486e+02 1.220e-02
Kphotyield 25 12 1 0 6.528e+02 1.530e-02
Kphotyield 25 12 1 0 6.549e+02 7.740e-02
Kphotyield 25 12 1 0 2.500e+01 1.270e-02
Kphotyield 25 12 1 0 2.660e+01 3.357e-01
Kphotyield 25 12 1 0 6.050e+01 1.440e-01
Kphotyield 25 13 2 1 6.634e+02 1.370e-02
Kphotyield 25 13 2 1 2.660e+01 1.370e-02
Kphotyield 25 13 2 1 6.050e+01 1.096e-01
Kphotyield 25 13 2 1 6.528e+02 8.470e-02
Kphotyield 25 13 2 1 2.660e+01 8.470e-02
Kphotyield 25 13 2 1 6.050e+01 6.765e-01
Kphotyield 25 13 2 0 1.064e+02 2.500e-03
Kphotyield 25 13 2 0 1.170e+02 5.100e-03
Kphotyield 25 13 2 0 7.963e+02 4.430e-02
