 1  1 1 0  1.360e+01  4.298e-01  5.475e+04  3.288e+01  2.963e+00  0.000e+00
 2  2 1 0  2.459e+01  5.996e+00  4.470e+03  2.199e+00  6.098e+00  0.000e+00
 2  1 1 0  5.442e+01  1.720e+00  1.369e+04  3.288e+01  2.963e+00  0.000e+00
 3  3 2 0  5.392e+00  3.466e+00  4.774e+01  2.035e+01  4.423e+00  0.000e+00
 3  3 1 0  6.439e+01  2.740e+01  1.564e+02  3.382e+01  1.490e+00  0.000e+00
 3  2 1 0  7.564e+01  2.006e+01  3.201e+02  7.391e+00  2.916e+00  0.000e+00
 3  1 1 0  1.225e+02  3.871e+00  6.083e+03  3.288e+01  2.963e+00  0.000e+00
 4  4 2 0  9.323e+00  3.427e+00  1.423e+03  2.708e+00  1.064e+01  0.000e+00
 4  4 1 0  1.193e+02  4.093e+01  1.306e+02  1.212e+02  1.348e+00  0.000e+00
 4  3 2 0  1.821e+01  6.685e+00  4.904e+01  3.419e+01  3.738e+00  0.000e+00
 4  3 1 0  1.299e+02  4.759e+01  9.796e+01  1.166e+03  1.022e+00  0.000e+00
 4  2 1 0  1.539e+02  1.760e+01  5.458e+02  1.719e+01  3.157e+00  0.000e+00
 4  1 1 0  2.177e+02  6.879e+00  3.422e+03  3.288e+01  2.963e+00  0.000e+00
 5  5 2 1  8.298e+00  6.658e+00  3.643e+02  9.500e+00  5.469e+00  5.608e-01
 5  5 2 0  1.405e+01  6.495e+00  1.525e+04  1.352e+00  1.218e+01  0.000e+00
 5  5 1 0  1.940e+02  6.155e+01  9.698e+01  7.354e+01  1.438e+00  0.000e+00
 5  4 2 0  2.516e+01  2.403e+00  1.530e+02  9.203e+00  9.374e+00  0.000e+00
 5  4 1 0  2.098e+02  5.984e+01  1.037e+02  7.915e+01  1.436e+00  0.000e+00
 5  3 2 0  3.793e+01  1.054e+01  4.273e+01  4.433e+01  3.501e+00  0.000e+00
 5  3 1 0  2.274e+02  6.592e+01  8.605e+01  1.906e+02  1.210e+00  0.000e+00
 5  2 1 0  2.594e+02  3.336e+01  2.846e+02  2.163e+01  2.624e+00  0.000e+00
 5  1 1 0  3.402e+02  1.075e+01  2.190e+03  3.288e+01  2.963e+00  0.000e+00
 6  6 2 1  1.126e+01  9.435e+00  1.152e+03  5.687e+00  6.336e+00  4.474e-01
 6  6 2 0  1.939e+01  1.026e+01  4.564e+03  1.568e+00  1.085e+01  0.000e+00
 6  6 1 0  2.910e+02  8.655e+01  7.421e+01  5.498e+01  1.503e+00  0.000e+00
 6  5 2 1  2.438e+01  1.094e+01  1.792e+02  3.308e+01  4.150e+00  5.276e-01
 6  5 2 0  3.047e+01  2.991e+00  1.184e+03  3.085e+00  1.480e+01  0.000e+00
 6  5 1 0  3.076e+02  9.113e+01  6.649e+01  9.609e+01  1.338e+00  0.000e+00
 6  4 2 0  4.789e+01  3.942e+00  1.219e+02  1.499e+01  7.489e+00  0.000e+00
 6  4 1 0  3.289e+02  8.370e+01  8.067e+01  7.471e+01  1.442e+00  0.000e+00
 6  3 2 0  6.449e+01  7.843e+00  7.109e+01  2.828e+01  4.754e+00  0.000e+00
 6  3 1 0  3.522e+02  8.412e+01  8.111e+01  7.459e+01  1.428e+00  0.000e+00
 6  2 1 0  3.921e+02  4.624e+01  2.344e+02  2.183e+01  2.581e+00  0.000e+00
 6  1 1 0  4.900e+02  1.548e+01  1.521e+03  3.288e+01  2.963e+00  0.000e+00
 7  7 2 1  1.453e+01  1.164e+01  1.029e+04  2.361e+00  8.821e+00  4.239e-01
 7  7 2 0  2.541e+01  1.482e+01  7.722e+02  2.306e+00  9.139e+00  0.000e+00
 7  7 1 0  4.048e+02  1.270e+02  4.748e+01  1.380e+02  1.252e+00  0.000e+00
 7  6 2 1  2.960e+01  1.827e+01  1.724e+02  8.893e+01  3.348e+00  4.209e-01
 7  6 2 0  3.796e+01  1.094e+01  7.483e+02  2.793e+00  9.956e+00  0.000e+00
 7  6 1 0  4.236e+02  1.242e+02  5.002e+01  9.100e+01  1.335e+00  0.000e+00
 7  5 2 1  4.745e+01  1.925e+01  9.400e+01  1.152e+02  3.194e+00  5.496e-01
 7  5 2 0  5.545e+01  5.853e+00  1.908e+02  6.264e+00  9.711e+00  0.000e+00
 7  5 1 0  4.473e+02  1.220e+02  5.235e+01  9.428e+01  1.335e+00  0.000e+00
 7  4 2 0  7.747e+01  6.225e+00  1.110e+02  1.733e+01  6.719e+00  0.000e+00
 7  4 1 0  4.753e+02  1.070e+02  7.046e+01  5.342e+01  1.552e+00  0.000e+00
 7  3 2 0  9.789e+01  1.862e+01  3.447e+01  4.231e+01  3.606e+00  0.000e+00
 7  3 1 0  5.043e+02  1.060e+02  7.304e+01  5.547e+01  1.538e+00  0.000e+00
 7  2 1 0  5.521e+02  6.943e+01  1.519e+02  2.627e+01  2.315e+00  0.000e+00
 7  1 1 0  6.671e+02  2.108e+01  1.117e+03  3.288e+01  2.963e+00  0.000e+00
 8  8 2 1  1.362e+01  1.391e+01  1.220e+05  1.364e+00  1.140e+01  4.103e-01
 8  8 2 0  2.848e+01  1.994e+01  2.415e+02  3.241e+00  8.037e+00  0.000e+00
 8  8 1 0  5.380e+02  1.774e+02  3.237e+01  3.812e+02  1.083e+00  0.000e+00
 8  7 2 1  3.512e+01  1.745e+01  5.186e+02  1.728e+01  4.995e+00  2.182e-02
 8  7 2 0  4.599e+01  1.759e+01  1.962e+02  4.020e+00  7.999e+00  0.000e+00
 8  7 1 0  5.581e+02  1.690e+02  3.584e+01  1.894e+02  1.185e+00  0.000e+00
 8  6 2 1  5.494e+01  2.067e+01  2.318e+02  7.136e+01  3.618e+00  5.538e-02
 8  6 2 0  6.551e+01  1.594e+01  1.217e+02  6.156e+00  7.271e+00  0.000e+00
 8  6 1 0  5.840e+02  1.620e+02  3.939e+01  1.104e+02  1.289e+00  0.000e+00
 8  5 2 1  7.741e+01  1.937e+01  1.619e+02  7.312e+01  3.648e+00  3.760e-02
 8  5 2 0  8.737e+01  7.942e+00  1.063e+02  9.708e+00  8.183e+00  0.000e+00
 8  5 1 0  6.144e+02  1.593e+02  4.123e+01  1.141e+02  1.287e+00  0.000e+00
 8  4 2 0  1.139e+02  8.467e+00  9.641e+01  2.287e+01  6.061e+00  0.000e+00
 8  4 1 0  6.491e+02  1.377e+02  5.735e+01  5.486e+01  1.540e+00  0.000e+00
 8  3 2 0  1.381e+02  9.141e+00  6.896e+01  3.896e+01  4.943e+00  0.000e+00
 8  3 1 0  6.837e+02  1.354e+02  6.029e+01  5.682e+01  1.533e+00  0.000e+00
 8  2 1 0  7.393e+02  8.709e+01  1.329e+02  2.535e+01  2.336e+00  0.000e+00
 8  1 1 0  8.714e+02  2.754e+01  8.554e+02  3.288e+01  2.963e+00  0.000e+00
 9  9 2 1  1.742e+01  1.658e+01  2.775e+05  1.242e+00  1.249e+01  3.857e-01
 9  9 2 0  3.786e+01  2.568e+01  1.097e+02  4.297e+00  7.303e+00  0.000e+00
 9  9 1 0  6.940e+02  2.390e+02  2.295e+01  1.257e+03  9.638e-01  0.000e+00
 9  8 2 1  3.497e+01  2.658e+01  2.649e+02  5.000e+01  4.000e+00  3.000e-01
 9  8 2 0  5.459e+01  2.882e+01  2.439e+01  2.600e+01  4.500e+00  0.000e+00
 9  8 1 0  7.122e+02  1.660e+02  4.798e+01  5.000e+01  1.650e+00  0.000e+00
 9  7 2 1  6.271e+01  2.744e+01  2.458e+02  7.329e+01  3.596e+00  1.390e-01
 9  7 2 0  7.610e+01  2.307e+01  7.140e+01  7.282e+00  6.543e+00  0.000e+00
 9  7 1 0  7.392e+02  2.055e+02  3.144e+01  1.230e+02  1.263e+00  0.000e+00
 9  6 2 1  8.714e+01  2.292e+01  3.005e+02  5.000e+01  4.000e+00  3.000e-01
 9  6 2 0  9.957e+01  2.629e+01  3.563e+01  2.600e+01  4.500e+00  0.000e+00
 9  6 1 0  7.709e+02  1.603e+02  5.302e+01  5.000e+01  1.650e+00  0.000e+00
 9  5 2 1  1.142e+02  2.528e+01  1.419e+02  7.089e+01  3.628e+00  3.418e-01
 9  5 2 0  1.262e+02  1.889e+01  7.149e+01  1.194e+01  6.030e+00  0.000e+00
 9  5 1 0  8.091e+02  1.925e+02  3.680e+01  7.933e+01  1.377e+00  0.000e+00
 9  4 2 0  1.572e+02  1.146e+01  8.453e+01  2.457e+01  5.771e+00  0.000e+00
 9  4 1 0  8.502e+02  1.737e+02  4.668e+01  5.876e+01  1.511e+00  0.000e+00
 9  3 2 0  1.852e+02  6.423e+00  8.497e+01  6.075e+01  5.214e+00  0.000e+00
 9  3 1 0  8.905e+02  1.711e+02  4.890e+01  6.137e+01  1.501e+00  0.000e+00
 9  2 1 0  9.539e+02  1.131e+02  1.039e+02  2.657e+01  2.255e+00  0.000e+00
 9  1 1 0  1.103e+03  3.485e+01  6.759e+02  3.288e+01  2.963e+00  0.000e+00
10 10 2 1  2.156e+01  2.000e+01  1.691e+04  2.442e+00  1.043e+01  3.345e-01
10 10 2 0  4.847e+01  3.204e+01  5.615e+01  5.808e+00  6.678e+00  0.000e+00
10 10 1 0  8.701e+02  3.144e+02  1.664e+01  2.042e+05  8.450e-01  0.000e+00
10  9 2 1  4.096e+01  3.428e+01  2.766e+02  4.179e+01  4.029e+00  3.052e-01
10  9 2 0  6.374e+01  3.187e+01  4.025e+01  8.495e+00  6.038e+00  0.000e+00
10  9 1 0  8.831e+02  2.452e+02  2.783e+01  6.075e+01  1.420e+00  0.000e+00
10  8 2 1  6.346e+01  3.485e+01  2.451e+02  6.937e+01  3.645e+00  2.042e-01
10  8 2 0  8.721e+01  3.192e+01  3.797e+01  1.054e+01  5.652e+00  0.000e+00
10  8 1 0  9.131e+02  2.387e+02  2.943e+01  6.525e+01  1.424e+00  0.000e+00
10  7 2 1  9.712e+01  3.494e+01  2.214e+02  7.203e+01  3.563e+00  2.573e-01
10  7 2 0  1.132e+02  3.092e+01  4.190e+01  1.139e+01  5.554e+00  0.000e+00
10  7 1 0  9.480e+02  2.360e+02  3.027e+01  6.734e+01  1.422e+00  0.000e+00
10  6 2 1  1.262e+02  3.316e+01  1.962e+02  7.397e+01  3.563e+00  2.895e-01
10  6 2 0  1.415e+02  2.615e+01  5.421e+01  1.117e+01  5.907e+00  0.000e+00
10  6 1 0  9.873e+02  2.343e+02  3.097e+01  6.907e+01  1.416e+00  0.000e+00
10  5 2 1  1.579e+02  2.740e+01  1.717e+02  6.423e+01  3.819e+00  1.680e-01
10  5 2 0  1.719e+02  2.496e+01  5.575e+01  1.427e+01  5.562e+00  0.000e+00
10  5 1 0  1.031e+03  2.308e+02  3.232e+01  7.167e+01  1.411e+00  0.000e+00
10  4 2 0  2.073e+02  2.822e+01  4.978e+01  2.600e+01  4.500e+00  0.000e+00
10  4 1 0  1.078e+03  1.886e+02  5.011e+01  5.000e+01  1.650e+00  0.000e+00
10  3 2 0  2.391e+02  2.859e+01  2.897e+01  3.836e+01  3.992e+00  0.000e+00
10  3 1 0  1.125e+03  2.193e+02  3.719e+01  8.181e+01  1.396e+00  0.000e+00
10  2 1 0  1.196e+03  1.586e+02  6.695e+01  3.352e+01  2.002e+00  0.000e+00
10  1 1 0  1.362e+03  4.304e+01  5.475e+02  3.288e+01  2.963e+00  0.000e+00
11 11 3 0  5.139e+00  5.968e+00  1.460e+00  2.557e+07  3.789e+00  0.000e+00
11 11 2 1  3.814e+01  3.655e+01  2.486e+02  3.222e+02  3.570e+00  1.465e-01
11 11 2 0  7.084e+01  4.537e+01  1.142e+01  2.395e+02  3.380e+00  0.000e+00
11 11 1 0  1.079e+03  4.216e+02  1.119e+01  5.642e+07  7.736e-01  0.000e+00
11 10 2 1  4.729e+01  3.911e+01  3.551e+02  2.257e+01  4.643e+00  2.900e-01
11 10 2 0  7.347e+01  3.939e+01  2.629e+01  1.103e+01  5.618e+00  0.000e+00
11 10 1 0  1.074e+03  3.266e+02  1.889e+01  2.527e+02  1.120e+00  0.000e+00
11  9 2 1  7.162e+01  3.957e+01  2.748e+02  5.000e+01  4.000e+00  3.000e-01
11  9 2 0  9.945e+01  4.130e+01  1.933e+01  2.600e+01  4.500e+00  0.000e+00
11  9 1 0  1.110e+03  2.426e+02  3.466e+01  5.000e+01  1.650e+00  0.000e+00
11  8 2 1  9.892e+01  4.314e+01  2.232e+02  8.352e+01  3.511e+00  1.644e-01
11  8 2 0  1.269e+02  3.807e+01  3.144e+01  1.250e+01  5.405e+00  0.000e+00
11  8 1 0  1.143e+03  2.841e+02  2.551e+01  6.977e+01  1.414e+00  0.000e+00
11  7 2 1  1.384e+02  3.523e+01  3.028e+02  5.000e+01  4.000e+00  3.000e-01
11  7 2 0  1.567e+02  3.868e+01  2.607e+01  2.600e+01  4.500e+00  0.000e+00
11  7 1 0  1.185e+03  2.360e+02  3.753e+01  5.000e+01  1.650e+00  0.000e+00
11  6 2 1  1.722e+02  4.212e+01  1.650e+02  9.649e+01  3.367e+00  2.182e-01
11  6 2 0  1.899e+02  3.303e+01  4.218e+01  1.377e+01  5.458e+00  0.000e+00
11  6 1 0  1.230e+03  2.806e+02  2.654e+01  7.237e+01  1.405e+00  0.000e+00
11  5 2 1  2.085e+02  3.552e+01  1.374e+02  7.062e+01  3.675e+00  1.613e-01
11  5 2 0  2.244e+02  2.947e+01  4.802e+01  1.621e+01  5.395e+00  0.000e+00
11  5 1 0  1.281e+03  2.777e+02  2.745e+01  7.512e+01  1.397e+00  0.000e+00
11  4 2 0  2.642e+02  2.097e+01  6.127e+01  2.644e+01  5.246e+00  0.000e+00
11  4 1 0  1.335e+03  2.464e+02  3.613e+01  4.968e+01  1.579e+00  0.000e+00
11  3 2 0  2.999e+02  1.758e+01  4.531e+01  4.549e+01  4.689e+00  0.000e+00
11  3 1 0  1.386e+03  2.406e+02  3.850e+01  5.198e+01  1.575e+00  0.000e+00
11  2 1 0  1.465e+03  2.268e+02  3.995e+01  5.315e+01  1.678e+00  0.000e+00
11  1 1 0  1.649e+03  5.211e+01  4.525e+02  3.288e+01  2.963e+00  0.000e+00
12 12 3 0  7.646e+00  9.393e+00  3.034e+00  2.625e+07  3.923e+00  0.000e+00
12 12 2 1  5.490e+01  4.937e+01  2.023e+02  1.079e+04  2.960e+00  1.463e-02
