   Dtype Element Ion lvl    ion_pot         ex    g rad_rate         config islp ilv
LevMacro       8   4  89  -4.406961 176.677750  2.0    1e-09 2s_2p_4p_4P0.5  410   4
LevMacro       8   4  90  -4.397042 176.687669  4.0    1e-09 2s_2p_4p_4P1.5  410   4
LevMacro       8   4  91  -4.383652 176.701059  6.0    1e-09 2s_2p_4p_4P2.5  410   4
LevMacro       8   4  92  -4.939476 176.145235  4.0    1e-09 2s_2p_4p_2D1.5  220   6
LevMacro       8   4  93  -4.912199 176.172511  6.0    1e-09 2s_2p_4p_2D2.5  220   6
LevMacro       8   4  94  -5.289113 175.795597  2.0    1e-09 2s_2p_3d_2P0.5  211   9
LevMacro       8   4  95  -5.286386 175.798325  4.0    1e-09 2s_2p_3d_2P1.5  211   9
LevMacro       8   4  96  -3.660944 177.423767  4.0    1e-09 2s_2p_4d_4F1.5  431   2
LevMacro       8   4  97  -3.652265 177.432446  6.0    1e-09 2s_2p_4d_4F2.5  431   2
LevMacro       8   4  98  -3.639495 177.445216  8.0    1e-09 2s_2p_4d_4F3.5  431   2
LevMacro       8   4  99  -3.622261 177.462450 10.0    1e-09 2s_2p_4d_4F4.5  431   2
LevMacro       8   4 100  -4.027195 177.057515  2.0    1e-09 2s_2p_4d_4D0.5  421   2
LevMacro       8   4 101  -4.027195 177.057515  4.0    1e-09 2s_2p_4d_4D1.5  421   2
LevMacro       8   4 102  -4.019384 177.065327  6.0    1e-09 2s_2p_4d_4D2.5  421   2
LevMacro       8   4 103  -4.008969 177.075741  8.0    1e-09 2s_2p_4d_4D3.5  421   2
LevMacro       8   4 104  -3.856840 177.227871  6.0    1e-09 2s_2p_4d_4P2.5  411   4
LevMacro       8   4 105  -3.840350 177.244361  4.0    1e-09 2s_2p_4d_4P1.5  411   4
LevMacro       8   4 106  -3.832043 177.252668  2.0    1e-09 2s_2p_4d_4P0.5  411   4
LevMacro       8   4 107  -3.773063 177.311647  4.0    1e-09 2s_2p_4f_4F1.5  430   1
LevMacro       8   4 108  -3.771427 177.313284  6.0    1e-09 2s_2p_4f_4F2.5  430   1
LevMacro       8   4 109  -3.767596 177.317115  8.0    1e-09 2s_2p_4f_4F3.5  430   1
LevMacro       8   4 110  -3.764347 177.320363  6.0    1e-09 2s_2p_4f_2F2.5  230   1
LevMacro       8   4 111  -3.761136 177.323575 10.0    1e-09 2s_2p_4f_4F4.5  430   1
LevMacro       8   4 112  -3.757528 177.327183  8.0    1e-09 2s_2p_4f_2F3.5  230   1
LevMacro       8   4 113  -4.254088 176.830623  2.0    1e-09 2s_2p_4p_2S0.5  200   5
LevMacro       8   4 114  -3.363008 177.721702  2.0    1e-09   2p2_3p_2S0.5  201   1
LevMacro       8   4 115  -3.812949 177.271761  4.0    1e-09 2s_2p_4d_2D1.5  221   3
LevMacro       8   4 116  -3.802907 177.281804  6.0    1e-09 2s_2p_4d_2D2.5  221   3
LevMacro       8   4 117  -3.477694 177.607016  8.0    1e-09 2s_2p_4f_4D3.5  420   3
LevMacro       8   4 118  -3.463684 177.621027  6.0    1e-09 2s_2p_4f_4D2.5  420   3
LevMacro       8   4 119  -3.455203 177.629507  4.0    1e-09 2s_2p_4f_4D1.5  420   3
LevMacro       8   4 120  -3.448533 177.636178  2.0    1e-09 2s_2p_4f_4D0.5  420   3
LevMacro       8   4 121  -3.477818 177.606892  6.0    1e-09 2s_2p_4f_4G2.5  440   1
LevMacro       8   4 122  -3.468891 177.615819  8.0    1e-09 2s_2p_4f_4G3.5  440   1
LevMacro       8   4 123  -3.455501 177.629210 10.0    1e-09 2s_2p_4f_4G4.5  440   1
LevMacro       8   4 124  -3.437523 177.647188 12.0    1e-09 2s_2p_4f_4G5.5  440   1
LevMacro       8   4 125  -3.437114 177.647597  6.0    1e-09 2s_2p_4f_2D2.5  220   7
LevMacro       8   4 126  -3.419769 177.664942  4.0    1e-09 2s_2p_4f_2D1.5  220   7
LevMacro       8   4 127  -3.440387 177.644323  8.0    1e-09 2s_2p_4f_2G3.5  240   1
LevMacro       8   4 128  -3.413644 177.671067 10.0    1e-09 2s_2p_4f_2G4.5  240   1
LevMacro       8   4 129  -3.724548 177.360163  2.0    1e-09   2p2_3s_2P0.5  210   4
LevMacro       8   4 130  -3.482158 177.602553  6.0    1e-09 2s_2p_4d_2F2.5  231   3
LevMacro       8   4 131  -3.699999 177.384712  4.0    1e-09   2p2_3s_2P1.5  210   4
LevMacro       8   4 132  -3.459840 177.624870  8.0    1e-09 2s_2p_4d_2F3.5  231   3
LevMacro       8   4 133  -3.305479 177.779231  4.0    1e-09 2s_2p_4d_2P1.5  211  10
LevMacro       8   4 134  -3.287006 177.797705  2.0    1e-09 2s_2p_4d_2P0.5  211  10
LevMacro       8   4 135  -2.278389 178.806322  2.0    1e-09   2p2_3p_4D0.5  421   3
LevMacro       8   4 136  -2.655551 178.429160  4.0    1e-09   2p2_3p_4D1.5  421   3
LevMacro       8   4 137  -2.641292 178.443418  6.0    1e-09   2p2_3p_4D2.5  421   3
LevMacro       8   4 138  -2.622695 178.462016  8.0    1e-09   2p2_3p_4D3.5  421   3
LevMacro       8   4 139  -3.011387 178.073324  4.0    1e-09   2p2_3s_2D1.5  220   8
LevMacro       8   4 140  -3.009651 178.075059  6.0    1e-09   2p2_3s_2D2.5  220   8
LevMacro       8   4 141  -2.213173 178.871538  2.0    1e-09   2p2_3p_4P0.5  411   5
LevMacro       8   4 142  -2.207221 178.877489  4.0    1e-09   2p2_3p_4P1.5  411   5
LevMacro       8   4 143  -2.192839 178.891872  6.0    1e-09   2p2_3p_4P2.5  411   5
LevMacro       8   4 144  -1.105988 179.978723  4.0    1e-09   2p2_3p_2D1.5  221   4
LevMacro       8   4 145  -1.109583 179.975128  6.0    1e-09   2p2_3p_2D2.5  221   4
LevMacro       8   4 146  -0.012565 181.072146  4.0    1e-09   2p2_3p_2P1.5  211  11
LevMacro       8   4 147  -0.009093 181.075617  2.0    1e-09   2p2_3p_2P0.5  211  11
LevMacro       8   4 148  -0.929805 180.154906  4.0    1e-09   2p2_3p_4S1.5  401   2
LevMacro       8   4 149   1.166531 182.251242  4.0    1e-09   2p2_3d_4F1.5  430   2
LevMacro       8   4 150   1.175582 182.260293  6.0    1e-09   2p2_3d_4F2.5  430   2
LevMacro       8   4 151   1.188228 182.272939  8.0    1e-09   2p2_3d_4F3.5  430   2
LevMacro       8   4 152   1.204842 182.289553 10.0    1e-09   2p2_3d_4F4.5  430   2
LevMacro       8   4 153   1.483560 182.568271  6.0    1e-09   2p2_3p_2F2.5  231   4
LevMacro       8   4 154   1.493355 182.578066  8.0    1e-09   2p2_3p_2F3.5  231   4
LevMacro       8   4 155   1.627011 182.711722  4.0    1e-09   2p2_3d_2P1.5  210   5
LevMacro       8   4 156   1.651808 182.736519  2.0    1e-09   2p2_3d_2P0.5  210   5
LevMacro       8   4 157   1.798854 182.883565  2.0    1e-09   2p2_3d_4D0.5  420   4
LevMacro       8   4 158   1.800838 182.885548  4.0    1e-09   2p2_3d_4D1.5  420   4
LevMacro       8   4 159   1.804929 182.889640  6.0    1e-09   2p2_3d_4D2.5  420   4
LevMacro       8   4 160   1.811624 182.896335  8.0    1e-09   2p2_3d_4D3.5  420   4
LevMacro       8   4 161   2.222758 183.307469  6.0    1e-09   2p2_3d_2F2.5  230   2
LevMacro       8   4 162   2.253259 183.337969  8.0    1e-09   2p2_3d_2F3.5  230   2
LevMacro       8   4 163   2.381087 183.465798  6.0    1e-09   2p2_3d_4P2.5  410   5
LevMacro       8   4 164   2.392865 183.477576  4.0    1e-09   2p2_3d_4P1.5  410   5
LevMacro       8   4 165   2.399809 183.484519  2.0    1e-09   2p2_3d_4P0.5  410   5
LevMacro       8   4 166   3.079742 184.164452  6.0    1e-09   2p2_3p_2D2.5  221   4
LevMacro       8   4 167   3.081601 184.166312  4.0    1e-09   2p2_3p_2D1.5  221   4
LevMacro       8   4 168   3.312833 184.397544  2.0    1e-09 2s_2p_4s_2P0.5  211  12
LevMacro       8   4 169   3.322008 184.406719  4.0    1e-09 2s_2p_4s_2P1.5  211  12
LevMacro       8   4 170   4.068397 185.153108  8.0    1e-09   2p2_3d_2G3.5  240   2
