CSTREN Line   8   3 883564.000000  0.000001  1  3    0.000000   0.014035   1   2   1   2  1.033e-03  1.000e-06  1.000e-06  36   2  3.124e+01
SCT      0.000e+00  1.925e-02  2.411e-02  3.017e-02  3.767e-02  4.698e-02  5.843e-02  7.246e-02  8.955e-02  1.102e-01  1.349e-01  1.640e-01  1.981e-01  2.372e-01  2.813e-01  3.302e-01  3.829e-01  4.386e-01  4.959e-01  5.532e-01  6.092e-01  6.624e-01  7.119e-01  7.567e-01  7.965e-01  8.314e-01  8.983e-01  9.464e-01  9.725e-01  9.888e-01  9.944e-01  9.972e-01  9.989e-01  9.994e-01  9.997e-01  1.000e+00
SCUPS    6.702e-01  6.350e-01  6.260e-01  6.150e-01  6.020e-01  5.870e-01  5.720e-01  5.570e-01  5.430e-01  5.320e-01  5.240e-01  5.200e-01  5.170e-01  5.150e-01  5.140e-01  5.130e-01  5.140e-01  5.160e-01  5.200e-01  5.260e-01  5.340e-01  5.420e-01  5.500e-01  5.550e-01  5.590e-01  5.610e-01  5.620e-01  5.880e-01  5.660e-01  4.450e-01  3.300e-01  2.280e-01  1.280e-01  7.840e-02  4.670e-02  1.000e-06
CSTREN Line   8   3 4932.603000  0.000001  1  5    0.000000   2.513583   1   4   1   4  2.083e-01  1.000e-06  1.290e-05  36   2  1.549e-01
SCT      0.000e+00  1.925e-02  2.411e-02  3.017e-02  3.767e-02  4.698e-02  5.843e-02  7.246e-02  8.955e-02  1.102e-01  1.349e-01  1.640e-01  1.981e-01  2.372e-01  2.813e-01  3.302e-01  3.829e-01  4.386e-01  4.959e-01  5.532e-01  6.092e-01  6.624e-01  7.119e-01  7.567e-01  7.965e-01  8.314e-01  8.983e-01  9.464e-01  9.725e-01  9.888e-01  9.944e-01  9.972e-01  9.989e-01  9.994e-01  9.997e-01  1.000e+00
SCUPS    2.300e-01  2.320e-01  2.320e-01  2.330e-01  2.330e-01  2.340e-01  2.360e-01  2.380e-01  2.390e-01  2.390e-01  2.390e-01  2.370e-01  2.340e-01  2.310e-01  2.280e-01  2.250e-01  2.230e-01  2.230e-01  2.270e-01  2.320e-01  2.400e-01  2.490e-01  2.580e-01  2.670e-01  2.740e-01  2.800e-01  3.070e-01  2.970e-01  2.710e-01  2.080e-01  1.530e-01  1.050e-01  5.860e-02  3.590e-02  2.130e-02  1.290e-05
CSTREN Line   8   3 832.929000  0.108900  1  3    0.000000  14.885401   1   7   1   7  1.119e+00  1.089e-01  4.772e-01  15   1  1.105e+00
SCT      0.000e+00  8.388e-02  1.852e-01  3.102e-01  4.680e-01  6.742e-01  7.909e-01  8.670e-01  9.226e-01  9.451e-01  9.587e-01  9.694e-01  9.746e-01  9.784e-01  1.000e+00
SCUPS    4.681e-01  4.882e-01  5.380e-01  5.606e-01  5.806e-01  6.085e-01  6.281e-01  6.357e-01  6.261e-01  6.129e-01  5.982e-01  5.691e-01  5.524e-01  5.398e-01  4.772e-01
CSTREN Line   8   3 702.337000  0.135600  1  3    0.000000  17.653190   1  11   1  11  1.324e+00  1.356e-01  5.100e-01  15   1  1.100e+00
SCT      0.000e+00  7.562e-02  1.690e-01  2.871e-01  4.416e-01  6.522e-01  7.761e-01  8.585e-01  9.192e-01  9.435e-01  9.581e-01  9.694e-01  9.748e-01  9.787e-01  1.000e+00
SCUPS    4.410e-01  4.576e-01  4.981e-01  5.188e-01  5.382e-01  5.696e-01  5.920e-01  6.054e-01  6.139e-01  6.156e-01  6.056e-01  5.834e-01  5.675e-01  5.572e-01  5.100e-01
CSTREN Line   8   3 507.388000  0.183900  1  3    0.000000  24.435894   1  14   1  14  1.888e+00  1.839e-01  4.331e-01  15   1  1.100e+00
SCT      0.000e+00  5.432e-02  1.251e-01  2.212e-01  3.593e-01  5.743e-01  7.179e-01  8.211e-01  9.006e-01  9.327e-01  9.515e-01  9.658e-01  9.723e-01  9.769e-01  1.000e+00
SCUPS    2.795e-01  2.943e-01  3.272e-01  3.511e-01  3.709e-01  3.928e-01  4.062e-01  4.215e-01  4.460e-01  4.608e-01  4.609e-01  4.514e-01  4.436e-01  4.391e-01  4.331e-01
CSTREN Line   8   3 374.004000  0.075260  1  3    0.000000  33.150716   1  17   1  17  2.467e+00  7.526e-02  1.220e-01  15   1  1.100e+00
SCT      0.000e+00  4.213e-02  9.879e-02  1.790e-01  3.016e-01  5.117e-01  6.667e-01  7.863e-01  8.828e-01  9.223e-01  9.454e-01  9.624e-01  9.701e-01  9.753e-01  1.000e+00
SCUPS    1.769e-01  1.657e-01  1.434e-01  1.230e-01  1.062e-01  8.160e-02  6.278e-02  5.013e-02  4.756e-02  5.362e-02  6.171e-02  7.148e-02  7.751e-02  8.251e-02  1.220e-01
CSTREN Line   8   3 366.191000  0.000010  1  3    0.000000  33.857951   1  19   1  19  2.539e+00  1.016e-05  1.601e-05  15   4  1.100e+00
SCT      0.000e+00  4.099e-02  9.627e-02  1.749e-01  2.957e-01  5.048e-01  6.609e-01  7.822e-01  8.807e-01  9.211e-01  9.446e-01  9.621e-01  9.698e-01  9.751e-01  1.000e+00
SCUPS    1.177e+00  1.077e+00  9.378e-01  7.454e-01  5.173e-01  2.499e-01  1.210e-01  5.324e-02  1.703e-02  7.296e-03  3.300e-03  1.366e-03  8.262e-04  5.694e-04  1.601e-05
CSTREN Line   8   3 340.133000  0.000001  1  5    0.000000  36.451912   1  25   1  25  2.701e+00  1.000e-06  5.450e-02  15   2  2.712e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    1.087e-01  1.050e-01  1.060e-01  9.770e-02  8.450e-02  6.350e-02  4.810e-02  3.700e-02  3.060e-02  3.100e-02  3.450e-02  4.060e-02  4.480e-02  4.820e-02  5.450e-02
CSTREN Line   8   3 332.842000  0.000001  1  5    0.000000  37.250338   1  30   1  30  2.792e+00  1.000e-06  1.940e-02  15   2  2.624e-01
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    3.453e-02  3.630e-02  4.490e-02  4.890e-02  4.810e-02  3.910e-02  3.020e-02  2.290e-02  1.710e-02  1.530e-02  1.500e-02  1.590e-02  1.690e-02  1.770e-02  1.940e-02
CSTREN Line   8   3 305.596000  0.500400  1  3    0.000000  40.571471   1  38   1  38  3.037e+00  5.004e-01  6.591e-01  15   1  1.100e+00
SCT      0.000e+00  3.451e-02  8.184e-02  1.508e-01  2.604e-01  4.621e-01  6.231e-01  7.549e-01  8.662e-01  9.126e-01  9.397e-01  9.594e-01  9.681e-01  9.739e-01  1.000e+00
SCUPS    9.548e-02  9.806e-02  1.076e-01  1.122e-01  1.174e-01  1.277e-01  1.481e-01  1.886e-01  2.699e-01  3.364e-01  3.904e-01  4.371e-01  4.629e-01  4.844e-01  6.591e-01
CSTREN Line   8   3 303.413000  0.142100  1  3    0.000000  40.863418   1  42   1  42  3.056e+00  1.421e-01  1.860e-01  15   1  1.100e+00
SCT      0.000e+00  3.430e-02  8.137e-02  1.500e-01  2.592e-01  4.606e-01  6.217e-01  7.539e-01  8.656e-01  9.123e-01  9.395e-01  9.593e-01  9.681e-01  9.739e-01  1.000e+00
SCUPS    2.729e-02  2.916e-02  3.468e-02  3.814e-02  4.094e-02  4.411e-02  4.895e-02  5.919e-02  8.108e-02  9.918e-02  1.137e-01  1.266e-01  1.332e-01  1.388e-01  1.860e-01
CSTREN Line   8   3 300.500000  0.000181  1  3    0.000000  41.259550   1  45   1  45  3.101e+00  1.814e-04  2.340e-04  15   4  1.100e+00
SCT      0.000e+00  3.382e-02  8.029e-02  1.481e-01  2.565e-01  4.571e-01  6.185e-01  7.516e-01  8.644e-01  9.116e-01  9.390e-01  9.591e-01  9.679e-01  9.738e-01  1.000e+00
