PhotMacS  8  8  1 1   870.764343  109
PhotMac     870.7644   9.8500e-20
PhotMac     892.8078   9.2140e-20
PhotMac     915.4093   8.6190e-20
PhotMac     938.5830   8.0590e-20
PhotMac     962.3435   7.5340e-20
PhotMac     986.7049   7.0440e-20
PhotMac    1011.6837   6.5830e-20
PhotMac    1037.2945   6.1520e-20
PhotMac    1063.5542   5.7480e-20
PhotMac    1090.4782   5.3690e-20
PhotMac    1118.0832   5.0160e-20
PhotMac    1146.3882   4.6830e-20
PhotMac    1175.4092   4.3730e-20
PhotMac    1205.1648   4.0830e-20
PhotMac    1235.6738   3.8090e-20
PhotMac    1266.9542   3.5560e-20
PhotMac    1299.0280   3.3170e-20
PhotMac    1331.9124   3.0950e-20
PhotMac    1365.6306   2.8880e-20
PhotMac    1400.2013   2.6920e-20
PhotMac    1435.6469   2.5110e-20
PhotMac    1471.9918   2.3410e-20
PhotMac    1509.2550   2.1830e-20
PhotMac    1547.4612   2.0340e-20
PhotMac    1586.6361   1.8950e-20
PhotMac    1626.8014   1.7660e-20
PhotMac    1667.9845   1.6450e-20
PhotMac    1710.2098   1.5320e-20
PhotMac    1753.5044   1.4270e-20
PhotMac    1797.8944   1.3290e-20
PhotMac    1843.4081   1.2370e-20
PhotMac    1890.0743   1.1520e-20
PhotMac    1937.9214   1.0720e-20
PhotMac    1986.9808   9.9780e-21
PhotMac    2037.2811   9.2860e-21
PhotMac    2088.8548   8.6390e-21
PhotMac    2141.7347   8.0370e-21
PhotMac    2195.9534   7.4770e-21
PhotMac    2251.5435   6.9530e-21
PhotMac    2308.5419   6.4660e-21
PhotMac    2366.9824   6.0120e-21
PhotMac    2426.9032   5.5890e-21
PhotMac    2488.3411   5.1950e-21
PhotMac    2551.3341   4.8300e-21
PhotMac    2615.9203   4.4870e-21
PhotMac    2682.1433   4.1700e-21
PhotMac    2750.0425   3.8750e-21
PhotMac    2819.6601   3.6000e-21
PhotMac    2891.0397   3.3440e-21
PhotMac    2964.2261   3.1050e-21
PhotMac    3039.2669   2.8840e-21
PhotMac    3116.2057   2.6780e-21
PhotMac    3195.0929   2.4860e-21
PhotMac    3275.9774   2.3080e-21
PhotMac    3358.9095   2.1420e-21
PhotMac    3443.9397   1.9870e-21
PhotMac    3531.1236   1.8450e-21
PhotMac    3620.5144   1.7130e-21
PhotMac    3712.1691   1.5890e-21
PhotMac    3806.1423   1.4740e-21
PhotMac    3902.4951   1.3670e-21
PhotMac    4001.2874   1.2680e-21
PhotMac    4102.5804   1.1760e-21
PhotMac    4206.4381   1.0900e-21
PhotMac    4312.9231   1.0110e-21
PhotMac    4422.1060   9.3720e-22
PhotMac    4534.0523   8.6870e-22
PhotMac    4648.8326   8.0530e-22
PhotMac    4766.5192   7.4620e-22
PhotMac    4887.1826   6.9160e-22
PhotMac    5010.9033   6.4080e-22
PhotMac    5137.7546   5.9370e-22
PhotMac    5267.8182   5.5020e-22
PhotMac    5401.1730   5.0950e-22
PhotMac    5537.9048   4.7200e-22
PhotMac    5678.0965   4.3720e-22
PhotMac    5821.8379   4.0480e-22
PhotMac    5969.2189   3.7480e-22
PhotMac    6120.3305   3.4700e-22
PhotMac    6275.2681   3.2120e-22
PhotMac    6434.1268   2.9750e-22
PhotMac    6597.0087   2.7530e-22
PhotMac    6764.0118   2.5480e-22
PhotMac    6935.2435   2.3580e-22
PhotMac    7110.8100   2.1830e-22
PhotMac    7290.8201   2.0190e-22
PhotMac    7475.3895   1.8690e-22
PhotMac    7664.6284   1.7280e-22
PhotMac    7858.6605   1.5980e-22
PhotMac    8057.6043   1.4790e-22
PhotMac    8261.5822   1.3670e-22
PhotMac    8470.7262   1.2650e-22
PhotMac    8685.1615   1.1690e-22
PhotMac    8905.0281   1.0810e-22
PhotMac    9130.4608   9.9970e-23
PhotMac    9361.5957   9.2410e-23
PhotMac    9598.5919   8.5420e-23
PhotMac    9841.5787   7.8950e-23
PhotMac   10090.7221   7.2970e-23
PhotMac   10346.1690   6.7440e-23
PhotMac   13312.1592   3.0561e-23
PhotMac   17128.4254   1.3849e-23
PhotMac   22038.7205   6.2755e-24
PhotMac   28356.6756   2.8437e-24
PhotMac   36485.8318   1.2886e-24
PhotMac   46945.4157   5.8395e-25
PhotMac   60403.5031   2.6462e-25
PhotMac   77719.6906   1.1991e-25
PhotMac  100000.0000   5.4338e-26
PhotMacS  8  8  2 1   217.691086  109
PhotMac     217.6911   2.3090e-19
PhotMac     223.2019   2.1920e-19
PhotMac     228.8524   2.0800e-19
PhotMac     234.6457   1.9730e-19
PhotMac     240.5858   1.8720e-19
PhotMac     246.6762   1.7750e-19
PhotMac     252.9210   1.6830e-19
PhotMac     259.3237   1.5950e-19
PhotMac     265.8884   1.5120e-19
PhotMac     272.6194   1.4330e-19
PhotMac     279.5209   1.3570e-19
PhotMac     286.5970   1.2850e-19
PhotMac     293.8522   1.2170e-19
PhotMac     301.2911   1.1520e-19
PhotMac     308.9183   1.0910e-19
PhotMac     316.7388   1.0320e-19
PhotMac     324.7570   9.7640e-20
PhotMac     332.9782   9.2360e-20
PhotMac     341.4075   8.7360e-20
PhotMac     350.0504   8.2590e-20
PhotMac     358.9119   7.8080e-20
PhotMac     367.9978   7.3800e-20
PhotMac     377.3138   6.9730e-20
PhotMac     386.8655   6.5870e-20
PhotMac     396.6590   6.2220e-20
PhotMac     406.7006   5.8770e-20
PhotMac     416.9961   5.5480e-20
PhotMac     427.5525   5.2380e-20
PhotMac     438.3760   4.9420e-20
PhotMac     449.4736   4.6640e-20
PhotMac     460.8520   4.4000e-20
PhotMac     472.5186   4.1500e-20
PhotMac     484.4804   3.9130e-20
PhotMac     496.7451   3.6890e-20
PhotMac     509.3203   3.4780e-20
PhotMac     522.2137   3.2780e-20
PhotMac     535.4337   3.0890e-20
PhotMac     548.9882   2.9090e-20
PhotMac     562.8859   2.7410e-20
PhotMac     577.1355   2.5800e-20
PhotMac     591.7457   2.4300e-20
PhotMac     606.7257   2.2870e-20
PhotMac     622.0852   2.1520e-20
PhotMac     637.8334   2.0250e-20
PhotMac     653.9802   1.9050e-20
PhotMac     670.5358   1.7920e-20
PhotMac     687.5104   1.6860e-20
PhotMac     704.9149   1.5840e-20
PhotMac     722.7599   1.4900e-20
PhotMac     741.0567   1.4000e-20
PhotMac     759.8165   1.3150e-20
PhotMac     779.0514   1.2360e-20
PhotMac     798.7732   1.1610e-20
PhotMac     818.9943   1.0900e-20
PhotMac     839.7272   1.0240e-20
PhotMac     860.9850   9.6090e-21
PhotMac     882.7809   9.0200e-21
PhotMac     905.1291   8.4640e-21
PhotMac     928.0424   7.9420e-21
PhotMac     951.5356   7.4500e-21
PhotMac     975.6236   6.9870e-21
PhotMac    1000.3218   6.5530e-21
PhotMac    1025.6454   6.1440e-21
PhotMac    1051.6090   5.7590e-21
PhotMac    1078.2309   5.3970e-21
PhotMac    1105.5268   5.0580e-21
PhotMac    1133.5131   4.7370e-21
PhotMac    1162.2084   4.4390e-21
PhotMac    1191.6297   4.1560e-21
PhotMac    1221.7956   3.8920e-21
PhotMac    1252.7260   3.6440e-21
PhotMac    1284.4384   3.4110e-21
PhotMac    1316.9545   3.1920e-21
