   Dtype z ion               Wave         f  gl   gu         el         eu ll ul
LinMacro 6   6            120.528  0.039850 4.0  6.0 367.534934 470.403064  4 21
LinMacro 6   6            355.905  0.125125 4.0  6.0 435.566592 470.403064  7 21
LinMacro 6   6           1124.746  0.547750 4.0  6.0 459.379695 470.403064 12 21
LinMacro 6   6           1124.994  0.000590 6.0  6.0 459.382130 470.403064 15 21
LinMacro 6   6           1125.119  0.008868 8.0  6.0 459.383355 470.403064 16 21
LinMacro 6   6            120.459  0.000001 2.0  6.0 367.476045 470.403061  3 22
LinMacro 6   6            120.528  0.000001 4.0  6.0 367.534934 470.403061  4 22
LinMacro 6   6            355.905  0.156525 4.0  6.0 435.566564 470.403061  8 22
LinMacro 6   6            355.964  0.007452 6.0  6.0 435.572375 470.403061  9 22
LinMacro 6   6           1124.745  0.889500 4.0  6.0 459.379683 470.403061 13 22
LinMacro 6   6           1124.995  0.042383 6.0  6.0 459.382135 470.403061 14 22
LinMacro 6   6            120.527  0.000001 4.0  8.0 367.534934 470.403689  4 23
LinMacro 6   6            355.958  0.149100 6.0  8.0 435.572375 470.403689  9 23
LinMacro 6   6           1124.931  0.847500 6.0  8.0 459.382135 470.403689 14 23
LinMacro 6   6            355.899  0.000001 4.0  8.0 435.566564 470.403687  8 24
LinMacro 6   6           1124.931  1.345500 6.0  8.0 459.382130 470.403687 15 24
LinMacro 6   6           1125.056  0.037375 8.0  8.0 459.383355 470.403687 16 24
LinMacro 6   6            355.954  0.000001 6.0 10.0 435.572375 470.404064  9 25
LinMacro 6   6           1125.017  1.308750 8.0 10.0 459.383355 470.404064 16 25
