PhotMacS  1  1  1 1    13.605693  109
PhotMac      13.6057   6.3040e-18
PhotMac      13.9501   5.8970e-18
PhotMac      14.3033   5.5160e-18
PhotMac      14.6654   5.1580e-18
PhotMac      15.0366   4.8220e-18
PhotMac      15.4173   4.5080e-18
PhotMac      15.8076   4.2130e-18
PhotMac      16.2077   3.9370e-18
PhotMac      16.6180   3.6790e-18
PhotMac      17.0387   3.4360e-18
PhotMac      17.4701   3.2100e-18
PhotMac      17.9123   2.9970e-18
PhotMac      18.3658   2.7990e-18
PhotMac      18.8307   2.6130e-18
PhotMac      19.3074   2.4380e-18
PhotMac      19.7962   2.2760e-18
PhotMac      20.2973   2.1230e-18
PhotMac      20.8111   1.9810e-18
PhotMac      21.3380   1.8480e-18
PhotMac      21.8781   1.7230e-18
PhotMac      22.4320   1.6070e-18
PhotMac      22.9999   1.4980e-18
PhotMac      23.5821   1.3970e-18
PhotMac      24.1791   1.3020e-18
PhotMac      24.7912   1.2130e-18
PhotMac      25.4188   1.1300e-18
PhotMac      26.0623   1.0530e-18
PhotMac      26.7220   9.8070e-19
PhotMac      27.3985   9.1340e-19
PhotMac      28.0921   8.5060e-19
PhotMac      28.8033   7.9190e-19
PhotMac      29.5324   7.3720e-19
PhotMac      30.2800   6.8620e-19
PhotMac      31.0466   6.3860e-19
PhotMac      31.8325   5.9430e-19
PhotMac      32.6384   5.5290e-19
PhotMac      33.4646   5.1440e-19
PhotMac      34.3118   4.7850e-19
PhotMac      35.1804   4.4500e-19
PhotMac      36.0710   4.1380e-19
PhotMac      36.9841   3.8480e-19
PhotMac      37.9204   3.5770e-19
PhotMac      38.8803   3.3250e-19
PhotMac      39.8646   3.0910e-19
PhotMac      40.8738   2.8720e-19
PhotMac      41.9085   2.6690e-19
PhotMac      42.9694   2.4800e-19
PhotMac      44.0572   2.3040e-19
PhotMac      45.1725   2.1400e-19
PhotMac      46.3160   1.9870e-19
PhotMac      47.4885   1.8460e-19
PhotMac      48.6907   1.7140e-19
PhotMac      49.9233   1.5910e-19
PhotMac      51.1871   1.4770e-19
PhotMac      52.4830   1.3710e-19
PhotMac      53.8116   1.2720e-19
PhotMac      55.1738   1.1810e-19
PhotMac      56.5705   1.0960e-19
PhotMac      58.0026   1.0170e-19
PhotMac      59.4710   9.4310e-20
PhotMac      60.9765   8.7480e-20
PhotMac      62.5201   8.1140e-20
