PhotMacS   7  5  1  1   97.794182  85
PhotMac  97.794184 4.580000e-19
PhotMac 102.567061 4.220000e-19
PhotMac 107.499941 3.880000e-19
PhotMac 112.598266 3.570000e-19
PhotMac 117.867615 3.280000e-19
PhotMac 123.313702 3.020000e-19
PhotMac 128.942513 2.780000e-19
PhotMac 134.760035 2.560000e-19
PhotMac 140.772663 2.350000e-19
PhotMac 146.986383 2.170000e-19
PhotMac 153.408270 1.990000e-19
PhotMac 160.045127 1.830000e-19
PhotMac 166.903757 1.690000e-19
PhotMac 173.992323 1.550000e-19
PhotMac 181.316268 1.430000e-19
PhotMac 188.883754 1.310000e-19
PhotMac 196.702946 1.210000e-19
PhotMac 204.783367 1.113000e-19
PhotMac 237.692817 8.061000e-20
PhotMac 284.324970 5.560000e-20
PhotMac 330.957122 4.013000e-20
PhotMac 377.589274 3.001000e-20
PhotMac 424.222787 2.308000e-20
PhotMac 470.854939 1.816000e-20
PhotMac 517.487091 1.458000e-20
PhotMac 517.496615 2.901000e-19
PhotMac 518.240847 2.891000e-19
PhotMac 518.985078 2.881000e-19
PhotMac 519.727949 2.872000e-19
PhotMac 520.472180 2.862000e-19
PhotMac 521.215051 2.852000e-19
PhotMac 521.959283 2.843000e-19
PhotMac 522.703514 2.833000e-19
PhotMac 523.446385 2.823000e-19
PhotMac 524.190616 2.814000e-19
PhotMac 524.196059 3.744000e-19
PhotMac 542.114756 3.454000e-19
PhotMac 560.644350 3.184000e-19
PhotMac 579.809329 2.934000e-19
PhotMac 599.628742 2.701000e-19
PhotMac 620.124358 2.486000e-19
PhotMac 641.322027 2.287000e-19
PhotMac 663.243520 2.103000e-19
PhotMac 685.914686 1.932000e-19
PhotMac 709.361377 1.775000e-19
PhotMac 733.609443 1.629000e-19
PhotMac 758.684735 1.495000e-19
PhotMac 784.618547 1.371000e-19
PhotMac 811.439449 1.257000e-19
PhotMac 839.176015 1.152000e-19
PhotMac 867.860898 1.055000e-19
PhotMac 897.525390 9.662000e-20
PhotMac 928.204867 8.843000e-20
PhotMac 959.933343 8.091000e-20
PhotMac 992.746193 7.400000e-20
PhotMac 1026.680152 6.765000e-20
PhotMac 1061.774677 6.183000e-20
PhotMac 1098.069223 5.648000e-20
PhotMac 1135.603249 5.158000e-20
PhotMac 1174.420291 4.709000e-20
PhotMac 1214.565249 4.297000e-20
PhotMac 1256.081660 3.920000e-20
PhotMac 1299.017146 3.575000e-20
PhotMac 1343.420685 3.259000e-20
PhotMac 1389.345342 2.970000e-20
PhotMac 1436.829210 2.706000e-20
PhotMac 1485.945762 2.464000e-20
PhotMac 1536.735814 2.243000e-20
PhotMac 1589.267395 2.041000e-20
PhotMac 1643.594927 1.857000e-20
PhotMac 1699.772833 1.689000e-20
PhotMac 1757.882748 1.536000e-20
PhotMac 1817.965488 1.396000e-20
PhotMac 1880.102688 1.269000e-20
PhotMac 1944.375982 1.152000e-20
PhotMac 2010.839793 1.047000e-20
PhotMac 2079.575754 9.501000e-21
PhotMac 2150.651894 8.624000e-21
PhotMac 2224.177059 7.825000e-21
PhotMac 2300.192066 7.098000e-21
PhotMac 2378.819366 6.437000e-21
PhotMac 2460.140593 5.836000e-21
PhotMac 2544.237381 5.289000e-21
PhotMac 2631.204971 4.793000e-21
PhotMac 2721.138602 4.342000e-21
PhotMacS   7  5  2  1   87.819031  68
PhotMac  87.819034 5.900000e-19
PhotMac  90.413231 5.410000e-19
PhotMac  93.079267 4.970000e-19
PhotMac  95.818909 4.560000e-19
PhotMac  98.633655 4.180000e-19
PhotMac 101.525409 3.830000e-19
PhotMac 104.495668 3.510000e-19
PhotMac 107.546473 3.220000e-19
PhotMac 110.679591 2.960000e-19
PhotMac 113.896794 2.710000e-19
PhotMac 117.199848 2.480000e-19
PhotMac 120.590795 2.280000e-19
PhotMac 124.071403 2.090000e-19
PhotMac 127.643578 1.920000e-19
PhotMac 131.309496 1.760000e-19
PhotMac 135.071062 1.610000e-19
PhotMac 138.930452 1.470000e-19
PhotMac 142.888349 1.350000e-19
PhotMac 146.949648 1.240000e-19
PhotMac 151.114351 1.140000e-19
PhotMac 155.383817 1.040000e-19
PhotMac 159.762129 9.540000e-20
PhotMac 164.252008 8.740000e-20
PhotMac 168.852093 8.010000e-20
PhotMac 173.567826 7.340000e-20
PhotMac 178.401928 6.720000e-20
PhotMac 183.353040 6.160000e-20
PhotMac 188.426603 5.640000e-20
PhotMac 193.625338 5.160000e-20
PhotMac 198.949246 4.730000e-20
PhotMac 204.401047 4.330000e-20
PhotMac 209.984824 3.970000e-20
PhotMac 215.701936 3.630000e-20
PhotMac 221.555105 3.330000e-20
PhotMac 227.547052 3.050000e-20
PhotMac 233.680499 2.790000e-20
PhotMac 239.956941 2.550000e-20
