PhotMacS   8  1  1  1   13.653449 650
PhotMac  14.906928 3.816000e-18
PhotMac  15.129667 3.546000e-18
PhotMac  15.183015 3.244000e-18
PhotMac  15.208811 2.813000e-18
PhotMac  15.221505 2.284000e-18
PhotMac  15.234063 8.858000e-19
PhotMac  15.246499 2.018000e-17
PhotMac  15.258785 6.476000e-18
PhotMac  15.270948 5.206000e-18
PhotMac  15.282976 4.733000e-18
PhotMac  15.318323 4.196000e-18
PhotMac  15.396624 3.564000e-18
PhotMac  15.417985 3.194000e-18
PhotMac  15.428502 2.838000e-18
PhotMac  15.438910 2.130000e-18
PhotMac  15.449210 2.596000e-19
PhotMac  15.459414 1.456000e-17
PhotMac  15.469510 8.150000e-18
PhotMac  15.479510 6.028000e-18
PhotMac  15.489415 5.383000e-18
PhotMac  15.508925 4.862000e-18
PhotMac  15.565212 4.407000e-18
PhotMac  15.969832 3.671000e-18
PhotMac  16.007207 3.354000e-18
PhotMac  16.017493 3.115000e-18
PhotMac  16.022581 2.901000e-18
PhotMac  16.027629 2.524000e-18
PhotMac  16.032636 1.676000e-18
PhotMac  16.037602 9.846000e-18
PhotMac  16.042541 8.390000e-18
PhotMac  16.047425 5.567000e-18
PhotMac  16.052282 4.836000e-18
PhotMac  16.061874 4.278000e-18
PhotMac  16.098787 3.277000e-18
PhotMac  16.107658 2.713000e-18
PhotMac  16.112052 2.140000e-18
PhotMac  16.116406 9.642000e-19
PhotMac  16.120733 3.457000e-17
PhotMac  16.125018 1.630000e-17
PhotMac  16.129277 8.630000e-18
PhotMac  16.133508 6.464000e-18
PhotMac  16.137699 5.727000e-18
PhotMac  16.145998 5.096000e-18
PhotMac  16.166216 4.569000e-18
PhotMac  16.240136 4.110000e-18
PhotMac  16.355349 3.641000e-18
PhotMac  16.373608 3.324000e-18
PhotMac  16.381186 2.900000e-18
PhotMac  16.383676 2.567000e-18
PhotMac  16.386152 1.868000e-18
PhotMac  16.388629 6.140000e-19
PhotMac  16.391078 1.045000e-17
PhotMac  16.393500 5.799000e-18
PhotMac  16.395921 4.883000e-18
PhotMac  16.400711 4.242000e-18
PhotMac  16.417024 3.306000e-18
PhotMac  16.421568 2.843000e-18
PhotMac  16.423813 2.439000e-18
PhotMac  16.426044 1.743000e-18
PhotMac  16.428262 3.978000e-19
PhotMac  16.430466 4.152000e-16
PhotMac  16.432670 2.349000e-17
PhotMac  16.434847 8.783000e-18
PhotMac  16.437011 6.625000e-18
PhotMac  16.439160 5.859000e-18
PhotMac  16.443432 5.185000e-18
PhotMac  16.453895 4.611000e-18
PhotMac  16.487229 4.146000e-18
PhotMac  16.555679 3.614000e-18
PhotMac  16.565924 3.296000e-18
PhotMac  16.570197 2.883000e-18
PhotMac  16.571612 2.569000e-18
PhotMac  16.573013 1.932000e-18
PhotMac  16.574414 4.283000e-19
PhotMac  16.575802 1.249000e-17
PhotMac  16.577190 5.961000e-18
PhotMac  16.578564 4.912000e-18
PhotMac  16.579925 4.473000e-18
PhotMac  16.585326 3.771000e-18
PhotMac  16.590619 3.219000e-18
PhotMac  16.593231 2.715000e-18
PhotMac  16.594524 2.271000e-18
PhotMac  16.595803 1.504000e-18
PhotMac  16.597095 1.731000e-19
PhotMac  16.598360 1.191000e-16
PhotMac  16.599626 3.098000e-17
PhotMac  16.600891 8.865000e-18
PhotMac  16.602143 6.707000e-18
PhotMac  16.603395 5.924000e-18
PhotMac  16.605871 5.228000e-18
PhotMac  16.611966 4.628000e-18
PhotMac  16.630483 4.154000e-18
PhotMac  16.672920 3.592000e-18
PhotMac  16.679233 3.273000e-18
PhotMac  16.681872 2.865000e-18
PhotMac  16.682743 2.560000e-18
PhotMac  16.683614 1.954000e-18
PhotMac  16.684484 4.726000e-19
PhotMac  16.685342 1.441000e-17
PhotMac  16.686212 6.080000e-18
PhotMac  16.687056 4.933000e-18
PhotMac  16.687913 4.467000e-18
PhotMac  16.690444 3.867000e-18
PhotMac  16.694593 3.160000e-18
PhotMac  16.696226 2.630000e-18
PhotMac  16.697029 2.160000e-18
PhotMac  16.697845 1.349000e-18
PhotMac  16.698648 1.195000e-19
PhotMac  16.699451 7.682000e-17
PhotMac  16.700240 3.621000e-17
PhotMac  16.701043 8.925000e-18
PhotMac  16.701832 6.758000e-18
PhotMac  16.702621 5.963000e-18
PhotMac  16.704186 5.252000e-18
PhotMac  16.708036 4.635000e-18
PhotMac  16.719846 4.147000e-18
PhotMac  16.747384 3.574000e-18
PhotMac  16.751547 3.253000e-18
PhotMac  16.753288 2.848000e-18
PhotMac  16.753873 2.548000e-18
PhotMac  16.754445 1.961000e-18
PhotMac  16.755016 5.189000e-19
PhotMac  16.755588 1.617000e-17
PhotMac  16.756159 6.173000e-18
PhotMac  16.756731 4.950000e-18
PhotMac  16.757289 4.463000e-18
PhotMac  16.758976 3.845000e-18
PhotMac  16.761738 3.118000e-18
PhotMac  16.762826 2.570000e-18
PhotMac  16.763370 2.083000e-18
PhotMac  16.763914 1.245000e-18
PhotMac  16.764445 1.444000e-19
PhotMac  16.764989 6.259000e-17
PhotMac  16.765520 3.859000e-17
PhotMac  16.766051 8.976000e-18
PhotMac  16.766581 6.793000e-18
PhotMac  16.767112 5.989000e-18
PhotMac  16.768159 5.267000e-18
PhotMac  16.770758 4.638000e-18
PhotMac  16.778241 4.156000e-18
PhotMac  16.798024 3.530000e-18
PhotMac  16.800908 3.142000e-18
PhotMac  16.801711 2.832000e-18
PhotMac  16.802119 2.535000e-18
PhotMac  16.802514 1.960000e-18
PhotMac  16.802908 5.533000e-19
PhotMac  16.803317 1.780000e-17
PhotMac  16.803711 6.248000e-18
PhotMac  16.804106 4.963000e-18
PhotMac  16.804500 4.461000e-18
PhotMac  16.805670 3.828000e-18
PhotMac  16.807602 3.087000e-18
PhotMac  16.808364 2.525000e-18
PhotMac  16.808745 2.027000e-18
PhotMac  16.809126 1.171000e-18
PhotMac  16.809507 1.997000e-19
PhotMac  16.809888 5.605000e-17
PhotMac  16.810255 3.869000e-17
PhotMac  16.810636 9.024000e-18
PhotMac  16.811004 6.820000e-18
PhotMac  16.811371 6.008000e-18
PhotMac  16.812119 5.277000e-18
PhotMac  16.813943 4.639000e-18
PhotMac  16.819235 4.150000e-18
PhotMac  16.833385 3.517000e-18
PhotMac  16.835453 3.128000e-18
PhotMac  16.836038 2.818000e-18
PhotMac  16.836338 2.524000e-18
PhotMac  16.836623 1.957000e-18
PhotMac  16.836909 5.789000e-19
PhotMac  16.837208 1.933000e-17
PhotMac  16.837494 6.311000e-18
PhotMac  16.837780 4.975000e-18
PhotMac  16.838066 4.460000e-18
PhotMac  16.838923 3.816000e-18
PhotMac  16.840324 3.063000e-18
PhotMac  16.840868 2.492000e-18
PhotMac  16.841154 1.985000e-18
PhotMac  16.841698 2.615000e-19
PhotMac  16.841970 5.264000e-17
PhotMac  16.842242 3.736000e-17
PhotMac  16.842460 1.117000e-17
PhotMac  16.893726 1.237000e-17
PhotMac  16.918557 1.424000e-17
PhotMac  16.942870 1.882000e-17
PhotMac  16.954830 1.187000e-17
PhotMac  16.966680 6.824000e-18
PhotMac  16.978517 6.829000e-18
PhotMac  17.013769 8.111000e-18
PhotMac  17.113132 9.899000e-18
PhotMac  17.123608 1.041000e-17
PhotMac  17.133989 1.161000e-17
PhotMac  17.144262 1.773000e-17
PhotMac  17.154439 4.665000e-17
PhotMac  17.164507 8.596000e-18
PhotMac  17.184358 8.516000e-18
PhotMac  17.329898 9.255000e-18
PhotMac  17.652502 1.017000e-17
PhotMac  17.695646 1.098000e-17
PhotMac  17.711129 1.196000e-17
PhotMac  17.716204 1.265000e-17
PhotMac  17.721238 1.384000e-17
PhotMac  17.726232 1.629000e-17
PhotMac  17.731198 2.220000e-17
PhotMac  17.736109 1.683000e-17
PhotMac  17.740994 7.053000e-18
PhotMac  17.745837 6.956000e-18
PhotMac  17.760137 8.224000e-18
PhotMac  17.796682 9.990000e-18
PhotMac  17.805485 1.134000e-17
PhotMac  17.809825 1.369000e-17
PhotMac  17.814138 3.057000e-17
PhotMac  17.818424 2.432000e-17
PhotMac  17.822682 8.228000e-18
PhotMac  17.826900 8.041000e-18
PhotMac  17.863486 8.898000e-18
PhotMac  18.045666 1.018000e-17
PhotMac  18.066564 1.111000e-17
PhotMac  18.074129 1.244000e-17
PhotMac  18.076619 1.351000e-17
PhotMac  18.079095 1.570000e-17
PhotMac  18.081558 2.143000e-17
PhotMac  18.084007 2.125000e-17
PhotMac  18.086429 7.298000e-18
PhotMac  18.088850 6.962000e-18
PhotMac  18.095993 8.272000e-18
PhotMac  18.114443 1.016000e-17
PhotMac  18.116688 1.071000e-17
PhotMac  18.118919 1.177000e-17
PhotMac  18.121137 1.480000e-17
