   Dtype z ion          Wave         f   gl   gu         el         eu  ll  ul
LinMacro 7   3    434.067000  0.078067  6.0  6.0   7.107792  35.671304   5  23
LinMacro 7   3   1318.409000  0.018345  2.0  2.0  27.438126  36.842253  14  24
LinMacro 7   3    661.527000  0.001654  4.0  2.0  18.100031  36.842253  10  24
LinMacro 7   3    509.890000  0.041750  4.0  2.0  12.526266  36.842253   6  24
LinMacro 7   3   3343.052000  0.028100  4.0  2.0  33.133520  36.842253  19  24
LinMacro 7   3    661.046000  0.006575  2.0  2.0  18.086381  36.842253   9  24
LinMacro 7   3    601.877000  0.023070  2.0  2.0  16.242551  36.842253   8  24
LinMacro 7   3   1316.444000  0.037195  2.0  4.0  27.438126  36.856290  14  25
LinMacro 7   3   3331.068000  0.034033  6.0  4.0  33.134214  36.856290  20  25
LinMacro 7   3    661.032000  0.008398  4.0  4.0  18.100031  36.856290  10  25
LinMacro 7   3    509.596000  0.008353  4.0  4.0  12.526266  36.856290   6  25
LinMacro 7   3   3330.447000  0.005675  4.0  4.0  33.133520  36.856290  19  25
LinMacro 7   3    660.551000  0.003525  2.0  4.0  18.086381  36.856290   9  25
LinMacro 7   3    509.579000  0.050217  6.0  4.0  12.525435  36.856290   7  25
LinMacro 7   3    601.467000  0.045425  2.0  4.0  16.242551  36.856290   8  25
LinMacro 7   3   1414.948000  0.000094  4.0  2.0  28.567180  37.329687  16  26
LinMacro 7   3    332.135000  0.004708  2.0  2.0   0.000000  37.329687   1  26
LinMacro 7   3    499.870000  0.000001  4.0  2.0  12.526266  37.329687   6  26
LinMacro 7   3    332.327000  0.004757  4.0  2.0   0.021623  37.329687   2  26
LinMacro 7   3  25436.193000  0.015495  2.0  2.0  36.842253  37.329687  24  26
LinMacro 7   3   1414.861000  0.000095  2.0  2.0  28.566648  37.329687  15  26
LinMacro 7   3   1804.494000  0.121100  2.0  2.0  30.458794  37.329687  17  26
LinMacro 7   3  26190.434000  0.014918  4.0  2.0  36.856290  37.329687  25  26
LinMacro 7   3    499.853000  0.000001  6.0  2.0  12.525435  37.329687   7  26
LinMacro 7   3   1805.664000  0.121325  4.0  2.0  30.463244  37.329687  18  26
LinMacro 7   3   1270.283000  0.000027  4.0  2.0  28.567180  38.327591  16  27
LinMacro 7   3    323.487000  0.041650  2.0  2.0   0.000000  38.327591   1  27
LinMacro 7   3   4642.593000  0.000115  4.0  2.0  35.656996  38.327591  22  27
LinMacro 7   3   4629.248000  0.000986  2.0  2.0  35.649297  38.327591  21  27
LinMacro 7   3    480.537000  0.000001  4.0  2.0  12.526266  38.327591   6  27
LinMacro 7   3    323.670000  0.010320  4.0  2.0   0.021623  38.327591   2  27
LinMacro 7   3    943.020000  0.019380  4.0  2.0  25.179952  38.327591  12  27
LinMacro 7   3   8347.245000  0.050650  2.0  2.0  36.842253  38.327591  24  27
LinMacro 7   3   1270.214000  0.000114  2.0  2.0  28.566648  38.327591  15  27
LinMacro 7   3   1575.652000  0.009955  2.0  2.0  30.458794  38.327591  17  27
LinMacro 7   3   8426.884000  0.012425  4.0  2.0  36.856290  38.327591  25  27
LinMacro 7   3   1576.544000  0.002402  4.0  2.0  30.463244  38.327591  18  27
LinMacro 7   3   1269.413000  0.000118  4.0  4.0  28.567180  38.334287  16  28
LinMacro 7   3    323.431000  0.021285  2.0  4.0   0.000000  38.334287   1  28
LinMacro 7   3   4630.983000  0.000479  4.0  4.0  35.656996  38.334287  22  28
LinMacro 7   3   4617.704000  0.000349  2.0  4.0  35.649297  38.334287  21  28
