CSTREN Line   8   7  22.097700  0.000001  1  3    0.000000 561.075445   1   2   1   2  4.125e+01  1.000e-06  0.000e+00  15   4  1.012e+00
SCUPS    2.695e-01  2.350e-01  1.864e-01  1.506e-01  1.188e-01  8.510e-02  6.197e-02  4.134e-02  2.289e-02  1.506e-02  1.049e-02  7.111e-03  5.617e-03  4.629e-03  0.000e+00
CSTREN Line   8   7  21.601500  0.713000  1  3    0.000000 573.964168   1   7   1   7  4.225e+01  7.130e-01  6.800e-02  15   1  1.228e+00
SCT      0.000e+00  5.799e-03  1.436e-02  2.827e-02  5.484e-02  1.257e-01  2.208e-01  3.554e-01  5.607e-01  6.958e-01  7.933e-01  8.710e-01  9.046e-01  9.259e-01  1.000e+00
SCUPS    1.806e-02  1.819e-02  1.838e-02  1.845e-02  1.880e-02  2.023e-02  2.192e-02  2.432e-02  2.991e-02  3.631e-02  4.308e-02  4.944e-02  5.197e-02  5.355e-02  6.800e-02
CSTREN Line   8   7  18.671800  0.000021  1  3    0.000000 664.022069   1   9   1   9  4.884e+01  2.100e-05  1.527e-06  15   4  1.058e+00
SCT      0.000e+00  2.098e-02  5.080e-02  9.656e-02  1.757e-01  3.456e-01  5.101e-01  6.694e-01  8.242e-01  8.936e-01  9.337e-01  9.612e-01  9.720e-01  9.786e-01  1.000e+00
SCUPS    5.116e-02  4.577e-02  3.811e-02  3.305e-02  2.898e-02  2.230e-02  1.591e-02  9.852e-03  4.330e-03  2.070e-03  9.382e-04  3.430e-04  1.807e-04  1.095e-04  1.527e-06
CSTREN Line   8   7  18.637700  3.750000  1  5    0.000000 665.237121   1  16   1  16  4.893e+01  3.750e+00  3.063e-06  15   4  1.035e+00
SCT      0.000e+00  3.440e-02  8.170e-02  1.509e-01  2.616e-01  4.674e-01  6.337e-01  7.708e-01  8.860e-01  9.329e-01  9.588e-01  9.761e-01  9.828e-01  9.869e-01  1.000e+00
SCUPS    3.545e-02  3.033e-02  2.329e-02  2.087e-02  1.967e-02  1.423e-02  8.555e-03  4.527e-03  2.002e-03  1.263e-03  9.240e-04  7.031e-04  6.005e-04  5.231e-04  3.063e-06
CSTREN Line   8   7  18.627000  0.155000  1  3    0.000000 665.618994   1  17   1  17  4.896e+01  1.550e-01  1.286e-02  15   1  1.200e+00
SCT      0.000e+00  5.758e-03  1.426e-02  2.808e-02  5.450e-02  1.251e-01  2.202e-01  3.552e-01  5.625e-01  6.993e-01  7.982e-01  8.764e-01  9.097e-01  9.307e-01  1.000e+00
SCUPS    3.696e-03  3.728e-03  3.776e-03  3.811e-03  3.962e-03  4.251e-03  4.584e-03  5.136e-03  6.386e-03  7.738e-03  9.112e-03  1.027e-02  1.062e-02  1.075e-02  1.286e-02
CSTREN Line   8   7  17.785400  0.000008  1  3    0.000000 697.117352   1  20   1  20  5.127e+01  7.970e-06  0.000e+00  15   4  1.035e+00
SCT      0.000e+00  3.288e-02  7.827e-02  1.450e-01  2.527e-01  4.560e-01  6.231e-01  7.629e-01  8.818e-01  9.305e-01  9.575e-01  9.755e-01  9.824e-01  9.866e-01  1.000e+00
SCUPS    3.339e-02  2.925e-02  2.353e-02  2.054e-02  1.721e-02  1.183e-02  7.805e-03  4.558e-03  1.891e-03  8.790e-04  3.919e-04  1.420e-04  7.506e-05  4.542e-05  0.000e+00
CSTREN Line   8   7  17.772500  1.850000  1  5    0.000000 697.621970   1  29   1  29  5.131e+01  1.850e+00  1.459e-06  15   4  1.058e+00
SCT      0.000e+00  1.999e-02  4.848e-02  9.236e-02  1.687e-01  3.347e-01  4.981e-01  6.590e-01  8.178e-01  8.897e-01  9.315e-01  9.602e-01  9.714e-01  9.783e-01  1.000e+00
SCUPS    1.234e-02  1.207e-02  1.168e-02  1.100e-02  9.271e-03  5.948e-03  3.690e-03  2.105e-03  1.002e-03  6.394e-04  4.654e-04  3.505e-04  2.978e-04  2.581e-04  1.459e-06
CSTREN Line   8   7  17.768000  0.060300  1  3    0.000000 697.799268   1  31   1  31  5.132e+01  6.030e-02  4.777e-03  15   1  1.150e+00
SCT      0.000e+00  7.465e-03  1.844e-02  3.617e-02  6.964e-02  1.566e-01  2.683e-01  4.171e-01  6.255e-01  7.514e-01  8.372e-01  9.022e-01  9.292e-01  9.459e-01  1.000e+00
SCUPS    1.343e-03  1.369e-03  1.408e-03  1.487e-03  1.553e-03  1.662e-03  1.800e-03  2.032e-03  2.524e-03  3.039e-03  3.560e-03  3.976e-03  4.081e-03  4.118e-03  4.777e-03
CSTREN Line   8   7  17.405100  0.000004  1  3    0.000000 712.347654   1  34   1  34  5.239e+01  4.270e-06  0.000e+00  15   4  1.058e+00
SCT      0.000e+00  1.959e-02  4.753e-02  9.063e-02  1.658e-01  3.301e-01  4.930e-01  6.545e-01  8.150e-01  8.881e-01  9.306e-01  9.597e-01  9.712e-01  9.781e-01  1.000e+00
SCUPS    7.322e-03  6.840e-03  6.153e-03  5.761e-03  5.284e-03  4.255e-03  3.157e-03  2.028e-03  9.012e-04  4.293e-04  1.932e-04  7.037e-05  3.705e-05  2.248e-05  0.000e+00
CSTREN Line   8   7  17.396700  0.944000  1  5    0.000000 712.693571   1  48   1  48  5.241e+01  9.440e-01  0.000e+00  15   4  1.012e+00
SCT      0.000e+00  8.882e-02  1.958e-01  3.272e-01  4.923e-01  7.062e-01  8.258e-01  9.022e-01  9.553e-01  9.746e-01  9.848e-01  9.913e-01  9.938e-01  9.953e-01  1.000e+00
SCUPS    3.070e-02  2.711e-02  2.279e-02  1.789e-02  1.240e-02  6.123e-03  3.151e-03  1.541e-03  6.329e-04  3.766e-04  2.606e-04  1.907e-04  1.606e-04  1.390e-04  0.000e+00
CSTREN Line   8   7  17.396000  0.030200  1  3    0.000000 712.720848   1  49   1  49  5.242e+01  3.020e-02  2.397e-03  15   1  1.156e+00
SCT      0.000e+00  7.014e-03  1.734e-02  3.404e-02  6.569e-02  1.485e-01  2.563e-01  4.022e-01  6.113e-01  7.405e-01  8.295e-01  8.976e-01  9.259e-01  9.435e-01  1.000e+00
SCUPS    6.873e-04  7.067e-04  7.352e-04  7.703e-04  8.204e-04  9.082e-04  9.985e-04  1.122e-03  1.350e-03  1.604e-03  1.851e-03  2.044e-03  2.087e-03  2.095e-03  2.397e-03
CSTREN Line   8   7 1639.908800  0.010767  3  1  561.075445 568.635918   2   3   2   3  5.561e-01  3.230e-02  2.309e-01  15   1  2.242e+00
SCT      0.000e+00  5.676e-02  1.269e-01  2.159e-01  3.335e-01  5.004e-01  6.075e-01  6.889e-01  7.630e-01  8.012e-01  8.295e-01  8.568e-01  8.724e-01  8.850e-01  1.000e+00
SCUPS    7.868e-01  7.527e-01  7.106e-01  6.640e-01  6.012e-01  5.087e-01  4.452e-01  3.954e-01  3.565e-01  3.416e-01  3.313e-01  3.191e-01  3.112e-01  3.048e-01  2.309e-01
CSTREN Line   8   7 1638.323700  0.032367  3  3  561.075445 568.643234   2   4   2   4  5.594e-01  9.710e-02  6.926e-01  15   1  2.316e+00
SCT      0.000e+00  5.277e-02  1.187e-01  2.036e-01  3.179e-01  4.838e-01  5.927e-01  6.765e-01  7.532e-01  7.930e-01  8.224e-01  8.509e-01  8.672e-01  8.802e-01  1.000e+00
SCUPS    2.334e+00  2.240e+00  2.124e+00  1.990e+00  1.803e+00  1.526e+00  1.340e+00  1.192e+00  1.074e+00  1.026e+00  9.930e-01  9.600e-01  9.362e-01  9.153e-01  6.926e-01
CSTREN Line   8   7 1623.666600  0.054333  3  5  561.075445 568.711549   2   5   2   5  5.661e-01  1.630e-01  1.155e+00  15   1  2.502e+00
SCT      0.000e+00  4.468e-02  1.018e-01  1.776e-01  2.838e-01  4.465e-01  5.585e-01  6.473e-01  7.301e-01  7.735e-01  8.057e-01  8.369e-01  8.547e-01  8.690e-01  1.000e+00
SCUPS    3.804e+00  3.684e+00  3.531e+00  3.320e+00  3.017e+00  2.557e+00  2.238e+00  1.992e+00  1.794e+00  1.710e+00  1.654e+00  1.599e+00  1.561e+00  1.528e+00  1.155e+00
CSTREN Line   8   7 120.436100  0.113333  3  3  561.075445 664.022069   2   9   2   9  7.589e+00  3.400e-01  1.775e-01  15   1  1.231e+00
SCT      0.000e+00  3.088e-02  7.344e-02  1.359e-01  2.364e-01  4.251e-01  5.798e-01  7.103e-01  8.248e-01  8.757e-01  9.073e-01  9.324e-01  9.444e-01  9.530e-01  1.000e+00
SCUPS    1.475e-01  1.246e-01  9.310e-02  7.725e-02  6.973e-02  6.564e-02  6.490e-02  6.801e-02  7.880e-02  8.915e-02  9.965e-02  1.114e-01  1.192e-01  1.255e-01  1.775e-01
CSTREN Line   8   7 120.436100  0.188667  3  5  561.075445 664.022069   2  10   2  10  7.591e+00  5.660e-01  2.951e-01  15   1  1.262e+00
SCT      0.000e+00  2.704e-02  6.468e-02  1.207e-01  2.127e-01  3.925e-01  5.470e-01  6.825e-01  8.056e-01  8.614e-01  8.965e-01  9.245e-01  9.379e-01  9.474e-01  1.000e+00
SCUPS    2.237e-01  1.924e-01  1.489e-01  1.251e-01  1.146e-01  1.091e-01  1.079e-01  1.132e-01  1.307e-01  1.486e-01  1.658e-01  1.855e-01  1.981e-01  2.089e-01  2.951e-01
CSTREN Line   8   7 120.436100  0.037667  3  1  561.075445 664.022069   2  11   2  11  7.588e+00  1.130e-01  5.919e-02  15   1  1.277e+00
SCT      0.000e+00  2.545e-02  6.100e-02  1.142e-01  2.025e-01  3.779e-01  5.319e-01  6.694e-01  7.963e-01  8.545e-01  8.912e-01  9.206e-01  9.347e-01  9.447e-01  1.000e+00
SCUPS    4.248e-02  3.689e-02  2.908e-02  2.473e-02  2.273e-02  2.172e-02  2.158e-02  2.264e-02  2.620e-02  2.972e-02  3.320e-02  3.723e-02  3.973e-02  4.192e-02  5.919e-02
CSTREN Line   8   7  91.137300  0.009267  3  1  561.075445 697.117352   2  19   2  19  1.002e+01  2.780e-02  1.069e-02  15   4  1.080e+00
SCT      0.000e+00  6.892e-02  1.556e-01  2.679e-01  4.192e-01  6.343e-01  7.655e-01  8.544e-01  9.201e-01  9.460e-01  9.611e-01  9.725e-01  9.777e-01  9.814e-01  1.000e+00
SCUPS    2.640e-01  2.061e-01  1.334e-01  9.573e-02  6.617e-02  3.646e-02  2.262e-02  1.493e-02  1.030e-02  8.953e-03  8.466e-03  8.335e-03  8.450e-03  8.616e-03  1.069e-02
CSTREN Line   8   7  91.137300  0.027833  3  3  561.075445 697.117352   2  20   2  20  1.002e+01  8.350e-02  3.207e-02  15   1  1.087e+00
SCT      0.000e+00  6.381e-02  1.451e-01  2.521e-01  3.993e-01  6.150e-01  7.504e-01  8.440e-01  9.140e-01  9.418e-01  9.580e-01  9.703e-01  9.760e-01  9.799e-01  1.000e+00
SCUPS    6.192e-02  5.039e-02  3.570e-02  2.957e-02  2.562e-02  2.179e-02  2.013e-02  1.966e-02  2.061e-02  2.181e-02  2.299e-02  2.423e-02  2.499e-02  2.566e-02  3.207e-02
CSTREN Line   8   7  91.137300  0.046333  3  5  561.075445 697.117352   2  21   2  21  1.002e+01  1.390e-01  5.344e-02  15   1  1.087e+00
SCT      0.000e+00  6.381e-02  1.451e-01  2.521e-01  3.993e-01  6.150e-01  7.504e-01  8.440e-01  9.140e-01  9.418e-01  9.580e-01  9.703e-01  9.760e-01  9.799e-01  1.000e+00
SCUPS    1.014e-01  8.271e-02  5.887e-02  4.895e-02  4.254e-02  3.629e-02  3.349e-02  3.277e-02  3.432e-02  3.635e-02  3.835e-02  4.032e-02  4.179e-02  4.293e-02  5.344e-02
CSTREN Line   8   7  81.961400  0.003667  3  1  561.075445 712.347654   2  33   2  33  1.114e+01  1.100e-02  3.173e-03  15   1  1.126e+00
SCT      0.000e+00  4.006e-02  9.415e-02  1.712e-01  2.899e-01  4.965e-01  6.514e-01  7.726e-01  8.719e-01  9.132e-01  9.378e-01  9.564e-01  9.649e-01  9.707e-01  1.000e+00
SCUPS    5.006e-03  4.561e-03  3.960e-03  3.692e-03  3.499e-03  3.276e-03  3.134e-03  3.051e-03  3.077e-03  3.160e-03  3.225e-03  3.232e-03  3.216e-03  3.171e-03  3.173e-03
CSTREN Line   8   7  81.961400  0.011000  3  3  561.075445 712.347654   2  34   2  34  1.114e+01  3.300e-02  9.529e-03  15   1  1.103e+00
SCT      0.000e+00  4.891e-02  1.135e-01  2.029e-01  3.346e-01  5.483e-01  6.968e-01  8.067e-01  8.929e-01  9.278e-01  9.484e-01  9.638e-01  9.709e-01  9.757e-01  1.000e+00
SCUPS    1.461e-02  1.337e-02  1.174e-02  1.099e-02  1.049e-02  9.810e-03  9.384e-03  9.187e-03  9.196e-03  9.499e-03  9.693e-03  9.708e-03  9.619e-03  9.538e-03  9.529e-03
CSTREN Line   8   7  81.961400  0.018333  3  5  561.075445 712.347654   2  35   2  35  1.114e+01  5.500e-02  1.590e-02  15   1  1.103e+00
SCT      0.000e+00  4.891e-02  1.135e-01  2.029e-01  3.346e-01  5.483e-01  6.968e-01  8.067e-01  8.929e-01  9.278e-01  9.484e-01  9.638e-01  9.709e-01  9.757e-01  1.000e+00
SCUPS    2.334e-02  2.156e-02  1.920e-02  1.821e-02  1.735e-02  1.638e-02  1.567e-02  1.526e-02  1.542e-02  1.583e-02  1.617e-02  1.621e-02  1.608e-02  1.595e-02  1.590e-02
CSTREN Line   8   7 132.892700  0.018500  1  3  568.635918 661.932924   3   8   3   8  6.882e+00  1.850e-02  1.068e-02  15   1  1.148e+00
SCT      0.000e+00  5.356e-02  1.233e-01  2.179e-01  3.535e-01  5.646e-01  7.055e-01  8.074e-01  8.871e-01  9.202e-01  9.404e-01  9.563e-01  9.639e-01  9.694e-01  1.000e+00
SCUPS    2.684e-01  2.173e-01  1.508e-01  9.789e-02  5.994e-02  3.112e-02  1.916e-02  1.228e-02  7.980e-03  6.876e-03  6.700e-03  6.967e-03  7.318e-03  7.657e-03  1.068e-02
CSTREN Line   8   7 128.528600  0.664000  1  3  568.635918 665.100738   3  13   3  13  7.116e+00  6.640e-01  3.729e-01  15   1  1.200e+00
SCT      0.000e+00  3.820e-02  8.989e-02  1.637e-01  2.779e-01  4.780e-01  6.297e-01  7.498e-01  8.503e-01  8.937e-01  9.205e-01  9.419e-01  9.521e-01  9.593e-01  1.000e+00
SCUPS    2.157e-01  2.193e-01  2.242e-01  2.225e-01  2.239e-01  2.302e-01  2.411e-01  2.574e-01  2.788e-01  2.923e-01  3.016e-01  3.103e-01  3.155e-01  3.201e-01  3.729e-01
CSTREN Line   8   7  97.086700  0.003420  1  3  568.635918 696.341206   3  18   3  18  9.405e+00  3.420e-03  1.335e-03  15   1  1.126e+00
SCT      0.000e+00  4.708e-02  1.095e-01  1.963e-01  3.250e-01  5.362e-01  6.848e-01  7.959e-01  8.841e-01  9.204e-01  9.421e-01  9.588e-01  9.665e-01  9.719e-01  1.000e+00
SCUPS    4.468e-02  3.581e-02  2.405e-02  1.640e-02  1.113e-02  6.648e-03  4.513e-03  3.089e-03  1.974e-03  1.538e-03  1.331e-03  1.221e-03  1.197e-03  1.194e-03  1.335e-03
CSTREN Line   8   7  96.188300  0.122000  1  3  568.635918 697.533941   3  23   3  23  9.500e+00  1.220e-01  5.091e-02  15   1  1.300e+00
SCT      0.000e+00  1.875e-02  4.543e-02  8.642e-02  1.575e-01  3.109e-01  4.607e-01  6.081e-01  7.562e-01  8.273e-01  8.725e-01  9.086e-01  9.256e-01  9.375e-01  1.000e+00
SCUPS    4.034e-02  4.010e-02  3.976e-02  4.071e-02  4.220e-02  4.479e-02  4.751e-02  5.044e-02  5.345e-02  5.427e-02  5.394e-02  5.293e-02  5.187e-02  5.142e-02  5.091e-02
CSTREN Line   8   7  96.167500  2.370000  1  5  568.635918 697.561837   3  25   3  25  9.502e+00  2.370e+00  1.010e-05  15   4  1.103e+00
SCT      0.000e+00  5.683e-02  1.304e-01  2.295e-01  3.699e-01  5.849e-01  7.258e-01  8.260e-01  9.026e-01  9.335e-01  9.518e-01  9.657e-01  9.722e-01  9.766e-01  1.000e+00
SCUPS    2.257e-01  1.954e-01  1.562e-01  1.297e-01  9.837e-02  5.676e-02  3.498e-02  2.237e-02  1.411e-02  1.112e-02  9.249e-03  7.557e-03  6.564e-03  5.743e-03  1.010e-05
CSTREN Line   8   7  86.484500  0.001110  1  3  568.635918 711.996776   3  32   3  32  1.056e+01  1.110e-03  2.351e-04  15   4  1.058e+00
SCT      0.000e+00  8.999e-02  1.976e-01  3.284e-01  4.911e-01  6.989e-01  8.140e-01  8.875e-01  9.395e-01  9.595e-01  9.711e-01  9.797e-01  9.836e-01  9.863e-01  1.000e+00
SCUPS    1.848e-01  1.353e-01  7.603e-02  4.769e-02  2.842e-02  1.268e-02  6.341e-03  3.113e-03  1.348e-03  8.445e-04  6.196e-04  4.860e-04  4.333e-04  3.959e-04  2.351e-04
CSTREN Line   8   7  86.127700  0.044600  1  3  568.635918 712.590664   3  37   3  37  1.060e+01  4.460e-02  1.580e-02  15   1  1.552e+00
SCT      0.000e+00  8.486e-03  2.089e-02  4.074e-02  7.763e-02  1.700e-01  2.820e-01  4.211e-01  6.016e-01  7.067e-01  7.803e-01  8.420e-01  8.717e-01  8.926e-01  1.000e+00
SCUPS    1.480e-02  1.497e-02  1.522e-02  1.573e-02  1.645e-02  1.777e-02  1.887e-02  1.991e-02  2.076e-02  2.080e-02  2.034e-02  1.941e-02  1.870e-02  1.815e-02  1.580e-02
CSTREN Line   8   7  86.111100  1.320000  1  5  568.635918 712.618437   3  40   3  40  1.060e+01  1.320e+00  3.217e-05  15   4  2.415e+00
SCT      0.000e+00  2.739e-03  6.807e-03  1.348e-02  2.645e-02  6.256e-02  1.149e-01  1.976e-01  3.495e-01  4.738e-01  5.826e-01  6.891e-01  7.449e-01  7.855e-01  1.000e+00
SCUPS    7.342e-03  7.329e-03  7.310e-03  7.183e-03  6.945e-03  6.496e-03  6.093e-03  5.706e-03  5.216e-03  4.935e-03  5.396e-03  7.404e-03  8.941e-03  9.804e-03  3.217e-05
CSTREN Line   8   7 47755.491900  0.000001  3  1  568.643234 568.902858   4   6   4   6  6.033e-02  3.000e-06  0.000e+00  15   2  2.881e+01
SCT      0.000e+00  3.448e-02  8.197e-02  1.515e-01  2.632e-01  4.717e-01  6.410e-01  7.812e-01  8.993e-01  9.470e-01  9.728e-01  9.889e-01  9.944e-01  9.972e-01  1.000e+00
SCUPS    7.306e-02  6.420e-02  5.200e-02  4.270e-02  3.630e-02  3.710e-02  3.740e-02  3.190e-02  2.050e-02  1.320e-02  8.150e-03  4.360e-03  2.940e-03  2.220e-03  0.000e+00
CSTREN Line   8   7 132.903100  0.018467  3  3  568.643234 661.932924   4   8   4   8  6.879e+00  5.540e-02  3.224e-02  15   1  1.126e+00
SCT      0.000e+00  6.321e-02  1.436e-01  2.493e-01  3.945e-01  6.069e-01  7.402e-01  8.326e-01  9.029e-01  9.316e-01  9.489e-01  9.626e-01  9.691e-01  9.738e-01  1.000e+00
SCUPS    7.942e-01  6.389e-01  4.414e-01  2.873e-01  1.762e-01  9.206e-02  5.687e-02  3.645e-02  2.381e-02  2.062e-02  2.010e-02  2.099e-02  2.200e-02  2.295e-02  3.224e-02
CSTREN Line   8   7 129.865400  0.000003  3  1  568.643234 664.115058   4  12   4  12  7.040e+00  8.970e-06  0.000e+00  15   4  1.080e+00
SCT      0.000e+00  9.521e-02  2.073e-01  3.412e-01  5.039e-01  7.062e-01  8.159e-01  8.854e-01  9.351e-01  9.546e-01  9.663e-01  9.754e-01  9.797e-01  9.828e-01  1.000e+00
SCUPS    1.012e+00  7.357e-01  4.105e-01  2.303e-01  1.265e-01  5.325e-02  2.456e-02  1.051e-02  3.322e-03  1.404e-03  5.977e-04  2.035e-04  9.553e-05  4.876e-05  0.000e+00
CSTREN Line   8   7 128.538300  0.166000  3  3  568.643234 665.100738   4  13   4  13  7.113e+00  4.980e-01  2.800e-01  15   1  1.300e+00
SCT      0.000e+00  2.486e-02  5.965e-02  1.118e-01  1.985e-01  3.716e-01  5.245e-01  6.619e-01  7.897e-01  8.487e-01  8.862e-01  9.165e-01  9.310e-01  9.415e-01  1.000e+00
SCUPS    2.269e-01  2.233e-01  2.183e-01  2.126e-01  2.123e-01  2.126e-01  2.124e-01  2.143e-01  2.202e-01  2.248e-01  2.289e-01  2.341e-01  2.377e-01  2.422e-01  2.800e-01
CSTREN Line   8   7 128.528400  0.496667  3  5  568.643234 665.108177   4  14   4  14  7.113e+00  1.490e+00  8.376e-01  15   1  1.300e+00
SCT      0.000e+00  2.486e-02  5.965e-02  1.118e-01  1.985e-01  3.716e-01  5.245e-01  6.619e-01  7.897e-01  8.487e-01  8.862e-01  9.165e-01  9.310e-01  9.415e-01  1.000e+00
SCUPS    5.284e-01  5.323e-01  5.377e-01  5.335e-01  5.361e-01  5.496e-01  5.684e-01  5.968e-01  6.418e-01  6.641e-01  6.851e-01  7.031e-01  7.143e-01  7.245e-01  8.376e-01
CSTREN Line   8   7 128.356900  0.000543  3  5  568.643234 665.237121   4  16   4  16  7.118e+00  1.630e-03  4.144e-03  15   4  1.126e+00
SCT      0.000e+00  6.122e-02  1.395e-01  2.431e-01  3.867e-01  5.994e-01  7.345e-01  8.290e-01  9.010e-01  9.305e-01  9.483e-01  9.622e-01  9.689e-01  9.736e-01  1.000e+00
SCUPS    9.207e-01  8.013e-01  6.487e-01  5.265e-01  4.177e-01  2.533e-01  1.429e-01  7.226e-02  2.785e-02  1.416e-02  8.133e-03  5.108e-03  4.289e-03  3.972e-03  4.144e-03
CSTREN Line   8   7  97.092300  0.003433  3  3  568.643234 696.341206   4  18   4  18  9.402e+00  1.030e-02  4.029e-03  15   1  1.126e+00
SCT      0.000e+00  4.709e-02  1.095e-01  1.963e-01  3.251e-01  5.362e-01  6.849e-01  7.959e-01  8.841e-01  9.205e-01  9.421e-01  9.588e-01  9.665e-01  9.719e-01  1.000e+00
SCUPS    1.271e-01  1.018e-01  6.819e-02  4.693e-02  3.213e-02  1.945e-02  1.328e-02  9.118e-03  5.880e-03  4.613e-03  3.992e-03  3.687e-03  3.608e-03  3.593e-03  4.029e-03
CSTREN Line   8   7  96.193800  0.030467  3  3  568.643234 697.533941   4  23   4  23  9.497e+00  9.140e-02  3.822e-02  15   1  1.250e+00
SCT      0.000e+00  2.284e-02  5.500e-02  1.037e-01  1.859e-01  3.551e-01  5.100e-01  6.534e-01  7.893e-01  8.520e-01  8.913e-01  9.222e-01  9.367e-01  9.469e-01  1.000e+00
SCUPS    4.902e-02  4.798e-02  4.652e-02  4.684e-02  4.689e-02  4.611e-02  4.544e-02  4.484e-02  4.372e-02  4.258e-02  4.139e-02  4.003e-02  3.925e-02  3.862e-02  3.822e-02
CSTREN Line   8   7  96.190100  0.091333  3  5  568.643234 697.538900   4  24   4  24  9.497e+00  2.740e-01  1.143e-01  15   1  1.378e+00
SCT      0.000e+00  1.454e-02  3.544e-02  6.809e-02  1.262e-01  2.589e-01  3.988e-01  5.475e-01  7.091e-01  7.912e-01  8.449e-01  8.884e-01  9.091e-01  9.236e-01  1.000e+00
SCUPS    1.074e-01  1.057e-01  1.034e-01  1.047e-01  1.074e-01  1.105e-01  1.150e-01  1.193e-01  1.238e-01  1.241e-01  1.227e-01  1.198e-01  1.178e-01  1.161e-01  1.143e-01
CSTREN Line   8   7  96.173000  0.790000  3  5  568.643234 697.561837   4  25   4  25  9.499e+00  2.370e+00  1.009e-05  15   4  1.103e+00
SCT      0.000e+00  5.685e-02  1.305e-01  2.295e-01  3.700e-01  5.850e-01  7.258e-01  8.260e-01  9.027e-01  9.336e-01  9.518e-01  9.657e-01  9.722e-01  9.766e-01  1.000e+00
SCUPS    4.374e-01  3.706e-01  2.840e-01  2.296e-01  1.691e-01  9.064e-02  5.120e-02  2.947e-02  1.639e-02  1.200e-02  9.641e-03  7.696e-03  6.620e-03  5.767e-03  1.009e-05
CSTREN Line   8   7  96.172200  1.580000  3  7  568.643234 697.562953   4  26   4  26  9.499e+00  4.740e+00  1.359e-05  15   4  1.103e+00
SCT      0.000e+00  5.685e-02  1.305e-01  2.295e-01  3.700e-01  5.850e-01  7.258e-01  8.260e-01  9.027e-01  9.336e-01  9.518e-01  9.657e-01  9.722e-01  9.766e-01  1.000e+00
SCUPS    4.779e-01  4.100e-01  3.221e-01  2.673e-01  2.006e-01  1.093e-01  6.267e-02  3.711e-02  2.156e-02  1.627e-02  1.328e-02  1.067e-02  9.205e-03  8.031e-03  1.359e-05
CSTREN Line   8   7  96.128200  0.000027  3  5  568.643234 697.621970   4  29   4  29  9.500e+00  8.160e-05  3.225e-04  15   4  1.103e+00
SCT      0.000e+00  5.684e-02  1.304e-01  2.295e-01  3.700e-01  5.849e-01  7.258e-01  8.260e-01  9.027e-01  9.336e-01  9.518e-01  9.657e-01  9.722e-01  9.766e-01  1.000e+00
SCUPS    3.351e-01  3.051e-01  2.662e-01  2.327e-01  1.807e-01  1.008e-01  5.512e-02  2.717e-02  9.756e-03  4.435e-03  2.100e-03  9.270e-04  6.052e-04  4.647e-04  3.225e-04
CSTREN Line   8   7  86.488900  0.001113  3  3  568.643234 711.996776   4  32   4  32  1.055e+01  3.340e-03  7.199e-04  15   1  1.092e+00
SCT      0.000e+00  5.777e-02  1.324e-01  2.327e-01  3.745e-01  5.905e-01  7.313e-01  8.310e-01  9.068e-01  9.371e-01  9.549e-01  9.682e-01  9.744e-01  9.786e-01  1.000e+00
SCUPS    3.083e-02  2.415e-02  1.552e-02  1.167e-02  9.125e-03  6.716e-03  5.196e-03  3.888e-03  2.611e-03  2.019e-03  1.678e-03  1.410e-03  1.280e-03  1.187e-03  7.199e-04
