CSTREN Line   7   1 1560.224000  0.000005  6  4    2.383543  10.330150   3   7   3   7  5.946e-01  3.293e-05  9.700e-02  13   2  1.000e-01
SCT      0.000e+00  5.056e-02  9.626e-02  1.756e-01  2.422e-01  3.475e-01  4.441e-01  5.158e-01  6.150e-01  6.805e-01  7.616e-01  8.419e-01  1.000e+00
SCUPS    0.000e+00  9.000e-03  1.900e-02  4.200e-02  6.100e-02  8.200e-02  9.300e-02  9.800e-02  1.020e-01  1.020e-01  1.010e-01  9.700e-02  9.700e-02
CSTREN Line   7   1 1559.086000  0.000001  6  6    2.383543  10.335952   3   8   3   8  5.949e-01  6.000e-06  2.720e-01  13   2  1.000e-01
SCT      0.000e+00  5.054e-02  9.622e-02  1.755e-01  2.421e-01  3.474e-01  4.440e-01  5.156e-01  6.149e-01  6.804e-01  7.616e-01  8.418e-01  1.000e+00
SCUPS    0.000e+00  2.600e-02  5.400e-02  1.100e-01  1.540e-01  2.070e-01  2.380e-01  2.530e-01  2.660e-01  2.710e-01  2.740e-01  2.720e-01  2.720e-01
CSTREN Line   7   1 1492.625000  0.068617  6  4    2.383543  10.690039   3  10   3  10  6.099e-01  4.117e-01  3.030e+00  13   1  1.100e+00
SCT      0.000e+00  4.708e-02  8.974e-02  1.641e-01  2.266e-01  3.261e-01  4.178e-01  4.863e-01  5.815e-01  6.447e-01  7.235e-01  8.022e-01  1.000e+00
SCUPS    4.693e-02  8.085e-02  1.116e-01  1.489e-01  1.730e-01  2.032e-01  2.276e-01  2.487e-01  2.898e-01  3.307e-01  4.123e-01  5.686e-01  3.030e+00
CSTREN Line   7   1 1450.816000  0.000001  6  4    2.383543  10.929412   3  12   3  12  6.384e-01  8.712e-06  2.550e-01  13   2  1.000e-01
SCT      0.000e+00  4.726e-02  9.025e-02  1.656e-01  2.294e-01  3.316e-01  4.266e-01  4.980e-01  5.981e-01  6.649e-01  7.485e-01  8.322e-01  1.000e+00
SCUPS    6.085e-02  1.290e-01  1.910e-01  2.560e-01  2.930e-01  3.270e-01  3.350e-01  3.310e-01  3.160e-01  3.020e-01  2.810e-01  2.550e-01  2.550e-01
CSTREN Line   7   1 1451.741000  0.000001  6  6    2.383543  10.923967   3  13   3  13  6.265e-01  6.000e-06  5.930e-01  13   2  1.000e-01
SCT      0.000e+00  4.811e-02  9.181e-02  1.682e-01  2.327e-01  3.358e-01  4.312e-01  5.027e-01  6.026e-01  6.691e-01  7.520e-01  8.348e-01  1.000e+00
