PhotMacS   7  1  1  1   14.699455 471
PhotMac  16.256762 1.400000e-17
PhotMac  17.538419 1.490000e-17
PhotMac  17.815294 1.580000e-17
PhotMac  17.925092 1.690000e-17
PhotMac  17.981964 1.840000e-17
PhotMac  18.013257 2.030000e-17
PhotMac  18.032986 2.250000e-17
PhotMac  18.045775 2.500000e-17
PhotMac  18.055163 2.770000e-17
PhotMac  18.064279 3.190000e-17
PhotMac  18.079109 4.210000e-17
PhotMac  18.081966 4.330000e-17
PhotMac  18.084959 4.280000e-17
PhotMac  18.087816 3.990000e-17
PhotMac  18.090674 3.450000e-17
PhotMac  18.096252 2.100000e-17
PhotMac  18.099109 1.570000e-17
PhotMac  18.101830 1.180000e-17
PhotMac  18.104551 9.290000e-18
PhotMac  18.107409 7.730000e-18
PhotMac  18.110130 6.840000e-18
PhotMac  18.112851 6.370000e-18
PhotMac  18.115436 6.170000e-18
PhotMac  18.120878 6.230000e-18
PhotMac  18.136389 7.410000e-18
PhotMac  18.158702 8.980000e-18
PhotMac  18.188771 1.030000e-17
PhotMac  18.238568 1.150000e-17
PhotMac  18.335712 1.250000e-17
PhotMac  18.572179 1.340000e-17
PhotMac  19.108788 1.450000e-17
PhotMac  19.208381 1.540000e-17
PhotMac  19.246749 1.650000e-17
PhotMac  19.269063 1.810000e-17
PhotMac  19.276274 1.910000e-17
PhotMac  19.283485 2.070000e-17
PhotMac  19.290560 2.350000e-17
PhotMac  19.297635 2.950000e-17
PhotMac  19.304710 4.390000e-17
PhotMac  19.311649 1.890000e-17
PhotMac  19.318587 5.630000e-18
PhotMac  19.332193 8.330000e-18
PhotMac  19.338860 9.320000e-18
PhotMac  19.352057 1.060000e-17
PhotMac  19.371514 1.150000e-17
PhotMac  19.415052 1.250000e-17
PhotMac  19.531244 1.340000e-17
PhotMac  19.698458 1.430000e-17
PhotMac  19.738731 1.510000e-17
PhotMac  19.756147 1.610000e-17
PhotMac  19.766215 1.750000e-17
PhotMac  19.769480 1.830000e-17
PhotMac  19.772745 1.960000e-17
