SCUPS    8.354e-01  6.046e-01  5.181e-01  8.323e-01  2.148e+00
CSTREN Line   2   1 5877.595000  0.609000  1  3   20.964346  23.073795   6  15   6  15  1.550e-01  6.090e-01  1.572e+01   5   1  2.100e+00
SCT      0.000e+00  2.500e-01  5.000e-01  7.500e-01  1.000e+00
SCUPS    5.123e-02  1.018e+00  3.527e+00  1.079e+01  1.572e+01
CSTREN Line   2   1 4714.694000  0.011800  1  3   20.964346  23.594100   6  18   6  18  1.932e-01  1.180e-02  2.443e-01   5   1  2.400e+00
SCT      0.000e+00  2.500e-01  5.000e-01  7.500e-01  1.000e+00
SCUPS    1.577e-01  1.794e-01  1.646e-01  1.805e-01  2.443e-01
CSTREN Line   2   1 4472.938000  0.125000  1  3   20.964346  23.736235   6  25   6  25  2.037e-01  1.250e-01  2.455e+00   5   1  1.500e+00
SCT      0.000e+00  2.500e-01  5.000e-01  7.500e-01  1.000e+00
SCUPS    1.041e-01  1.959e-01  5.862e-01  1.245e+00  2.454e+00
CSTREN Line   2   1 4122.154000  0.003650  1  3   20.964346  23.972115   6  32   6  32  2.210e-01  3.650e-03  6.606e-02   5   1  2.200e+00
SCT      0.000e+00  2.500e-01  5.000e-01  7.500e-01  1.000e+00
SCUPS    6.782e-02  4.373e-02  4.443e-02  5.926e-02  6.610e-02
CSTREN Line   2   1 4027.495000  0.047400  1  3   20.964346  24.042808   6  39   6  39  2.262e-01  4.740e-02  8.382e-01   5   1  2.500e+00
SCT      0.000e+00  2.500e-01  5.000e-01  7.500e-01  1.000e+00
SCUPS    1.209e-01  2.335e-01  4.746e-01  7.896e-01  8.382e-01
