SCUPS    2.210e-02  2.225e-02  2.248e-02  2.296e-02  2.360e-02  2.433e-02  2.459e-02  2.436e-02  2.344e-02  2.244e-02  2.139e-02  2.003e-02  1.918e-02  1.856e-02  1.601e-02
CSTREN Line   7   6 116.782700  0.033333  3  5  426.294588 532.461720   4  38   4  38  7.819e+00  1.000e-01  4.805e-02  15   1  1.419e+00
SCT      0.000e+00  1.157e-02  2.836e-02  5.488e-02  1.031e-01  2.183e-01  3.479e-01  4.957e-01  6.686e-01  7.612e-01  8.232e-01  8.737e-01  8.976e-01  9.144e-01  1.000e+00
SCUPS    4.835e-02  4.899e-02  4.993e-02  5.155e-02  5.405e-02  5.797e-02  6.108e-02  6.363e-02  6.534e-02  6.478e-02  6.337e-02  5.999e-02  5.777e-02  5.594e-02  4.805e-02
CSTREN Line   7   6 116.767200  0.323000  3  5  426.294588 532.475854   4  40   4  40  7.820e+00  9.690e-01  5.783e-06  15   4  1.261e+00
SCT      0.000e+00  1.950e-02  4.721e-02  8.970e-02  1.631e-01  3.205e-01  4.728e-01  6.210e-01  7.681e-01  8.377e-01  8.816e-01  9.160e-01  9.321e-01  9.432e-01  1.000e+00
SCUPS    6.208e-02  6.087e-02  5.915e-02  5.573e-02  4.979e-02  3.779e-02  2.750e-02  1.879e-02  1.140e-02  8.394e-03  6.687e-03  5.466e-03  4.890e-03  4.404e-03  5.783e-06
CSTREN Line   7   6 116.767200  0.453333  3  7  426.294588 532.475854   4  41   4  41  7.820e+00  1.360e+00  9.191e-06  15   4  1.261e+00
SCT      0.000e+00  1.950e-02  4.721e-02  8.970e-02  1.631e-01  3.205e-01  4.728e-01  6.210e-01  7.681e-01  8.377e-01  8.816e-01  9.160e-01  9.321e-01  9.432e-01  1.000e+00
SCUPS    8.019e-02  7.863e-02  7.640e-02  7.260e-02  6.567e-02  5.068e-02  3.750e-02  2.631e-02  1.680e-02  1.273e-02  1.026e-02  8.145e-03  7.028e-03  6.117e-03  9.191e-06
CSTREN Line   7   6 116.769100  0.000066  3  5  426.294588 532.474118   4  48   4  48  7.820e+00  1.990e-04  5.189e-05  15   4  1.261e+00
