PhotMacS  8  6  1 1   137.968536   90
PhotMac     137.9685   3.3500e-19
PhotMac     144.4544   3.0800e-19
PhotMac     151.1620   2.8400e-19
PhotMac     158.1009   2.6100e-19
PhotMac     165.2752   2.4000e-19
PhotMac     172.6957   2.2100e-19
PhotMac     180.3693   2.0300e-19
PhotMac     188.3028   1.8700e-19
PhotMac     196.5057   1.7200e-19
PhotMac     204.9861   1.5900e-19
PhotMac     213.7522   1.4600e-19
PhotMac     222.8150   1.3400e-19
PhotMac     232.1824   1.2300e-19
PhotMac     262.6974   9.2590e-20
PhotMac     325.0346   6.0230e-20
PhotMac     387.3718   4.1600e-20
PhotMac     449.7090   3.0050e-20
PhotMac     512.0462   2.2490e-20
PhotMac     574.3834   1.7300e-20
PhotMac     636.7192   1.3620e-20
PhotMac     699.0564   1.0930e-20
PhotMac     699.0700   2.1240e-19
PhotMac     699.9490   2.1180e-19
PhotMac     700.8265   2.1120e-19
PhotMac     701.7041   2.1050e-19
PhotMac     702.5830   2.0990e-19
PhotMac     703.4606   2.0920e-19
PhotMac     704.3395   2.0860e-19
PhotMac     705.2171   2.0800e-19
PhotMac     706.0947   2.0740e-19
PhotMac     706.9736   2.0680e-19
PhotMac     706.9804   2.7470e-19
PhotMac     732.7346   2.5170e-19
PhotMac     759.4276   2.3050e-19
PhotMac     787.0934   2.1100e-19
PhotMac     815.7661   1.9300e-19
PhotMac     845.4836   1.7640e-19
PhotMac     876.2828   1.6120e-19
PhotMac     908.2045   1.4720e-19
PhotMac     941.2895   1.3430e-19
PhotMac     975.5799   1.2250e-19
PhotMac    1011.1193   1.1170e-19
PhotMac    1047.9527   1.0180e-19
PhotMac    1086.1289   9.2760e-20
PhotMac    1125.6956   8.4460e-20
PhotMac    1166.7031   7.6860e-20
PhotMac    1209.2046   6.9920e-20
PhotMac    1253.2544   6.3570e-20
PhotMac    1298.9083   5.7780e-20
PhotMac    1346.2262   5.2490e-20
PhotMac    1395.2638   4.7670e-20
PhotMac    1446.0947   4.3270e-20
PhotMac    1498.7759   3.9260e-20
