CSTREN Line   8   4 258933.200000  0.000001  2  4    0.000000   0.047883   1   2   1   2  3.517e-03  2.000e-06  2.700e-01  15   2  3.703e+02
SCT      0.000e+00  1.532e-02  3.745e-02  7.219e-02  1.347e-01  2.801e-01  4.376e-01  6.088e-01  7.955e-01  8.861e-01  9.396e-01  9.749e-01  9.873e-01  9.936e-01  1.000e+00
SCUPS    1.613e+00  2.070e+00  2.730e+00  2.700e+00  2.610e+00  2.540e+00  2.190e+00  1.660e+00  1.030e+00  7.050e-01  5.070e-01  3.710e-01  3.220e-01  2.970e-01  2.700e-01
CSTREN Line   8   4 1399.776000  0.000001  2  2    0.000000   8.857479   1   3   1   3  6.510e-01  2.000e-06  5.320e-06  15   4  1.596e+00
SCT      0.000e+00  3.972e-02  9.251e-02  1.661e-01  2.762e-01  4.596e-01  5.931e-01  6.985e-01  7.913e-01  8.356e-01  8.661e-01  8.932e-01  9.076e-01  9.187e-01  1.000e+00
SCUPS    1.066e-01  2.261e-01  2.234e-01  2.267e-01  2.092e-01  1.481e-01  9.668e-02  5.964e-02  2.949e-02  1.685e-02  9.862e-03  5.463e-03  3.915e-03  3.080e-03  5.320e-06
CSTREN Line   8   4 1397.226000  0.000001  2  4    0.000000   8.873647   1   4   1   4  6.522e-01  2.000e-06  2.730e-07  15   4  1.594e+00
SCT      0.000e+00  3.973e-02  9.254e-02  1.662e-01  2.762e-01  4.597e-01  5.932e-01  6.986e-01  7.914e-01  8.358e-01  8.662e-01  8.933e-01  9.077e-01  9.188e-01  1.000e+00
SCUPS    1.394e-01  3.108e-01  3.268e-01  3.449e-01  3.273e-01  2.328e-01  1.517e-01  9.238e-02  4.471e-02  2.534e-02  1.469e-02  8.049e-03  5.736e-03  4.492e-03  2.730e-07
CSTREN Line   8   4 787.710000  0.110550  2  4    0.000000  15.739905   1   6   1   6  1.157e+00  2.211e-01  8.318e-01  15   1  1.305e+00
SCT      0.000e+00  4.763e-02  1.102e-01  1.959e-01  3.208e-01  5.205e-01  6.583e-01  7.615e-01  8.466e-01  8.846e-01  9.092e-01  9.300e-01  9.406e-01  9.485e-01  1.000e+00
SCUPS    1.506e+00  1.600e+00  1.722e+00  1.754e+00  1.713e+00  1.583e+00  1.462e+00  1.336e+00  1.199e+00  1.119e+00  1.061e+00  1.003e+00  9.726e-01  9.515e-01  8.318e-01
CSTREN Line   8   4 608.397000  0.069000  2  2    0.000000  20.378947   1   8   1   8  1.498e+00  1.380e-01  4.120e-01  15   1  1.202e+00
SCT      0.000e+00  5.725e-02  1.309e-01  2.290e-01  3.666e-01  5.736e-01  7.078e-01  8.036e-01  8.790e-01  9.112e-01  9.315e-01  9.482e-01  9.565e-01  9.625e-01  1.000e+00
SCUPS    9.152e-01  9.314e-01  9.522e-01  8.657e-01  7.525e-01  6.435e-01  5.915e-01  5.520e-01  5.148e-01  4.934e-01  4.771e-01  4.585e-01  4.467e-01  4.404e-01  4.120e-01
CSTREN Line   8   4 554.076000  0.217300  2  2    0.000000  22.376889   1   9   1   9  1.645e+00  4.346e-01  1.090e+00  15   1  1.169e+00
