#   Dtype  z ion       Wave         f  gl  gu          el          eu ll ul
#-------- -- --- ---------- --------- --- --- ----------- ----------- -- --
#
#
#
#
#LinMacro 26  26      1.783  0.000000 2.0 2.0    0.000000 6952.562891  1  2
#LinMacro 26  26      1.783  0.000000 2.0 2.0    0.000000 6952.562891  1  2
LinMacro 26  26      1.783  0.138600 2.0 2.0    0.000000 6951.999256  1  3
LinMacro 26  26      1.778  0.277600 2.0 4.0    0.000000 6973.213564  1  4
LinMacro 26  26      9.577  0.013590 2.0 2.0 6951.999256 8246.615833  3  5
LinMacro 26  26      9.736  0.013590 4.0 2.0 6973.213564 8246.615833  4  5
LinMacro 26  26      1.504  0.026340 2.0 2.0    0.000000 8246.439898  1  6
LinMacro 26  26      9.582  0.144800 2.0 2.0 6952.562891 8246.439898  2  6
LinMacro 26  26      1.502  0.052750 2.0 4.0    0.000000 8252.729403  1  7
LinMacro 26  26      9.536  0.290100 2.0 4.0 6952.562891 8252.729403  2  7
LinMacro 26  26      9.532  0.696000 2.0 4.0 6951.999256 8252.718120  3  8
LinMacro 26  26      9.690  0.069575 4.0 4.0 6973.213564 8252.718120  4  8
LinMacro 26  26      9.675  0.626250 4.0 6.0 6973.213564 8254.779369  4  9
LinMacro 26  26      7.098  0.003045 2.0 2.0 6951.999256 8698.700019  3 10
LinMacro 26  26      7.186  0.003045 4.0 2.0 6973.213564 8698.700019  4 10
LinMacro 26  26     27.415  0.032250 2.0 2.0 8246.439898 8698.700019  6 10
LinMacro 26  26     27.801  0.032250 4.0 2.0 8252.729403 8698.700019  7 10
