LinMacro 26 23 265.512 1.6198e-03 1.0 3.0 12541.79 12588.61 1 3
LinMacro 26 23 3139.205 2.3133e-06 1.0 3.0 12584.65 12588.61 2 3
LinMacro 26 23 213.742 2.6217e-10 1.0 5.0 12541.79 12599.95 1 4
LinMacro 26 23 812.5 3.5425e-10 1.0 5.0 12584.65 12599.95 2 4
LinMacro 26 23 1096.23 3.1302e-06 3.0 5.0 12588.61 12599.95 3 4
LinMacro 26 23 132.558 1.5318e-01 1.0 3.0 12541.79 12635.57 1 5
LinMacro 26 23 244.133 8.1695e-07 1.0 3.0 12584.65 12635.57 2 5
LinMacro 26 23 264.72 1.8467e-07 3.0 3.0 12588.61 12635.57 3 5
LinMacro 26 23 348.996 1.3957e-07 5.0 3.0 12599.95 12635.57 4 5
LinMacro 26 23 173.985 1.8366e-02 3.0 1.0 12588.61 12660.06 3 6
LinMacro 26 23 206.808 4.9266e-12 5.0 1.0 12599.95 12660.06 4 6
LinMacro 26 23 507.605 2.9300e-04 3.0 1.0 12635.57 12660.06 5 6
LinMacro 26 23 97.992 4.9891e-08 1.0 3.0 12541.79 12668.65 1 7
LinMacro 26 23 147.991 6.3804e-02 1.0 3.0 12584.65 12668.65 2 7
LinMacro 26 23 155.313 1.4842e-02 3.0 3.0 12588.61 12668.65 3 7
LinMacro 26 23 180.95 1.2913e-02 5.0 3.0 12599.95 12668.65 4 7
LinMacro 26 23 375.794 1.6899e-04 3.0 3.0 12635.57 12668.65 5 7
LinMacro 26 23 1447.177 5.6775e-06 1.0 3.0 12660.06 12668.65 6 7
LinMacro 26 23 93.559 1.6174e-08 1.0 5.0 12541.79 12674.66 1 8
LinMacro 26 23 138.11 3.3006e-10 1.0 5.0 12584.65 12674.66 2 8
LinMacro 26 23 144.465 2.7509e-02 3.0 5.0 12588.61 12674.66 3 8
LinMacro 26 23 166.393 3.0451e-02 5.0 5.0 12599.95 12674.66 4 8
LinMacro 26 23 318.016 9.5618e-03 3.0 5.0 12635.57 12674.66 5 8
LinMacro 26 23 851.455 3.1476e-10 1.0 5.0 12660.06 12674.66 6 8
LinMacro 26 23 2068.428 9.3143e-07 3.0 5.0 12668.65 12674.66 7 8
