PhotMacS  26 26  1  1  9197.448242 100
PhotMac 9197.448474 9.325000e-21
PhotMac 9430.281338 8.723000e-21
PhotMac 9669.010909 8.160000e-21
PhotMac 9913.782769 7.630000e-21
PhotMac 10164.753382 7.133000e-21
PhotMac 10422.069690 6.669000e-21
PhotMac 10685.908568 6.232000e-21
PhotMac 10956.423759 5.824000e-21
PhotMac 11233.790778 5.442000e-21
PhotMac 11518.175612 5.083000e-21
PhotMac 11809.753777 4.749000e-21
PhotMac 12108.726636 4.433000e-21
PhotMac 12415.258817 4.141000e-21
PhotMac 12729.554408 3.865000e-21
PhotMac 13051.805247 3.607000e-21
PhotMac 13382.204535 3.367000e-21
PhotMac 13720.987652 3.141000e-21
PhotMac 14068.327388 2.930000e-21
PhotMac 14424.470009 2.734000e-21
PhotMac 14789.619598 2.549000e-21
PhotMac 15164.021058 2.377000e-21
PhotMac 15547.905686 2.216000e-21
PhotMac 15941.504779 2.067000e-21
PhotMac 16345.063239 1.926000e-21
PhotMac 16758.839575 1.794000e-21
PhotMac 17183.092295 1.672000e-21
PhotMac 17618.093512 1.558000e-21
PhotMac 18064.088128 1.451000e-21
PhotMac 18521.389076 1.351000e-21
PhotMac 18990.254863 1.258000e-21
PhotMac 19470.998420 1.171000e-21
PhotMac 19963.905466 1.091000e-21
PhotMac 20469.302538 1.015000e-21
PhotMac 20987.488962 9.447000e-22
PhotMac 21518.777669 8.791000e-22
PhotMac 22063.522405 8.179000e-22
PhotMac 22622.076921 7.609000e-22
PhotMac 23194.754145 7.078000e-22
PhotMac 23781.935038 6.583000e-22
PhotMac 24383.973348 6.121000e-22
PhotMac 25001.263640 5.692000e-22
PhotMac 25634.159662 5.291000e-22
PhotMac 26283.096795 4.919000e-22
PhotMac 26948.456001 4.572000e-22
PhotMac 27630.659054 4.249000e-22
PhotMac 28330.141337 3.948000e-22
PhotMac 29047.311021 3.669000e-22
PhotMac 29782.657911 3.408000e-22
PhotMac 30536.603784 3.166000e-22
PhotMac 31309.638443 2.939000e-22
PhotMac 32102.251695 2.731000e-22
PhotMac 32914.919739 2.536000e-22
PhotMac 33748.173196 2.354000e-22
PhotMac 34602.515477 2.185000e-22
PhotMac 35478.477204 2.028000e-22
PhotMac 36376.616211 1.882000e-22
PhotMac 37297.490331 1.747000e-22
PhotMac 38241.684609 1.621000e-22
PhotMac 39209.784089 1.504000e-22
PhotMac 40202.373817 1.395000e-22
PhotMac 41220.106865 1.294000e-22
PhotMac 42263.595491 1.200000e-22
PhotMac 43333.506372 1.113000e-22
PhotMac 44430.506188 1.032000e-22
PhotMac 45555.261617 9.570000e-23
PhotMac 46708.493763 8.873000e-23
PhotMac 47890.923725 8.225000e-23
PhotMac 49103.299817 7.624000e-23
PhotMac 50346.356748 7.065000e-23
PhotMac 51620.870040 6.547000e-23
PhotMac 52927.669643 6.067000e-23
PhotMac 54267.531079 5.621000e-23
PhotMac 55641.325113 5.209000e-23
PhotMac 57049.895299 4.824000e-23
PhotMac 58494.112401 4.469000e-23
PhotMac 59974.901605 4.139000e-23
PhotMac 61493.160888 3.833000e-23
PhotMac 63049.883465 3.549000e-23
PhotMac 64645.994523 3.286000e-23
PhotMac 66282.514490 3.041000e-23
PhotMac 67960.463791 2.817000e-23
PhotMac 69680.903672 2.607000e-23
PhotMac 71444.868165 2.413000e-23
PhotMac 73253.513754 2.232000e-23
PhotMac 75107.942500 2.067000e-23
PhotMac 77009.283675 1.911000e-23
PhotMac 78958.802609 1.769000e-23
PhotMac 80957.642181 1.636000e-23
PhotMac 83007.094930 1.513000e-23
PhotMac 85108.439792 1.400000e-23
PhotMac 87262.969309 1.295000e-23
PhotMac 89472.044048 1.197000e-23
PhotMac 91737.024581 1.107000e-23
