LevMacro 6 4 1 -64.5 0.0 2.0 1e-09 SAS -1 -1
LevMacro 6 4 2 -56.44 8.06 2.0 1e-09 SAS -1 -1
LevMacro 6 4 3 -56.44 8.06 4.0 1e-09 SAS -1 -1
LevMacro 6 4 4 -27.05 37.45 2.0 1e-09 SAS -1 -1
LevMacro 6 4 5 -24.9 39.6 2.0 1e-09 SAS -1 -1
LevMacro 6 4 6 -24.9 39.6 4.0 1e-09 SAS -1 -1
LevMacro 6 4 7 -24.34 40.16 4.0 1e-09 SAS -1 -1
LevMacro 6 4 8 -24.34 40.16 6.0 1e-09 SAS -1 -1
LevMacro 6 4 9 -14.86 49.64 2.0 1e-09 SAS -1 -1
LevMacro 6 4 10 -13.99 50.51 2.0 1e-09 SAS -1 -1
LevMacro 6 4 11 -13.99 50.51 4.0 1e-09 SAS -1 -1
LevMacro 6 4 12 -13.76 50.74 4.0 1e-09 SAS -1 -1
LevMacro 6 4 13 -13.76 50.74 6.0 1e-09 SAS -1 -1
LevMacro 6 4 14 -13.75 50.75 6.0 1e-09 SAS -1 -1
LevMacro 6 4 15 -13.75 50.75 8.0 1e-09 SAS -1 -1
LevMacro 6 5 1 -392.09 64.5 1.0 1e-09 SAS -1 -1
LevMacro 6 5 2 -95.95 360.64 3.0 1e-09 SAS -1 -1
LevMacro 6 5 3 -88.75 367.84 1.0 1e-09 SAS -1 -1
LevMacro 6 5 4 -89.78 366.81 1.0 1e-09 SAS -1 -1
LevMacro 6 5 5 -89.73 366.86 3.0 1e-09 SAS -1 -1
LevMacro 6 5 6 -89.68 366.91 5.0 1e-09 SAS -1 -1
LevMacro 6 5 7 -84.15 372.44 3.0 1e-09 SAS -1 -1
LevMacro 6 5 8 -43.25 413.34 3.0 1e-09 SAS -1 -1
LevMacro 6 5 9 -41.34 415.25 1.0 1e-09 SAS -1 -1
LevMacro 6 5 10 -41.53 415.05 1.0 1e-09 SAS -1 -1
LevMacro 6 5 11 -41.48 415.1 3.0 1e-09 SAS -1 -1
LevMacro 6 5 12 -41.48 415.1 5.0 1e-09 SAS -1 -1
LevMacro 6 5 13 -40.02 416.57 3.0 1e-09 SAS -1 -1
LevMacro 6 5 14 -40.46 416.13 3.0 1e-09 SAS -1 -1
LevMacro 6 5 15 -40.46 416.13 5.0 1e-09 SAS -1 -1
LevMacro 6 5 16 -40.41 416.18 7.0 1e-09 SAS -1 -1
LevMacro 6 5 17 -40.36 416.23 5.0 1e-09 SAS -1 -1
LevMacro 6 5 18 -25.66 430.92 3.0 1e-09 SAS -1 -1
LevMacro 6 5 19 -24.93 431.66 1.0 1e-09 SAS -1 -1
LevMacro 6 5 20 -24.98 431.61 1.0 1e-09 SAS -1 -1
LevMacro 6 5 21 -24.98 431.61 3.0 1e-09 SAS -1 -1
LevMacro 6 5 22 -24.98 431.61 5.0 1e-09 SAS -1 -1
LevMacro 6 5 23 -24.34 432.25 3.0 1e-09 SAS -1 -1
LevMacro 6 5 24 -24.54 432.05 3.0 1e-09 SAS -1 -1
LevMacro 6 5 25 -24.54 432.05 5.0 1e-09 SAS -1 -1
LevMacro 6 5 26 -24.54 432.05 7.0 1e-09 SAS -1 -1
LevMacro 6 5 27 -24.49 432.1 5.0 1e-09 SAS -1 -1
LevMacro 6 5 28 -24.49 432.1 5.0 1e-09 SAS -1 -1
LevMacro 6 5 29 -24.49 432.1 7.0 1e-09 SAS -1 -1
LevMacro 6 6 1 -489.53 456.59 2.0 1e-09 SAS -1 -1
LevMacro 6 6 2 -122.17 823.94 2.0 1e-09 SAS -1 -1
LevMacro 6 6 3 -122.17 823.94 2.0 1e-09 SAS -1 -1
LevMacro 6 6 4 -122.17 823.94 4.0 1e-09 SAS -1 -1
LevMacro 6 6 5 -54.15 891.97 2.0 1e-09 SAS -1 -1
LevMacro 6 6 6 -54.15 891.97 2.0 1e-09 SAS -1 -1
LevMacro 6 6 7 -54.15 891.97 4.0 1e-09 SAS -1 -1
LevMacro 6 6 8 -54.15 891.97 4.0 1e-09 SAS -1 -1
LevMacro 6 6 9 -54.15 891.97 6.0 1e-09 SAS -1 -1
LevMacro 6 6 10 -30.34 915.78 2.0 1e-09 SAS -1 -1
LevMacro 6 6 11 -30.34 915.78 2.0 1e-09 SAS -1 -1
LevMacro 6 6 12 -30.34 915.78 4.0 1e-09 SAS -1 -1
LevMacro 6 6 13 -30.34 915.78 4.0 1e-09 SAS -1 -1
LevMacro 6 6 14 -30.34 915.78 6.0 1e-09 SAS -1 -1
LevMacro 6 6 15 -30.34 915.78 6.0 1e-09 SAS -1 -1
LevMacro 6 6 16 -30.34 915.78 8.0 1e-09 SAS -1 -1
LevMacro 6 6 17 -19.32 926.8 2.0 1e-09 SAS -1 -1
LevMacro 6 6 18 -19.32 926.8 2.0 1e-09 SAS -1 -1
LevMacro 6 6 19 -19.32 926.8 4.0 1e-09 SAS -1 -1
LevMacro 6 6 20 -19.32 926.8 4.0 1e-09 SAS -1 -1
LevMacro 6 6 21 -19.32 926.8 6.0 1e-09 SAS -1 -1
LevMacro 6 6 22 -19.32 926.8 6.0 1e-09 SAS -1 -1
LevMacro 6 6 23 -19.32 926.8 8.0 1e-09 SAS -1 -1
LevMacro 6 6 24 -19.32 926.8 8.0 1e-09 SAS -1 -1
LevMacro 6 6 25 -19.32 926.8 10.0 1e-09 SAS -1 -1
LevMacro 6 7 1 0.0 946.12 1.0 1e-09 SAS -1 -1
