PhotMacS 26 17 1 30 7699.650000 100 
PhotMac 7651.000000 2.7733e-20 
PhotMac 7797.500000 2.6439e-20 
PhotMac 7946.700000 2.5200e-20 
PhotMac 8098.800000 2.4015e-20 
PhotMac 8253.900000 2.2883e-20 
PhotMac 8411.900000 2.1800e-20 
PhotMac 8572.900000 2.0765e-20 
PhotMac 8737.000000 1.9777e-20 
PhotMac 8904.200000 1.8832e-20 
PhotMac 9074.700000 1.7930e-20 
PhotMac 9248.400000 1.7069e-20 
PhotMac 9425.400000 1.6247e-20 
PhotMac 9605.900000 1.5462e-20 
PhotMac 9789.700000 1.4713e-20 
PhotMac 9977.100000 1.3998e-20 
PhotMac 10168.000000 1.3316e-20 
PhotMac 10363.000000 1.2666e-20 
PhotMac 10561.000000 1.2046e-20 
PhotMac 10763.000000 1.1455e-20 
PhotMac 10969.000000 1.0891e-20 
PhotMac 11179.000000 1.0354e-20 
PhotMac 11393.000000 9.8421e-21 
PhotMac 11611.000000 9.3544e-21 
PhotMac 11834.000000 8.8898e-21 
PhotMac 12060.000000 8.4473e-21 
PhotMac 12291.000000 8.0258e-21 
PhotMac 12526.000000 7.6246e-21 
PhotMac 12766.000000 7.2425e-21 
PhotMac 13011.000000 6.8788e-21 
PhotMac 13260.000000 6.5327e-21 
PhotMac 13513.000000 6.2033e-21 
PhotMac 13772.000000 5.8899e-21 
PhotMac 14036.000000 5.5917e-21 
PhotMac 14304.000000 5.3081e-21 
PhotMac 14578.000000 5.0383e-21 
PhotMac 14857.000000 4.7818e-21 
PhotMac 15142.000000 4.5378e-21 
PhotMac 15432.000000 4.3059e-21 
PhotMac 15727.000000 4.0854e-21 
PhotMac 16028.000000 3.8759e-21 
PhotMac 16335.000000 3.6767e-21 
PhotMac 16647.000000 3.4874e-21 
PhotMac 16966.000000 3.3076e-21 
PhotMac 17291.000000 3.1367e-21 
PhotMac 17622.000000 2.9744e-21 
PhotMac 17959.000000 2.8203e-21 
PhotMac 18303.000000 2.6739e-21 
PhotMac 18653.000000 2.5348e-21 
PhotMac 19010.000000 2.4028e-21 
PhotMac 19374.000000 2.2775e-21 
PhotMac 19745.000000 2.1585e-21 
PhotMac 20123.000000 2.0455e-21 
PhotMac 20508.000000 1.9383e-21 
PhotMac 20901.000000 1.8366e-21 
PhotMac 21301.000000 1.7400e-21 
PhotMac 21709.000000 1.6484e-21 
PhotMac 22124.000000 1.5615e-21 
PhotMac 22548.000000 1.4791e-21 
PhotMac 22979.000000 1.4009e-21 
PhotMac 23419.000000 1.3267e-21 
PhotMac 23868.000000 1.2563e-21 
PhotMac 24325.000000 1.1896e-21 
PhotMac 24790.000000 1.1264e-21 
PhotMac 25265.000000 1.0664e-21 
PhotMac 25748.000000 1.0095e-21 
PhotMac 26241.000000 9.5565e-22 
PhotMac 26744.000000 9.0456e-22 
PhotMac 27256.000000 8.5614e-22 
PhotMac 27777.000000 8.1026e-22 
PhotMac 28309.000000 7.6677e-22 
PhotMac 28851.000000 7.2557e-22 
PhotMac 29403.000000 6.8653e-22 
PhotMac 29966.000000 6.4955e-22 
PhotMac 30540.000000 6.1451e-22 
PhotMac 31124.000000 5.8133e-22 
PhotMac 31720.000000 5.4990e-22 
PhotMac 32327.000000 5.2013e-22 
PhotMac 32946.000000 4.9194e-22 
PhotMac 33577.000000 4.6524e-22 
PhotMac 34219.000000 4.3997e-22 
PhotMac 34874.000000 4.1604e-22 
PhotMac 35542.000000 3.9338e-22 
PhotMac 36222.000000 3.7194e-22 
PhotMac 36916.000000 3.5164e-22 
PhotMac 37622.000000 3.3242e-22 
