AugMacro 26 17 -1 16 9.1000002e+14 4
AugNels 26 17 1 0 0 0
AugMacro 26 17 -1 17 9.4999999e+14 4
AugNels 26 17 1 0 0 0
AugMacro 26 17 -1 18 9.3000001e+14 4
AugNels 26 17 1 0 0 0
AugMacro 26 17 -1 19 9.3000001e+14 4
AugNels 26 17 1 0 0 0
AugMacro 26 17 -1 20 9.4000003e+14 4
AugNels 26 17 1 0 0 0
AugMacro 26 17 -1 21 9.1999998e+14 4
AugNels 26 17 1 0 0 0
AugMacro 26 18 1 30 5.26000e+13 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 2 30 1.25000e+13 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 3 30 2.37000e+11 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 4 30 5.02000e+14 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 5 30 5.35000e+13 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 6 30 3.08000e+13 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 7 30 2.85000e+13 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 8 30 9.76000e+12 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 9 30 1.75000e+14 4
AugNels 26 18 1 0 0 0
AugMacro 26 18 10 30 5.60000e+13 4
AugNels 26 18 1 0 0 0
AugMacro 26 19 8 31 1.13000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 9 31 5.27000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 10 31 2.79000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 11 31 2.16000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 12 31 6.88000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 13 31 1.88000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 14 31 4.63000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 15 31 1.94000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 1 32 9.70000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 2 32 4.45000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 3 32 1.28000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 4 32 4.81000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 5 32 2.14000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 6 32 7.35000e+08 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 7 32 2.17000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 8 32 1.78000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 9 32 8.02000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 10 32 1.73000e+08 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 11 32 4.32000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 12 32 4.97000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 13 32 6.90000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 14 32 1.94000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 15 32 6.46000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 1 33 7.16000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 2 33 7.23000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 3 33 1.46000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 1 30 1.84000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 4 33 4.90000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 2 30 1.36000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 5 33 1.73000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 3 30 2.09000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 6 33 1.26000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 4 30 4.85000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 7 33 5.32000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 5 30 3.76000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 8 33 2.41000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 6 30 3.09000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 9 33 2.37000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 7 30 1.32000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 10 33 4.62000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 8 30 5.19000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 11 33 8.43000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 9 30 2.63000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 12 33 9.35000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 10 30 7.91000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 13 33 7.14000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 11 30 2.70000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 14 33 2.08000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 12 30 4.78000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 15 33 4.64000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 13 30 1.13000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 1 34 3.76000e+10 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 14 30 6.45000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 2 34 7.79000e+10 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 15 30 7.73000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 3 34 784000. 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 1 31 1.15000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 4 34 1.76000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 2 31 1.08000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 5 34 3.80000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 3 31 1.82000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 6 34 9.66000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 4 31 5.04000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 7 34 2.76000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 5 31 9.37000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 8 34 2.66000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 6 31 5.11000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 9 34 2.25000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 7 31 1.50000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 10 34 3.45000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 11 34 3.82000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 6 35 1.25000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 12 34 1.22000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 7 35 3.64000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 13 34 1.23000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 8 35 2.68000e+12 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 14 34 2.86000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 9 35 2.13000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 15 34 1.17000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 10 35 3.47000e+14 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 1 35 2.57000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 11 35 3.88000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 2 35 5.42000e+11 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 12 35 1.77000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 3 35 9.06000e+06 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 13 35 1.25000e+13 4
AugNels 26 19 1 0 0 0
AugMacro 26 19 4 35 1.68000e+12 4
AugNels 26 19 1 0 0 0
