i j rcen thetacen vol temp xi ne heat_xray heat_comp heat_lines heat_ff cool_comp cool_lines cool_ff rho n_h
4 9 2.046713e+11 9.439430e-01 1.383220e+33 6.224810e+06 2.758874e+04 3.435963e+10 1.949420e-03 1.340772e-02 0.000000e+00 5.052369e-10 6.389909e-03 9.769107e-04 6.895094e-03 6.739627e-14 2.842674e+10
4 10 2.046713e+11 1.019175e+00 1.381905e+33 5.666344e+06 1.929156e+04 4.641924e+10 4.258444e-03 1.741794e-02 0.000000e+00 9.685662e-10 7.465336e-03 1.805214e-03 1.205543e-02 9.105130e-14 3.840408e+10
4 11 2.046713e+11 1.090645e+00 1.367190e+33 4.971508e+06 1.288495e+04 6.436515e+10 7.954942e-03 2.156661e-02 0.000000e+00 2.282554e-09 8.349766e-03 3.541529e-03 2.182917e-02 1.262528e-13 5.325155e+10
4 12 2.046713e+11 1.158541e+00 1.341755e+33 4.290895e+06 8.545891e+03 9.018349e+10 1.708994e-02 2.802044e-02 0.000000e+00 5.028508e-09 9.384707e-03 7.153925e-03 4.004902e-02 1.768967e-13 7.461239e+10
4 13 2.046713e+11 1.223043e+00 1.307966e+33 3.733533e+06 5.826742e+03 1.240998e+11 3.748256e-02 3.803930e-02 8.225007e-13 1.100519e-08 1.060086e-02 1.409884e-02 7.119788e-02 2.434255e-13 1.026732e+11
4 14 2.046713e+11 1.284320e+00 1.267825e+33 3.302584e+06 4.229294e+03 1.652520e+11 6.774705e-02 4.625917e-02 0.000000e+00 2.140136e-08 1.187064e-02 2.641819e-02 1.193102e-01 3.241495e-13 1.367214e+11
4 15 2.046713e+11 1.342533e+00 1.223081e+33 2.956226e+06 2.938948e+03 2.126671e+11 1.026395e-01 5.357486e-02 2.232965e-14 3.804148e-08 1.225294e-02 4.782000e-02 1.877228e-01 4.171599e-13 1.759518e+11
4 16 2.046713e+11 1.397835e+00 1.175065e+33 2.665098e+06 2.121321e+03 2.644888e+11 1.792254e-01 6.378637e-02 0.000000e+00 6.734310e-08 1.258458e-02 8.251660e-02 2.767046e-01 5.188157e-13 2.188287e+11
4 17 2.046713e+11 1.450372e+00 1.125031e+33 2.397216e+06 1.638824e+03 3.199777e+11 2.732105e-01 6.831480e-02 6.861316e-13 1.035793e-07 1.266609e-02 1.394568e-01 3.859214e-01 6.276674e-13 2.647407e+11
4 18 2.046713e+11 1.500282e+00 1.073923e+33 2.097168e+06 1.120527e+03 3.888380e+11 3.905202e-01 6.996526e-02 0.000000e+00 1.627628e-07 1.128763e-02 2.559252e-01 5.355172e-01 7.627535e-13 3.217180e+11
4 19 2.046713e+11 1.547697e+00 1.022459e+33 1.746460e+06 8.347110e+02 4.849927e+11 7.680472e-01 8.254935e-02 0.000000e+00 3.063066e-07 1.078116e-02 5.192777e-01 7.646048e-01 9.513897e-13 4.012820e+11
5 0 2.470030e+11 6.121442e-02 2.459439e+32 6.831776e+06 7.086721e+12 1.319970e+02 0.000000e+00 4.788004e-11 0.000000e+00 7.524837e-27 2.636077e-11 0.000000e+00 1.061494e-19 2.589104e-22 1.092045e+02
5 1 2.470030e+11 1.805825e-01 6.859881e+32 1.203282e+07 6.988431e+08 1.413593e+06 2.122151e-12 5.678227e-07 0.000000e+00 3.523220e-19 5.316486e-07 1.498552e-12 1.576945e-11 2.772744e-18 1.169502e+06
5 2 2.470030e+11 2.939822e-01 1.051475e+33 1.059807e+07 5.007450e+06 1.954541e+08 4.165168e-08 7.935288e-05 0.000000e+00 7.411495e-15 6.372564e-05 2.932859e-08 2.844197e-07 3.833805e-16 1.617042e+08
5 3 2.470030e+11 4.017120e-01 1.347930e+33 7.996288e+06 6.863458e+05 1.340945e+09 2.409809e-06 4.970570e-04 0.000000e+00 5.199027e-13 3.113014e-04 1.441117e-06 1.177272e-05 2.630247e-15 1.109399e+09
5 4 2.470030e+11 5.040552e-01 1.581864e+33 7.134452e+06 2.481615e+05 3.677623e+09 2.208504e-05 1.368325e-03 0.000000e+00 4.433864e-12 7.536385e-04 1.100012e-05 8.404821e-05 7.213611e-15 3.042593e+09
5 5 2.470030e+11 6.012813e-01 1.760218e+33 6.772422e+06 1.197635e+05 7.103386e+09 8.346570e-05 2.415157e-03 0.000000e+00 1.787584e-11 1.288107e-03 4.130952e-05 3.061752e-04 1.393321e-14 5.876820e+09
5 6 2.470030e+11 6.936460e-01 1.889973e+33 6.480158e+06 7.199331e+04 1.136139e+10 2.220613e-04 3.790445e-03 0.000000e+00 4.232445e-11 1.891428e-03 1.062659e-04 7.675830e-04 2.228526e-14 9.399590e+09
5 7 2.470030e+11 7.813926e-01 1.977866e+33 6.225010e+06 4.842051e+04 1.623465e+10 4.807884e-04 5.183236e-03 0.000000e+00 8.959989e-11 2.502379e-03 2.179799e-04 1.539449e-03 3.184413e-14 1.343138e+10
5 8 2.470030e+11 8.647518e-01 2.030216e+33 5.883578e+06 3.287072e+04 2.216589e+10 8.439125e-04 6.421847e-03 0.000000e+00 1.759952e-10 2.973831e-03 4.089513e-04 2.796756e-03 4.347828e-14 1.833849e+10
5 9 2.470030e+11 9.439430e-01 2.052812e+33 5.363266e+06 2.144900e+04 3.044869e+10 1.732016e-03 8.174896e-03 0.000000e+00 3.420273e-10 3.358977e-03 7.810660e-04 5.058408e-03 5.972509e-14 2.519115e+10
