i j rcen thetacen vol temp xi ne heat_xray heat_comp heat_lines heat_ff cool_comp cool_lines cool_ff rho n_h
3 6 1.631697e+11 6.936460e-01 7.949423e+32 8.400791e+06 1.544680e+05 1.188153e+10 1.981254e-04 8.971332e-03 0.000000e+00 6.989157e-11 5.781784e-03 1.123725e-04 9.453477e-04 2.330548e-14 9.829904e+09
3 7 1.631697e+11 7.813926e-01 8.319109e+32 7.990118e+06 8.900808e+04 1.954204e+10 5.595952e-04 1.420780e-02 0.000000e+00 2.058795e-10 8.563027e-03 3.060928e-04 2.499343e-03 3.833150e-14 1.616765e+10
3 8 1.631697e+11 8.647518e-01 8.539300e+32 7.517371e+06 5.403804e+04 2.951712e+10 1.200506e-03 1.919738e-02 0.000000e+00 4.683911e-10 1.111115e-02 7.035556e-04 5.544988e-03 5.789755e-14 2.442032e+10
3 9 1.631697e+11 9.439430e-01 8.634338e+32 7.024592e+06 3.572356e+04 4.193930e+10 2.577718e-03 2.580121e-02 0.000000e+00 1.071769e-09 1.384620e-02 1.434097e-03 1.085209e-02 8.226362e-14 3.469757e+10
3 10 1.631697e+11 1.019175e+00 8.626130e+32 6.520878e+06 2.466096e+04 5.713511e+10 5.803049e-03 3.312244e-02 0.000000e+00 1.999978e-09 1.651485e-02 2.688474e-03 1.946546e-02 1.120703e-13 4.726958e+10
3 11 1.631697e+11 1.090645e+00 8.534277e+32 5.976545e+06 1.779413e+04 7.626984e+10 1.020139e-02 4.183427e-02 0.000000e+00 3.561270e-09 1.930383e-02 4.847946e-03 3.334685e-02 1.496033e-13 6.310044e+10
3 12 1.631697e+11 1.158541e+00 8.375506e+32 5.372447e+06 1.190403e+04 1.016579e+11 1.839764e-02 4.908141e-02 0.000000e+00 7.322569e-09 2.074502e-02 8.756256e-03 5.641907e-02 1.994028e-13 8.410512e+10
3 13 1.631697e+11 1.223043e+00 8.164588e+32 4.715972e+06 8.407716e+03 1.369540e+11 3.564698e-02 6.218419e-02 0.000000e+00 1.482395e-08 2.332867e-02 1.633120e-02 9.645145e-02 2.686379e-13 1.133075e+11
3 14 1.631697e+11 1.284320e+00 7.914023e+32 4.056786e+06 5.705057e+03 1.863336e+11 7.299099e-02 7.915472e-02 0.000000e+00 3.351171e-08 2.504494e-02 3.157609e-02 1.665875e-01 3.654992e-13 1.541621e+11
3 15 1.631697e+11 1.342533e+00 7.634719e+32 3.493751e+06 3.788020e+03 2.501986e+11 1.309443e-01 9.453701e-02 0.000000e+00 6.126722e-08 2.592667e-02 6.128146e-02 2.806319e-01 4.907773e-13 2.070025e+11
3 16 1.631697e+11 1.397835e+00 7.334996e+32 3.060694e+06 2.721405e+03 3.240500e+11 2.425206e-01 1.140822e-01 4.547289e-09 1.242560e-07 2.747305e-02 1.125436e-01 4.428502e-01 6.356460e-13 2.681060e+11
3 17 1.631697e+11 1.450372e+00 7.022671e+32 2.691495e+06 1.870995e+03 4.069686e+11 3.669233e-01 1.275605e-01 1.546266e-12 2.074951e-07 2.617903e-02 2.056353e-01 6.580602e-01 7.983038e-13 3.367126e+11
3 18 1.631697e+11 1.500282e+00 6.703647e+32 2.309883e+06 1.517640e+03 5.087202e+11 6.996648e-01 1.527776e-01 0.000000e+00 3.832177e-07 2.834625e-02 3.649093e-01 9.588388e-01 9.979069e-13 4.209022e+11
3 19 1.631697e+11 1.547697e+00 6.382394e+32 1.895614e+06 1.053241e+03 6.490696e+11 1.311016e+00 1.793241e-01 0.000000e+00 8.148947e-07 2.622731e-02 7.606967e-01 1.423437e+00 1.273235e-12 5.370315e+11
